0.70871,2.4225,4.1227
0.70871,2.5894,3.6284
0.70871,2.7562,3.1398
0.70871,2.923,2.657
0.70871,3.0899,2.1802
0.70871,3.2567,1.7097
0.70871,3.4236,1.246
0.70871,3.5904,0.78956
0.70871,3.7573,0.34142
0.70871,3.9241,-0.097448
0.70871,4.091,-0.5259
0.70871,4.2578,-0.94367
0.70871,4.4247,-1.3621
0.70871,4.5915,-1.773
0.70871,4.7584,-2.1683
0.70871,4.9252,-2.5464
0.70871,5.0921,-2.8887
0.70871,5.2589,-3.1662
0.70871,5.4257,-3.5003
0.70871,5.5926,-3.7806
0.70871,5.7594,-3.9039
0.70871,5.9263,-4.0989
0.70871,6.0931,-4.3139
0.70871,6.26,-4.5003
0.70871,6.4268,-4.6079
0.70871,6.5937,-4.7434
0.70871,6.7605,-4.862
0.70871,6.9274,-4.9448
0.70871,7.0942,-4.9985
0.70871,7.2611,-5.123
0.70871,7.4279,-5.2613
0.70871,7.5948,-5.4126
0.70871,7.7616,-5.551
0.70871,7.9285,-5.6751
0.70871,8.0953,-5.7529
0.70871,8.2621,-5.7542
0.70871,8.429,-5.6168
0.70871,8.5958,-5.4019
0.70871,8.7627,-5.1791
0.70871,8.9295,-4.974
0.70871,9.0964,-4.8137
0.70871,9.2632,-4.7082
0.70871,9.4301,-4.6335
0.70871,9.5969,-4.5807
0.70871,9.7638,-4.5154
0.70871,9.9306,-4.4102
0.70871,10.097,-4.2567
0.70871,10.264,-4.1219
0.70871,10.431,-4.0024
0.70871,10.598,-3.9221
0.70871,10.765,-3.8344
0.88178,2.4225,4.7944
0.88178,2.5894,4.2958
0.88178,2.7562,3.8029
0.88178,2.923,3.3159
0.88178,3.0899,2.8349
0.88178,3.2567,2.3602
0.88178,3.4236,1.8923
0.88178,3.5904,1.4318
0.88178,3.7573,0.97948
0.88178,3.9241,0.5366
0.88178,4.091,0.10444
0.88178,4.2578,-0.31519
0.88178,4.4247,-0.72158
0.88178,4.5915,-1.1272
0.88178,4.7584,-1.5192
0.88178,4.9252,-1.8937
0.88178,5.0921,-2.2427
0.88178,5.2589,-2.5166
0.88178,5.4257,-2.8443
0.88178,5.5926,-3.0715
0.88178,5.7594,-3.259
0.88178,5.9263,-3.4807
0.88178,6.0931,-3.6894
0.88178,6.26,-3.8459
0.88178,6.4268,-3.9361
0.88178,6.5937,-4.1095
0.88178,6.7605,-4.2242
0.88178,6.9274,-4.3052
0.88178,7.0942,-4.4429
0.88178,7.2611,-4.5974
0.88178,7.4279,-4.7566
0.88178,7.5948,-4.9149
0.88178,7.7616,-5.0715
0.88178,7.9285,-5.2077
0.88178,8.0953,-5.3013
0.88178,8.2621,-5.2996
0.88178,8.429,-5.1494
0.88178,8.5958,-4.9596
0.88178,8.7627,-4.7695
0.88178,8.9295,-4.5834
0.88178,9.0964,-4.5013
0.88178,9.2632,-4.4085
0.88178,9.4301,-4.3411
0.88178,9.5969,-4.3111
0.88178,9.7638,-4.2485
0.88178,9.9306,-4.1115
0.88178,10.097,-3.9874
0.88178,10.264,-3.8612
0.88178,10.431,-3.7793
0.88178,10.598,-3.6982
0.88178,10.765,-3.6446
1.0548,2.4225,5.4638
1.0548,2.5894,4.9635
1.0548,2.7562,4.4666
1.0548,2.923,3.9748
1.0548,3.0899,3.489
1.0548,3.2567,3.0095
1.0548,3.4236,2.5368
1.0548,3.5904,2.0714
1.0548,3.7573,1.6143
1.0548,3.9241,1.1665
1.0548,4.091,0.7297
1.0548,4.2578,0.30589
1.0548,4.4247,-0.10264
1.0548,4.5915,-0.49486
1.0548,4.7584,-0.884
1.0548,4.9252,-1.2556
1.0548,5.0921,-1.5665
1.0548,5.2589,-1.8826
1.0548,5.4257,-2.187
1.0548,5.5926,-2.4079
1.0548,5.7594,-2.6487
1.0548,5.9263,-2.8515
1.0548,6.0931,-3.0663
1.0548,6.26,-3.1904
1.0548,6.4268,-3.3403
1.0548,6.5937,-3.4793
1.0548,6.7605,-3.621
1.0548,6.9274,-3.7547
1.0548,7.0942,-3.926
1.0548,7.2611,-4.1012
1.0548,7.4279,-4.2749
1.0548,7.5948,-4.4469
1.0548,7.7616,-4.6121
1.0548,7.9285,-4.7632
1.0548,8.0953,-4.864
1.0548,8.2621,-4.8436
1.0548,8.429,-4.7203
1.0548,8.5958,-4.5419
1.0548,8.7627,-4.3747
1.0548,8.9295,-4.2504
1.0548,9.0964,-4.1781
1.0548,9.2632,-4.0999
1.0548,9.4301,-4.0757
1.0548,9.5969,-4.0528
1.0548,9.7638,-3.951
1.0548,9.9306,-3.8444
1.0548,10.097,-3.7153
1.0548,10.264,-3.6262
1.0548,10.431,-3.5618
1.0548,10.598,-3.5024
1.0548,10.765,-3.4396
1.2279,2.4225,6.1319
1.2279,2.5894,5.6283
1.2279,2.7562,5.1292
1.2279,2.923,4.6344
1.2279,3.0899,4.1433
1.2279,3.2567,3.6584
1.2279,3.4236,3.1801
1.2279,3.5904,2.709
1.2279,3.7573,2.2461
1.2279,3.9241,1.7925
1.2279,4.091,1.35
1.2279,4.2578,0.92089
1.2279,4.4247,0.50771
1.2279,4.5915,0.11299
1.2279,4.7584,-0.26402
1.2279,4.9252,-0.6335
1.2279,5.0921,-0.94878
1.2279,5.2589,-1.2658
1.2279,5.4257,-1.5544
1.2279,5.5926,-1.8076
1.2279,5.7594,-2.0454
1.2279,5.9263,-2.2318
1.2279,6.0931,-2.4326
1.2279,6.26,-2.5617
1.2279,6.4268,-2.7533
1.2279,6.5937,-2.9266
1.2279,6.7605,-3.0629
1.2279,6.9274,-3.2478
1.2279,7.0942,-3.4392
1.2279,7.2611,-3.6291
1.2279,7.4279,-3.8064
1.2279,7.5948,-3.9973
1.2279,7.7616,-4.1737
1.2279,7.9285,-4.3403
1.2279,8.0953,-4.4383
1.2279,8.2621,-4.4339
1.2279,8.429,-4.3038
1.2279,8.5958,-4.1448
1.2279,8.7627,-4.0055
1.2279,8.9295,-3.9262
1.2279,9.0964,-3.8608
1.2279,9.2632,-3.8305
1.2279,9.4301,-3.8262
1.2279,9.5969,-3.7691
1.2279,9.7638,-3.6884
1.2279,9.9306,-3.5625
1.2279,10.097,-3.4682
1.2279,10.264,-3.4125
1.2279,10.431,-3.3621
1.2279,10.598,-3.3097
1.2279,10.765,-3.2273
1.401,2.4225,6.799
1.401,2.5894,6.2919
1.401,2.7562,5.7892
1.401,2.923,5.2909
1.401,3.0899,4.7973
1.401,3.2567,4.3074
1.401,3.4236,3.8228
1.401,3.5904,3.3451
1.401,3.7573,2.8753
1.401,3.9241,2.4148
1.401,4.091,1.9655
1.401,4.2578,1.5298
1.401,4.4247,1.1107
1.401,4.5915,0.71079
1.401,4.7584,0.33214
1.401,4.9252,-0.026078
1.401,5.0921,-0.36098
1.401,5.2589,-0.67291
1.401,5.4257,-0.95526
1.401,5.5926,-1.2148
1.401,5.7594,-1.4285
1.401,5.9263,-1.6535
1.401,6.0931,-1.8208
1.401,6.26,-1.9849
1.401,6.4268,-2.1664
1.401,6.5937,-2.3768
1.401,6.7605,-2.564
1.401,6.9274,-2.7714
1.401,7.0942,-2.9778
1.401,7.2611,-3.1687
1.401,7.4279,-3.3688
1.401,7.5948,-3.5668
1.401,7.7616,-3.7586
