1,33.696
1.008,33.751
1.016,33.807
1.024,33.862
1.032,33.917
1.04,33.973
1.048,34.028
1.056,34.083
1.064,34.139
1.072,34.194
1.08,34.249
1.088,34.305
1.096,34.36
1.104,34.415
1.112,34.471
1.12,34.526
1.128,34.581
1.136,34.637
1.144,34.692
1.152,34.747
1.16,34.803
1.168,34.858
1.176,34.913
1.184,34.969
1.192,35.024
1.2,35.079
1.208,35.135
1.216,35.19
1.224,35.245
1.232,35.301
1.24,35.356
1.248,35.411
1.256,35.467
1.264,35.522
1.272,35.577
1.28,35.633
1.288,35.688
1.296,35.743
1.304,35.799
1.312,35.854
1.32,35.909
1.328,35.965
1.336,36.02
1.344,36.075
1.352,36.131
1.36,36.186
1.368,36.241
1.376,36.297
1.384,36.352
1.392,36.407
1.4,36.463
1.408,36.518
1.416,36.573
1.424,36.629
1.432,36.684
1.44,36.739
1.448,36.795
1.456,36.85
1.464,36.905
1.472,36.961
1.48,37.016
1.488,37.071
1.496,37.127
1.504,37.182
1.512,37.237
1.52,37.293
1.528,37.348
1.536,37.403
1.544,37.459
1.552,37.514
1.56,37.569
1.568,37.625
1.576,37.68
1.584,37.735
1.592,37.791
1.6,37.846
1.608,37.901
1.616,37.957
1.624,38.012
1.632,38.067
1.64,38.123
1.648,38.178
1.656,38.233
1.664,38.289
1.672,38.344
1.68,38.399
1.688,38.455
1.696,38.51
1.704,38.565
1.712,38.621
1.72,38.676
1.728,38.731
1.736,38.787
1.744,38.842
1.752,38.897
1.76,38.953
1.768,39.008
1.776,39.063
1.784,39.119
1.792,39.174
1.8,39.229
1.808,39.285
1.816,39.34
1.824,39.395
1.832,39.451
1.84,39.506
1.848,39.561
1.856,39.617
1.864,39.672
1.872,39.727
1.88,39.783
1.888,39.838
1.896,39.893
1.904,39.949
1.912,40.004
1.92,40.059
1.928,40.115
1.936,40.17
1.944,40.225
1.952,40.281
1.96,40.336
1.968,40.391
1.976,40.447
1.984,40.502
1.992,40.557
2,40.613
2.008,40.668
2.016,40.723
2.024,40.779
2.032,40.834
2.04,40.889
2.048,40.945
2.056,41
2.064,41.055
2.072,41.111
2.08,41.166
2.088,41.221
2.096,41.277
2.104,41.332
2.112,41.387
2.12,41.443
2.128,41.498
2.136,41.553
2.144,41.609
2.152,41.664
2.16,41.719
2.168,41.775
2.176,41.83
2.184,41.885
2.192,41.941
2.2,41.996
2.208,42.051
2.216,42.107
2.224,42.162
2.232,42.217
2.24,42.273
2.248,42.328
2.256,42.383
2.264,42.439
2.272,42.494
2.28,42.549
2.288,42.605
2.296,42.66
2.304,42.715
2.312,42.771
2.32,42.826
2.328,42.881
2.336,42.937
2.344,42.992
2.352,43.047
2.36,43.103
2.368,43.158
2.376,43.213
2.384,43.269
2.392,43.324
2.4,43.379
2.408,43.435
2.416,43.49
2.424,43.545
2.432,43.601
2.44,43.656
2.448,43.711
2.456,43.767
2.464,43.822
2.472,43.877
2.48,43.933
2.488,43.988
2.496,44.044
2.504,44.099
2.512,44.154
2.52,44.21
2.528,44.265
2.536,44.32
2.544,44.376
2.552,44.431
2.56,44.486
2.568,44.542
2.576,44.597
2.584,44.652
2.592,44.708
2.6,44.763
2.608,44.818
2.616,44.874
2.624,44.929
2.632,44.984
2.64,45.04
2.648,45.095
2.656,45.15
2.664,45.206
2.672,45.261
2.68,45.316
2.688,45.372
2.696,45.427
2.704,45.482
2.712,45.538
2.72,45.593
2.728,45.648
2.736,45.704
2.744,45.759
2.752,45.814
2.76,45.87
2.768,45.925
2.776,45.98
2.784,46.036
2.792,46.091
2.8,46.146
2.808,46.202
2.816,46.257
2.824,46.312
2.832,46.368
2.84,46.423
2.848,46.478
2.856,46.534
2.864,46.589
2.872,46.644
2.88,46.7
2.888,46.755
2.896,46.81
2.904,46.866
2.912,46.921
2.92,46.976
2.928,47.032
2.936,47.087
2.944,47.142
2.952,47.198
2.96,47.253
2.968,47.308
2.976,47.364
2.984,47.419
2.992,47.474
3,47.53
3.008,47.585
3.016,47.64
3.024,47.696
3.032,47.751
3.04,47.806
3.048,47.862
3.056,47.917
3.064,47.972
3.072,48.028
3.08,48.083
3.088,48.138
3.096,48.194
3.104,48.249
3.112,48.304
3.12,48.36
3.128,48.415
3.136,48.47
3.144,48.526
3.152,48.581
3.16,48.636
3.168,48.692
3.176,48.747
3.184,48.802
3.192,48.858
3.2,48.913
3.208,48.968
3.216,49.024
3.224,49.079
3.232,49.134
3.24,49.19
3.248,49.245
3.256,49.3
3.264,49.356
3.272,49.411
3.28,49.466
3.288,49.522
3.296,49.577
3.304,49.632
3.312,49.688
3.32,49.743
3.328,49.798
3.336,49.854
3.344,49.909
3.352,49.964
3.36,50.02
3.368,50.075
3.376,50.13
3.384,50.186
3.392,50.241
3.4,50.296
3.408,50.352
3.416,50.407
3.424,50.462
3.432,50.518
3.44,50.573
3.448,50.628
