1.5031,35.657
1.5104,35.701
1.5178,35.744
1.5251,35.788
1.5325,35.832
1.5399,35.875
1.5472,35.919
1.5546,35.962
1.562,36.006
1.5693,36.05
1.5767,36.093
1.584,36.137
1.5914,36.18
1.5988,36.224
1.6061,36.268
1.6135,36.311
1.6208,36.355
1.6282,36.398
1.6356,36.442
1.6429,36.486
1.6503,36.529
1.6576,36.573
1.665,36.616
1.6724,36.66
1.6797,36.703
1.6871,36.747
1.6944,36.791
1.7018,36.834
1.7092,36.878
1.7165,36.921
1.7239,36.965
1.7312,37.009
1.7386,37.052
1.746,37.096
1.7533,37.139
1.7607,37.183
1.768,37.227
1.7754,37.27
1.7828,37.314
1.7901,37.357
1.7975,37.401
1.8048,37.445
1.8122,37.488
1.8196,37.532
1.8269,37.575
1.8343,37.619
1.8416,37.663
1.849,37.706
1.8564,37.75
1.8637,37.793
1.8711,37.837
1.8784,37.881
1.8858,37.924
1.8932,37.968
1.9005,38.011
1.9079,38.055
1.9152,38.099
1.9226,38.142
1.93,38.186
1.9373,38.229
1.9447,38.273
1.952,38.316
1.9594,38.36
1.9668,38.404
1.9741,38.447
1.9815,38.491
1.9889,38.534
1.9962,38.578
2.0036,38.622
2.0109,38.665
2.0183,38.709
2.0257,38.752
2.033,38.796
2.0404,38.84
2.0477,38.883
2.0551,38.927
2.0625,38.97
2.0698,39.014
2.0772,39.058
2.0845,39.101
2.0919,39.145
2.0993,39.188
2.1066,39.232
2.114,39.276
2.1213,39.319
2.1287,39.363
2.1361,39.406
2.1434,39.45
2.1508,39.494
2.1581,39.537
2.1655,39.581
2.1729,39.624
2.1802,39.668
2.1876,39.712
2.1949,39.755
2.2023,39.799
2.2097,39.842
2.217,39.886
2.2244,39.93
2.2317,39.973
2.2391,40.017
2.2465,40.06
2.2538,40.104
2.2612,40.147
2.2685,40.191
2.2759,40.235
2.2833,40.278
2.2906,40.322
2.298,40.365
2.3053,40.409
2.3127,40.453
2.3201,40.496
2.3274,40.54
2.3348,40.583
2.3421,40.627
2.3495,40.671
2.3569,40.714
2.3642,40.758
2.3716,40.801
2.379,40.845
2.3863,40.889
2.3937,40.932
2.401,40.976
2.4084,41.019
2.4158,41.063
2.4231,41.107
2.4305,41.15
2.4378,41.194
2.4452,41.237
2.4526,41.281
2.4599,41.325
2.4673,41.368
2.4746,41.412
2.482,41.455
2.4894,41.499
2.4967,41.543
2.5041,41.586
2.5114,41.63
2.5188,41.673
2.5262,41.717
2.5335,41.761
2.5409,41.804
2.5482,41.848
2.5556,41.891
2.563,41.935
2.5703,41.978
2.5777,42.022
2.585,42.066
2.5924,42.109
2.5998,42.153
2.6071,42.196
2.6145,42.24
2.6218,42.284
2.6292,42.327
2.6366,42.371
2.6439,42.414
2.6513,42.458
2.6586,42.502
2.666,42.545
