1.5031,0.2013,-3.5036
1.5031,0.50375,-3.2419
1.5031,0.80619,-2.9728
1.5031,1.1086,-2.7516
1.5031,1.4111,-2.5291
1.5031,1.7135,-2.2079
1.5031,2.016,-1.9845
1.5031,2.3184,-1.7536
1.5031,2.6209,-1.5417
1.5031,2.9233,-1.3137
1.5031,3.2257,-1.1338
1.5031,3.5282,-0.97193
1.5031,3.8306,-0.74024
1.5031,4.1331,-0.47812
1.5031,4.4355,-0.25478
1.5031,4.738,-0.020611
1.5031,5.0404,0.22086
1.5031,5.3429,0.40197
1.5031,5.6453,0.62821
1.5031,5.9477,1.0106
1.5031,6.2502,1.3676
1.5031,6.5526,1.667
1.5031,6.8551,1.9309
1.5031,7.1575,2.1405
1.5031,7.46,2.3161
1.5031,7.7624,2.4876
1.5031,8.0649,2.6606
1.5031,8.3673,2.8354
1.5031,8.6697,3.0114
1.5031,8.9722,3.1868
1.5031,9.2746,3.3522
1.5031,9.5771,3.5016
1.5031,9.8795,3.6249
1.5031,10.182,3.7355
1.5031,10.484,3.8435
1.5031,10.787,3.9526
1.5031,11.089,4.063
1.5031,11.392,4.1744
1.5031,11.694,4.2864
1.5031,11.997,4.3988
1.5031,12.299,4.5114
1.5031,12.602,4.6238
1.5031,12.904,4.7357
1.5031,13.206,4.8471
1.5031,13.509,4.9578
1.5031,13.811,5.0679
1.5031,14.114,5.1772
1.5031,14.416,5.2857
1.5031,14.719,5.3935
1.5031,15.021,5.5004
1.5031,15.324,5.6067
1.6564,0.2013,-3.3362
1.6564,0.50375,-3.0787
1.6564,0.80619,-2.8042
1.6564,1.1086,-2.5345
1.6564,1.4111,-2.3385
1.6564,1.7135,-2.0146
1.6564,2.016,-1.7705
1.6564,2.3184,-1.539
1.6564,2.6209,-1.3199
1.6564,2.9233,-1.0883
1.6564,3.2257,-0.86993
1.6564,3.5282,-0.72963
1.6564,3.8306,-0.48363
1.6564,4.1331,-0.22339
1.6564,4.4355,0.0040106
1.6564,4.738,0.2352
1.6564,5.0404,0.48914
1.6564,5.3429,0.68145
1.6564,5.6453,0.9273
1.6564,5.9477,1.2815
1.6564,6.2502,1.6032
1.6564,6.5526,1.8882
1.6564,6.8551,2.1481
1.6564,7.1575,2.3551
1.6564,7.46,2.5309
1.6564,7.7624,2.701
1.6564,8.0649,2.8723
1.6564,8.3673,3.0453
1.6564,8.6697,3.2195
1.6564,8.9722,3.3938
1.6564,9.2746,3.5561
1.6564,9.5771,3.7038
1.6564,9.8795,3.8229
1.6564,10.182,3.9282
1.6564,10.484,4.0313
1.6564,10.787,4.1363
1.6564,11.089,4.2435
1.6564,11.392,4.3528
1.6564,11.694,4.4633
1.6564,11.997,4.5743
1.6564,12.299,4.6856
1.6564,12.602,4.7968
1.6564,12.904,4.9078
1.6564,13.206,5.0182
1.6564,13.509,5.1281
1.6564,13.811,5.2374
1.6564,14.114,5.346
1.6564,14.416,5.4539
1.6564,14.719,5.5611
1.6564,15.021,5.6675
1.6564,15.324,5.7732
1.8097,0.2013,-3.166
1.8097,0.50375,-2.9124
1.8097,0.80619,-2.6383
1.8097,1.1086,-2.3566
1.8097,1.4111,-2.1093
1.8097,1.7135,-1.8233
1.8097,2.016,-1.5599
1.8097,2.3184,-1.3244
1.8097,2.6209,-1.0975
1.8097,2.9233,-0.86365
1.8097,3.2257,-0.62513
1.8097,3.5282,-0.4672
1.8097,3.8306,-0.22945
1.8097,4.1331,0.023126
1.8097,4.4355,0.26077
1.8097,4.738,0.49023
1.8097,5.0404,0.74624
1.8097,5.3429,0.95891
1.8097,5.6453,1.2157
1.8097,5.9477,1.5386
1.8097,6.2502,1.84
1.8097,6.5526,2.1075
1.8097,6.8551,2.3604
1.8097,7.1575,2.5667
1.8097,7.46,2.7422
1.8097,7.7624,2.9114
1.8097,8.0649,3.0812
1.8097,8.3673,3.2526
1.8097,8.6697,3.425
1.8097,8.9722,3.5967
1.8097,9.2746,3.7575
1.8097,9.5771,3.9042
1.8097,9.8795,4.0194
1.8097,10.182,4.1193
1.8097,10.484,4.2175
1.8097,10.787,4.3188
1.8097,11.089,4.4234
1.8097,11.392,4.5304
1.8097,11.694,4.639
1.8097,11.997,4.7485
1.8097,12.299,4.8585
1.8097,12.602,4.9686
1.8097,12.904,5.0785
1.8097,13.206,5.188
1.8097,13.509,5.2971
1.8097,13.811,5.4057
1.8097,14.114,5.5136
1.8097,14.416,5.6209
