,sample,longitude,latitude,lithology,unit,authors,sio2,al2o3,fe2o3,mgo,cao,na2o,k2o,tio2,p2o5,mno,cr2o3,ni_ppm,loi,sum,ba_ppm,be_ppm,co_ppm,cs_ppm,ga_ppm,hf_ppm,nb_ppm,rb_ppm,sn_ppm,sr_ppm,ta_ppm,th_ppm,u_ppm,v_ppm,w_ppm,zr_ppm,y_ppm,la_ppm,ce_ppm,pr_ppm,nd_ppm,sm_ppm,eu_ppm,gd_ppm,tb_ppm,dy_ppm,ho_ppm,er_ppm,tm_ppm,yb_ppm,lu_ppm,mo_ppm,cu_ppm,pb_ppm,zn_ppm,cr_ppm,nio,as_ppm,cd_ppm,sb_ppm,bi_ppm,ag_ppm,au_ppm,hg_ppm,tl_ppm,se_ppm,sc_ppm,eu/eu*,lan/ybn,lan/smn,rb/sr,sr/y,age_ma,feot,total,ti_ppm
0,900008,-77.3572823771,8.59614857059,Hornblende Gabbro,Acandí Batholith,"Rodríguez et al., 2010",51.0,16.0,6.8,10.0,13.0,1.4,0.1,0.2,0.1,0.1,,50,2.1,101.0,38.0,< 1,33.0,0.2,10.0,0.5,0.4,< 1,< 1,164.0,< 0.01,0.3,0.1,127.0,< 0.5,16.0,6.4,1.8,4.1,0.6,2.8,0.8,0.3,1.0,0.2,1.1,0.2,0.7,0.1,0.7,0.1,< 2,20,< 5,40,130,,< 5,,< 0.2,< 0.1,< 0.5,,,< 0.05,,44.0,1.03,1.71,1.38,,25.625,49.5,,,
1,900059,-77.396252006,8.63777325812,Microdiorite,Acandí Batholith,"Rodríguez et al., 2010",57.0,15.0,10.0,4.9,6.0,5.0,0.1,0.8,0.1,0.2,,20,2.4,101.0,59.0,< 1,37.0,< 0.1,14.0,2.1,1,< 1,< 1,128.0,0.1,0.7,0.2,332.0,0.6,70.0,21.0,5.2,13.0,1.8,9.0,2.6,0.9,3.1,0.6,3.7,0.8,2.3,0.4,2.4,0.4,< 2,200,< 5,100,40,,< 5,,< 0.2,< 0.1,< 0.5,,,< 0.05,,39.0,0.97,1.44,1.23,,6.095238095238095,49.5,,,
2,900072,-77.3335880947,8.50851559759,Tonalite,Acandí Batholith,"Rodríguez et al., 2010",61.0,16.0,6.7,2.7,6.8,3.0,1.0,0.5,0.1,0.2,,< 20,0.6,99.0,392.0,< 1,13.0,0.3,16.0,2.5,1.6,20,< 1,270.0,0.1,1.2,0.4,165.0,< 0.5,97.0,16.0,8.8,18.0,2.4,10.0,2.5,0.8,2.6,0.4,2.6,0.5,1.6,0.3,1.8,0.3,< 2,40,< 5,60,< 20,,< 5,,< 0.2,< 0.1,< 0.5,,,< 0.05,,17.0,0.96,3.26,2.17,0.07407407407407407,16.875,49.5,,,
3,900087,-77.3475394928,8.57647188229,Quartzmonzogabbro,Acandí Batholith,"Rodríguez et al., 2010",48.0,20.0,9.6,4.1,11.0,2.4,1.0,0.7,0.2,0.2,,20,2.8,99.0,309.0,< 1,25.0,0.1,19.0,1.6,0.8,17,< 1,390.0,0,0.8,0.3,410.0,< 0.5,56.0,19.0,7.4,16.0,2.5,12.0,3.1,1.0,3.4,0.5,3.1,0.6,1.9,0.3,2.0,0.3,< 2,190,< 5,80,< 20,,< 5,,< 0.2,< 0.1,< 0.5,,,< 0.05,,33.0,0.95,2.47,1.47,0.04358974358974359,20.526315789473685,49.5,,,
4,900090,-77.3447692194,8.52316470751,Tonalite,Acandí Batholith,"Rodríguez et al., 2010",63.0,17.0,5.8,2.2,6.4,3.3,0.7,0.4,0.1,0.2,,< 20,1.7,101.0,404.0,< 1,9.0,0.3,16.0,2.1,1.3,16,< 1,382.0,0.1,1.3,0.4,124.0,< 0.5,79.0,15.0,8.9,17.0,2.4,9.9,2.3,0.7,2.3,0.4,2.4,0.5,1.5,0.2,1.7,0.3,< 2,10,< 5,60,< 20,,< 5,,< 0.2,< 0.1,< 0.5,,,< 0.05,,12.0,0.94,3.49,2.38,0.041884816753926704,25.466666666666665,49.5,,,
5,900093,-77.373138462,8.52862392416,Diorite,Acandí Batholith,"Rodríguez et al., 2010",45.0,21.0,11.0,5.3,13.0,2.0,0.4,0.6,0.0,0.1,,< 20,1.8,100.0,116.0,< 1,26.0,0.5,16.0,0.6,0.4,6,< 1,379.0,< 0.01,0.4,0.2,521.0,< 0.5,21.0,8.4,3,6.8,1.0,4.5,1.2,0.4,1.3,0.2,1.5,0.3,0.9,0.1,0.9,0.1,< 2,160,< 5,70,< 20,,< 5,,< 0.2,< 0.1,< 0.5,,,< 0.05,,41.0,0.98,2.22,1.54,0.0158311345646438,45.11904761904762,49.5,,,
6,900171,-77.3116239348,8.37833850686,Tonalite,Acandí Batholith,"Rodríguez et al., 2010",65.0,16.0,4.9,1.7,4.5,3.8,1.9,0.5,0.1,0.1,,< 20,1.1,100.0,595.0,< 1,8.0,0.2,15.0,3.6,1.8,26,< 1,301.0,0.1,1.7,0.6,110.0,0.6,119.0,25.0,12,23.0,3.5,15.0,3.9,1.0,4.2,0.7,4.3,0.9,2.7,0.4,3.0,0.5,< 2,20,< 5,60,< 20,,< 5,,0.6,< 0.1,< 0.5,,,0.2,,13.0,0.76,2.67,1.89,0.08637873754152824,12.04,49.5,,,
7,900178,-77.3095024841,8.44704720025,Diorite,Acandí Batholith,"Rodríguez et al., 2010",50.0,16.0,12.0,4.5,8.2,2.6,1.6,0.9,0.2,0.2,,< 20,3.3,100.0,510.0,< 1,27.0,0.2,16.0,2.2,1.3,24,< 1,385.0,< 0.01,0.8,0.5,460.0,< 0.5,72.0,23.0,9.4,19.0,3.1,15.0,4.0,1.2,4.1,0.7,4.0,0.8,2.4,0.4,2.4,0.4,< 2,260,< 5,100,< 20,,< 5,,0.7,< 0.1,< 0.5,,,0.1,,36.0,0.91,2.61,1.45,0.06233766233766234,16.73913043478261,49.5,,,
8,900184,-77.183241518,8.30301012405,Diorite,Acandí Batholith,"Rodríguez et al., 2010",62.0,16.0,5.0,2.5,3.7,4.6,1.5,0.3,0.1,0.1,,< 20,3.8,100.0,522.0,< 1,9.0,0.1,14.0,2.3,1.6,22,< 1,261.0,0,1.5,0.6,117.0,0.8,81.0,14.0,10,18.0,2.6,11.0,2.5,0.7,2.2,0.4,2.3,0.5,1.5,0.2,1.8,0.3,< 2,30,< 5,50,< 20,,< 5,,0.6,< 0.1,< 0.5,,,0.1,,11.0,0.92,3.7,2.46,0.0842911877394636,18.642857142857142,49.5,,,
9,900184,-77.183241518,8.30301012405,Diorite,Acandí Batholith,"Rodríguez et al., 2010",62.0,16.0,4.9,2.5,3.7,4.5,1.5,0.3,0.1,0.1,,< 20,3.8,100.0,509.0,< 1,9.0,0.1,14.0,2.4,1.3,22,< 1,248.0,0,1.5,0.6,114.0,< 0.5,81.0,13.0,10,18.0,2.6,11.0,2.3,0.7,2.1,0.4,2.2,0.5,1.4,0.2,1.7,0.3,< 2,20,< 5,50,< 20,,< 5,,0.4,< 0.1,< 0.5,,,0.1,,11.0,0.98,3.92,2.67,0.08870967741935484,19.076923076923077,49.5,,,
10,900186,-77.3536794007,8.49715509527,Diorite,Acandí Batholith,"Rodríguez et al., 2010",52.0,17.0,10.0,4.5,9.7,2.9,0.8,0.7,0.3,0.2,,< 20,0.5,99.0,336.0,< 1,26.0,0.4,17.0,1.8,0.9,13,< 1,426.0,< 0.01,0.7,0.4,329.0,< 0.5,55.0,23.0,8.3,18.0,2.9,14.0,3.8,1.2,4.1,0.7,4.1,0.8,2.5,0.4,2.5,0.4,< 2,220,< 5,90,< 20,,< 5,,0.5,< 0.1,< 0.5,,,0.1,,34.0,0.93,2.21,1.34,0.03051643192488263,18.52173913043478,49.5,,,
11,900192,-77.1915641857,8.36490773686,Diorite,Acandí Batholith,"Rodríguez et al., 2010",54.0,18.0,7.9,3.6,8.7,3.8,1.4,0.6,0.2,0.2,,< 20,0.8,99.0,680.0,< 1,16.0,0.3,17.0,2.0,0.9,18,< 1,532.0,0,1.8,0.4,288.0,0.6,72.0,16.0,9.7,18.0,2.7,12.0,3.0,0.9,2.9,0.5,2.8,0.6,1.7,0.3,1.8,0.3,< 2,50,< 5,70,< 20,,< 5,,0.6,< 0.1,< 0.5,,,0.1,,25.0,0.94,3.59,1.99,0.03383458646616541,33.25,49.5,,,
12,900194,-77.1942655995,8.38271919017,Diorite,Acandí Batholith,"Rodríguez et al., 2010",54.0,19.0,7.0,2.9,7.0,4.0,1.5,0.5,0.3,0.2,,< 20,3.9,100.0,726.0,< 1,11.0,0.4,18.0,2.2,1.2,29,< 1,650.0,0,1.5,0.7,183.0,0.5,67.0,18.0,12,21.0,3.2,15.0,3.5,1.1,3.3,0.5,3.2,0.7,1.9,0.3,2.1,0.4,< 2,20,< 5,90,< 20,,< 5,,0.6,< 0.1,< 0.5,,,0.2,,10.0,0.99,3.81,2.11,0.04461538461538461,36.111111111111114,49.5,,,
13,900304,-77.1297562156,8.0556534771,Gabbro,Acandí Batholith,"Rodríguez et al., 2010",49.0,20.0,9.9,4.8,11.0,2.2,0.5,0.8,0.3,0.2,,< 20,1.3,101.0,166.0,< 1,23.0,< 0.1,18.0,0.7,0.5,9,< 1,390.0,< 0.01,0.4,0,347.0,< 0.5,25.0,13.0,3.3,7.7,1.2,6.2,2.0,0.8,2.3,0.4,2.4,0.5,1.4,0.2,1.4,0.2,< 2,90,< 5,60,20,,< 5,,0.3,< 0.1,< 0.5,,,< 0.05,,43.0,1.15,1.57,1.01,0.023076923076923078,30.0,49.5,,,
14,900307,,,Microgabbro,Acandí Batholith,"Rodríguez et al., 2010",50.0,19.0,9.7,4.9,10.0,3.0,0.9,0.8,0.2,0.2,,20,1.9,101.0,329.0,< 1,26.0,1.1,18.0,2.0,1.4,18,< 1,361.0,0,1.2,0.4,337.0,< 0.5,66.0,23.0,7.4,17.0,2.6,12.0,3.4,1.0,3.6,0.6,3.7,0.8,2.4,0.4,2.4,0.4,3,190,6,100,30,,< 5,,0.2,< 0.1,< 0.5,,,< 0.05,,35.0,0.88,2.06,1.34,0.04986149584487535,15.695652173913043,49.5,,,
15,900311,-77.1077193631,8.03985003205,MonzoGabbro,Acandí Batholith,"Rodríguez et al., 2010",48.0,21.0,10.0,5.0,13.0,1.6,0.4,0.7,0.0,0.2,,30,1.0,101.0,137.0,< 1,26.0,< 0.1,17.0,0.6,0.3,6,< 1,393.0,< 0.01,0.3,< 0.01,458.0,< 0.5,23.0,7.8,2.1,4.8,0.8,3.7,1.1,0.5,1.2,0.2,1.4,0.3,0.8,0.1,0.9,0.1,< 2,170,< 5,70,70,,< 5,,0.2,< 0.1,< 0.5,,,< 0.05,,33.0,1.34,1.56,1.17,0.015267175572519083,50.38461538461539,49.5,,,
16,900325,-77.1328008774,8.10347556924,Tonalite,Acandí Batholith,"Rodríguez et al., 2010",60.0,16.0,9.2,3.1,6.7,2.9,0.4,0.8,0.2,0.1,,< 20,1.4,100.0,123.0,< 1,17.0,0.2,15.0,0.1,0.7,5,< 1,206.0,< 0.01,< 0.05,0,217.0,< 0.5,4.0,8.2,0.9,2.5,0.4,2.4,0.9,0.5,1.3,0.2,1.5,0.3,0.9,0.1,0.8,0.1,31,60,< 5,60,40,,< 5,,< 0.2,< 0.1,< 0.5,,,< 0.05,,32.0,1.42,0.75,0.62,0.024271844660194174,25.121951219512198,49.5,,,
17,900328,-77.1638201341,8.04723947669,Monzogranite,Acandí Batholith,"Rodríguez et al., 2010",72.0,14.0,3.8,0.7,2.3,5.6,0.2,0.5,0.1,0.1,,< 20,1.1,100.0,107.0,< 1,3.0,< 0.1,16.0,4.9,4,1,2,135.0,0.1,1.5,0.5,23.0,< 0.5,197.0,44.0,9.1,23.0,3.5,16.0,5.0,1.6,6.0,1.1,7.0,1.5,4.5,0.7,4.9,0.8,> 100,20,< 5,< 30,80,,< 5,,< 0.2,< 0.1,0.6,,,< 0.05,,12.0,0.9,1.24,1.12,0.007407407407407408,3.0681818181818183,49.5,,,
18,900328,-77.1638201341,8.04723947669,Monzogranite,Acandí Batholith,"Rodríguez et al., 2010",72.0,14.0,3.7,0.7,2.2,5.7,0.2,0.6,0.1,0.1,,< 20,1.0,101.0,111.0,< 1,3.0,< 0.1,16.0,5.0,4,1,2,138.0,0.2,1.5,0.5,21.0,0.5,200.0,44.0,8.9,22.0,3.4,16.0,5.0,1.6,5.9,1.1,6.9,1.5,4.6,0.7,5.0,0.8,85,20,< 5,< 30,70,,< 5,,< 0.2,< 0.1,0.6,,,< 0.05,,12.0,0.91,1.19,1.09,0.007246376811594203,3.1363636363636362,49.5,,,
19,900369,-77.1736790795,8.28639359376,Tonalite,Acandí Batholith,"Rodríguez et al., 2010",62.0,16.0,6.3,3.0,6.3,3.0,0.8,0.5,0.1,0.1,,< 20,1.2,100.0,316.0,< 1,12.0,< 0.1,15.0,1.7,1.1,11,< 1,275.0,0,0.8,0.3,194.0,< 0.5,60.0,16.0,4.9,11.0,1.6,7.1,2.0,0.6,2.3,0.4,2.4,0.5,1.6,0.2,1.8,0.3,5,150,< 5,40,60,,< 5,,< 0.2,< 0.1,< 0.5,,,< 0.05,,22.0,0.86,1.81,1.51,0.04,17.1875,49.5,,,
20,900448,-77.0994423929,8.20274836403,Tonalite,Acandí Batholith,"Rodríguez et al., 2010",60.0,17.0,6.9,3.3,7.3,2.9,0.8,0.5,0.1,0.2,,< 20,1.3,100.0,334.0,< 1,12.0,0.3,16.0,1.6,0.9,12,< 1,340.0,0,0.8,0.3,160.0,0.5,50.0,18.0,5.5,13.0,1.9,8.9,2.5,0.8,2.7,0.5,2.9,0.6,1.9,0.3,2.1,0.4,4,40,< 5,60,40,,< 5,,0.3,< 0.1,< 0.5,,,< 0.05,,15.0,0.95,1.75,1.35,0.03529411764705882,18.88888888888889,49.5,,,
21,900448,-77.0994423929,8.20274836403,Tonalite,Acandí Batholith,"Rodríguez et al., 2010",58.0,17.0,7.2,3.4,7.2,2.9,0.8,0.5,0.1,0.2,,< 20,1.3,99.0,330.0,< 1,12.0,0.2,16.0,1.5,0.3,13,< 1,335.0,0,0.8,0.3,173.0,< 0.5,44.0,18.0,5.6,12.0,2.0,9.4,2.6,0.8,2.8,0.5,3.2,0.7,2.0,0.3,2.3,0.4,6,30,< 5,40,60,,< 5,,< 0.2,< 0.1,< 0.5,,,0.1,,17.0,0.91,1.62,1.32,0.03880597014925373,18.61111111111111,49.5,,,
22,GA-0002,-77.3371,8.5094,Gabbro-Diorite,Acandí Batholith,This study,76.26,12.73,0.94,0.1,0.67,3.55,5.0,0.05,0.02,0.02,0.051,2347,0.3,99.97,307.0,,2.2,0.2,8.1,3.6,2.1,72,,29.3,0.17500000000000002,9.4,2.6,,,73.3,45.0,8,16.8,2.1,7.6,2.22,0.2,3.49,0.79,5.72,1.53,4.97,0.86,6.02,1.01,0.8,11.2,3.1,,,,1,,,,,,,,,3.0,0.22,0.89,2.22,2.4573378839590445,0.6511111111111111,49.5,,,
23,GA-001A,-77.3371,8.5094,Gabbro-Diorite,Acandí Batholith,This study,62.56,17.1,5.75,2.33,6.25,3.07,0.74,0.38,0.13,0.14,0.033,1396,1.2,99.86,351.0,,8.9,0.2,15.6,2.3,1,15.6,,335.7,0.08333333333333333,1.4,0.5,142.0,,75.1,13.6,9.3,18.1,2.54,10.0,2.22,0.75,2.27,0.38,2.18,0.47,1.48,0.22,1.54,0.27,0.6,17.2,2.7,,,,2.7,,,,,,,,,13.0,1.03,4.03,2.58,0.04647006255585344,24.683823529411764,49.5,,,
24,GA-004,-77.3371,8.5094,Gabbro-Diorite,Acandí Batholith,This study,57.12,15.45,8.12,3.16,6.06,3.63,1.62,0.67,0.28,0.17,0.012,435,3.4,99.8,626.0,,17.3,0.2,14.0,3.4,1.6,23.5,,379.9,0.13333333333333333,1.4,0.4,194.0,,107.1,28.9,13.7,31.1,4.75,22.4,4.99,1.31,5.13,0.82,4.63,1.03,2.94,0.47,2.96,0.47,0.6,87,1.2,,,,0.8,,,,,,,,,26.0,0.8,3.09,1.69,0.06185838378520664,13.145328719723183,49.5,,,
25,GA-005,-77.3371,8.5094,Gabbro-Diorite,Acandí Batholith,This study,54.48,16.49,9.76,3.96,8.48,2.88,0.96,0.74,0.2,0.19,0.021,774,1.5,99.77,346.0,,27.1,0.2,17.7,2.1,1,12.8,,421.7,0.08333333333333333,1.1,0.3,292.0,,71.0,26.8,7.6,18.8,3.18,16.7,4.41,1.21,4.98,0.82,4.92,1.05,3.2,0.49,3.12,0.47,1.1,174.4,3.5,,,,1.9,,,,,,,,,32.0,0.79,1.62,1.06,0.03035333175243064,15.735074626865671,49.5,,,
26,GA-006,-77.3371,8.5094,Gabbro-Diorite,Acandí Batholith,This study,53.33,17.35,10.17,3.76,8.87,3.05,0.78,0.73,0.23,0.19,0.019,735,1.2,99.76,256.0,,26.1,0.3,18.6,2.8,0.7,11.2,,423.3,0.05833333333333333,1,0.3,358.0,,105.3,21.9,8.1,19.4,3.02,14.1,3.67,1.01,3.93,0.65,3.82,0.83,2.5,0.42,2.72,0.42,0.8,335.6,1.3,,,,1.1,,,,,,,,,28.0,0.82,1.99,1.36,0.026458776281596975,19.328767123287673,49.5,,,
27,GA-08A,-77.3371,8.5094,Gabbro-Diorite,Acandí Batholith,This study,61.02,15.17,4.77,1.98,5.7,2.41,1.56,0.33,0.14,0.12,0.005,203,6.7,99.88,408.0,,10.1,0.5,12.2,2.4,1.2,32.5,,105.7,0.09999999999999999,1.7,0.6,123.0,,82.1,12.9,11.5,22.9,3.11,12.7,2.52,0.76,2.31,0.38,1.98,0.43,1.33,0.21,1.44,0.24,0.2,12,2.9,,,,0.7,,,,,,,,,12.0,0.97,5.32,2.81,0.3074739829706717,8.193798449612403,49.5,,,
28,VM-001,-77.3221,8.4993,Gabbro-Diorite,Acandí Batholith,This study,48.13,18.17,12.42,5.39,11.43,2.6,0.28,0.78,0.02,0.22,0.016,615,0.2,99.73,183.0,,33.7,0.1,18.2,0.7,0.4,2.2,,437.1,0.03333333333333333,0.2,0.1,509.0,,19.7,13.6,3.6,7.9,1.28,6.9,1.86,0.89,2.23,0.39,2.32,0.49,1.44,0.24,1.47,0.24,0.6,143.2,5.7,,,,1,,,,,,,,,41.0,1.34,1.63,1.19,0.00503317318691375,32.13970588235294,49.5,,,
29,VM-002,-77.3221,8.4993,Gabbro-Diorite,Acandí Batholith,This study,49.15,18.23,10.75,5.26,9.27,2.81,0.62,0.61,0.15,0.21,0.015,503,2.7,99.79,278.0,,23.2,0.3,17.8,1.0,0.7,11.4,,376.1,0.05833333333333333,0.8,0.4,306.0,,49.2,18.4,7.4,16.7,2.59,12.5,3.02,0.95,3.13,0.52,2.98,0.68,1.94,0.3,1.9,0.3,0.9,68.9,3.2,,,,2.4,,,,,,,,,32.0,0.95,2.6,1.51,0.03031108747673491,20.44021739130435,49.5,,,
30,VM-003,-77.3402,8.4847,Gabbro-Diorite,Acandí Batholith,This study,59.79,16.8,6.99,3.06,6.54,3.15,0.91,0.47,0.15,0.14,0.017,716,1.7,99.8,530.0,,17.5,0.3,15.5,2.3,0.9,17.7,,357.1,0.075,1.4,0.5,180.0,,81.0,15.8,7.9,16.6,2.44,11.5,2.58,0.87,2.6,0.44,2.56,0.55,1.66,0.26,1.8,0.28,0.6,113.4,0.8,,,,,,,,,,,,,22.0,1.03,2.93,1.88,0.049565947913749644,22.60126582278481,49.5,,,
31,VM-003-ENC,-77.3402,8.4847,Gabbro-Diorite,Acandí Batholith,This study,50.92,18.42,9.9,4.56,8.8,3.47,0.6,0.61,0.15,0.21,0.015,613,2.0,99.76,418.0,,23.8,0.1,18.1,1.2,0.8,9.9,,512.7,0.06666666666666667,0.3,0.2,305.0,,43.5,14.4,6.4,13.7,2.13,10.4,2.39,0.92,2.64,0.42,2.65,0.58,1.64,0.25,1.6,0.26,0.3,107.9,0.9,,,,1.1,,,,,,,,,39.0,1.13,2.67,1.65,0.01930953774136922,35.60416666666667,49.5,,,
32,VM-004,-77.3402,8.4847,Gabbro-Diorite,Acandí Batholith,This study,60.5,16.53,6.77,2.83,6.27,3.1,0.92,0.46,0.14,0.13,0.023,993,2.0,99.85,486.0,,13.6,0.3,16.4,2.2,0.9,16.8,,354.6,0.075,1.8,0.6,160.0,,75.3,13.8,7.5,16.6,2.32,10.5,2.35,0.8,2.66,0.4,2.37,0.51,1.56,0.25,1.7,0.27,0.7,40.3,1,,,,1.3,,,,,,,,,18.0,0.98,2.94,1.96,0.047377326565143825,25.695652173913043,49.5,,,
33,VM-005,-77.3402,8.4847,Gabbro-Diorite,Acandí Batholith,This study,54.64,16.56,9.65,3.91,8.47,2.94,0.97,0.72,0.2,0.18,0.017,693,1.4,99.79,336.0,,24.2,0.1,17.3,2.3,0.9,12.6,,399.6,0.075,1.1,0.4,279.0,,65.3,24.8,7.4,17.9,3.05,16.0,4.04,1.16,4.51,0.74,4.53,0.98,2.86,0.44,2.91,0.44,0.9,145.9,2.1,,,,1.2,,,,,,,,,32.0,0.84,1.7,1.13,0.03153153153153153,16.112903225806452,49.5,,,
34,VM-006,-77.3402,8.4847,Gabbro-Diorite,Acandí Batholith,This study,57.38,16.12,7.85,2.97,6.4,3.59,1.35,0.62,0.18,0.17,0.02,828,3.0,99.79,476.0,,18.2,0.6,16.9,3.1,1.3,25.9,,365.9,0.10833333333333334,1.5,0.5,249.0,,92.0,25.7,10.4,23.1,3.63,17.5,4.19,1.16,4.45,0.73,4.15,0.91,2.72,0.42,2.7,0.45,1.2,128.4,5.5,,,,1.5,,,,,,,,,27.0,0.83,2.57,1.53,0.07078436731347362,14.237354085603112,49.5,,,
35,PAN-05-004,-80.634208332,7.658961616,Andesite,Azuero,"Wegner et al., 2011",57.0,14.6,8.68,5.16,7.32,2.91,1.95,0.25,0.078,0.16,,13,,98.11,884.0,,26.0,0.17,,0.99,1.25,23,,321.0,0.14,0.7,0.34,236.0,,21.0,12.0,4.12,9.2,1.45,6.53,1.55,0.38,1.66,0.26,1.82,0.41,1.28,0.2,1.39,0.22,,,,,,,,,,,,,,,,,0.73,1.98,1.64,0.07165109034267912,26.75,57.5,,,
36,PAN-05-005,-80.634208332,7.658961616,Diorite,Azuero,"Wegner et al., 2011",57.9,15.9,9.38,4.42,8.22,2.31,0.37,0.29,0.069,0.16,,12,,99.02,222.0,,26.0,0.11,,0.67,0.8,5.02,,297.0,0.09,0.47,0.2,252.0,,14.0,11.0,2.9,6.11,0.98,4.7,1.31,0.4,1.48,0.26,1.77,0.41,1.29,0.2,1.42,0.23,,,,,,,,,,,,,,,,,0.88,1.36,1.36,0.0169023569023569,27.0,57.5,,,
37,PAN-05-006,-80.634208332,7.658961616,Diorite,Azuero,"Wegner et al., 2011",59.5,15.7,8.47,4.14,7.31,2.38,1.08,0.26,0.088,0.14,,10,,99.07,332.0,,23.0,0.56,,0.6,0.93,20.01,,326.0,0.1,0.55,0.23,225.0,,10.0,10.0,3.47,7.04,1.13,5.26,1.35,0.41,1.45,0.23,1.6,0.35,1.09,0.17,1.16,0.19,,,,,,,,,,,,,,,,,0.9,1.99,1.58,0.06138036809815951,32.6,57.5,,,
38,PAN-05-007,-80.634208332,7.658961616,Andesite,Azuero,"Wegner et al., 2011",60.4,12.8,6.87,7.15,6.32,2.74,0.23,0.24,0.099,0.12,,90,,96.96,411.0,,27.0,0.05,,1.73,1.15,2.14,,371.0,0.08,1.2,4.01,159.0,,41.0,8.0,6.72,14.41,2.13,9.4,2.08,0.57,1.77,0.23,1.35,0.28,0.78,0.12,0.85,0.14,,,,,,,,,,,,,,,,,0.91,5.27,1.99,0.005768194070080863,46.375,57.5,,,
39,PAN-05-008,-80.575048061,7.519226919,Dacite,Azuero,"Wegner et al., 2011",59.4,13.1,7.49,6.45,4.1,3.38,0.46,0.18,0.081,0.22,,31,,94.86,295.0,,23.0,0.07,,1.37,1.14,4.39,,359.0,0.09,0.95,0.39,174.0,,33.0,9.0,7.04,14.02,2.15,9.67,2.14,0.61,1.95,0.25,1.42,0.28,0.77,0.12,0.78,0.13,,,,,,,,,,,,,,,,,0.92,6.02,2.02,0.01222841225626741,39.888888888888886,57.5,,,
40,PAN-05-017,-80.631434465,7.541294833,Dacite,Azuero,"Wegner et al., 2011",66.8,13.6,5.56,4.22,2.83,4.04,1.65,0.19,0.078,0.09,,9,,99.06,391.0,,15.0,0.08,,1.92,1.4,19.68,,257.0,0.11,1.38,0.57,135.0,,48.0,6.0,8.26,16.8,2.34,9.74,1.95,0.55,1.57,0.2,1.14,0.22,0.6,0.1,0.7,0.12,,,,,,,,,,,,,,,,,0.97,7.87,2.61,0.07657587548638133,42.833333333333336,57.5,,,
41,PAN-05-030,-80.96719825,7.619350697,Dacite,Azuero,"Wegner et al., 2011",70.9,13.4,2.92,1.02,2.78,3.81,1.25,0.19,0.072,0.07,,2,,96.42,241.0,,5.0,0.27,,1.82,1.76,10.59,,83.0,0.11,1.04,0.39,38.0,,44.0,10.0,7.14,12.87,2.07,9.19,1.82,0.49,1.69,0.24,1.57,0.33,1.03,0.16,1.14,0.19,,,,,,,,,,,,,,,,,0.86,4.18,2.41,0.12759036144578312,8.3,57.5,,,
42,DB05-027,-80.63823,7.77639,Basaltic Trachyandesite,Azuero Marginal Complex (Azuero Arc),"Buchs et al., 2010",53.32,17.69,9.87,5.09,4.17,5.93,0.89,0.47,0.09,0.19,,8,2.02,99.73,384.0,,,0.42,,0.87,0.92,17.48,,389.0,,0.48,0.19,433.0,,31.0,12.32,3.57,8.07,1.19,5.87,1.64,0.57,1.92,0.33,2.04,0.44,1.38,0.22,1.45,0.22,,,1.2,,34,,,,,,,,,,,38.0,0.99,1.64,1.34,0.04493573264781491,31.574675324675322,53.5,,,
43,DB05-028,-80.60612,7.72914,Andesite,Azuero Marginal Complex (Azuero Arc),"Buchs et al., 2010",57.07,17.21,9.03,3.41,7.46,3.54,1.07,0.78,0.17,0.2,,6,0.51,100.46,545.0,,,0.15,,2.69,2.84,20.66,,321.0,,2.25,0.67,261.0,,106.0,28.36,14.04,29.11,3.98,17.2,4.52,1.33,4.16,0.65,4.81,1.04,3.09,0.49,3.26,0.48,,,2.34,,14,,,,,,,,,,,29.0,0.94,2.87,1.91,0.06436137071651091,11.318758815232723,53.5,,,
44,DB05-048,-80.00003,7.47245,Basaltic Andesite,Azuero Marginal Complex (Azuero Arc),"Buchs et al., 2010",54.59,15.7,10.86,3.4,7.76,3.62,1.16,1.41,0.27,0.17,,9,0.28,99.22,278.0,,,0.33,,3.23,4.38,18.54,,336.0,,1.86,0.61,286.0,,152.0,30.7,13.66,31.21,4.3,19.44,4.75,1.65,5.2,0.87,5.32,1.15,3.31,0.5,3.21,0.48,,,2.75,,18,,,,,,,,,,,31.0,1.02,2.84,1.77,0.055178571428571424,10.944625407166123,53.5,,,
45,DB05-050,-80.00138,7.47265,Gabbro (Basaltic Andesite),Azuero Marginal Complex (Azuero Arc),"Buchs et al., 2010",52.75,15.95,8.46,6.18,10.51,2.76,0.8,0.61,0.07,0.18,,24,0.61,98.88,209.0,,,0.36,,1.53,1.68,16.75,,288.0,,1.22,0.4,256.0,,67.0,14.46,5.84,12.29,1.76,7.4,1.98,0.65,1.98,0.34,2.33,0.55,1.55,0.24,1.52,0.23,,,1.51,,116,,,,,,,,,,,47.0,1.01,2.56,1.81,0.058159722222222224,19.91701244813278,53.5,,,
