,sample,longitude,latitude,lithology,unit,authors,sio2,al2o3,fe2o3,mgo,cao,na2o,k2o,tio2,p2o5,mno,cr2o3,ni_ppm,loi,sum,ba_ppm,be_ppm,co_ppm,cs_ppm,ga_ppm,hf_ppm,nb_ppm,rb_ppm,sn_ppm,sr_ppm,ta_ppm,th_ppm,u_ppm,v_ppm,w_ppm,zr_ppm,y_ppm,la_ppm,ce_ppm,pr_ppm,nd_ppm,sm_ppm,eu_ppm,gd_ppm,tb_ppm,dy_ppm,ho_ppm,er_ppm,tm_ppm,yb_ppm,lu_ppm,mo_ppm,cu_ppm,pb_ppm,zn_ppm,cr_ppm,nio,as_ppm,cd_ppm,sb_ppm,bi_ppm,ag_ppm,au_ppm,hg_ppm,tl_ppm,se_ppm,sc_ppm,eu/eu*,lan/ybn,lan/smn,rb/sr,sr/y,age_ma,feot,total,ti_ppm
296,PAN-06-205,-76.4762002965,5.86241158525,Dacite,Sona,"Wegner et al., 2011",64.4,14.65,5.71,2.28,6.71,2.91,0.78,0.53,0.117,0.12,,10,,98.16,351.0,,13.0,1.38,,1.68,1.16,13.64,,270.0,0.07,0.49,0.2,212.0,,64.0,18.0,4.75,10.54,1.79,8.65,2.41,0.77,2.8,0.47,3.03,0.66,2.01,0.29,1.95,0.3,,,,,,,,,,,,,,,,,0.91,1.62,1.21,0.05051851851851852,15.0,55.5,,,
297,CB1,-75.0023425,4.0122875,Tonalite - Granodiorite,Hatillo - Bosque,"Bustamante et al., 2017",68.5,16.5,,1.1,3.52,3.38,2.53,0.42,0.14,0.05,,,1.3,,1004.0,,,5.0,,3.9,7.6,86.6,,377.0,0.7,11.2,1.6,,,132.0,13.3,40.8,71.6,8.67,31.4,5.46,1.22,4.45,0.61,2.52,0.44,1.13,0.12,0.97,0.14,,,1.8,,,,,,,,,,,,,,28.04,4.6,18.77,0.22970822281167108,28.345864661654133,55.0,2.41,100.2,
298,CB2,-75.00234833333333,4.0121416666666665,Tonalite - Granodiorite,Hatillo - Bosque,"Bustamante et al., 2017",68.0,16.5,,0.987,2.98,3.32,2.2,0.437,0.141,0.047,,,1.98,,894.0,,,9.13,,3.67,6.5,92.77,,305.0,0.558,7.51,2.66,,,134.0,9.03,25.6,46.4,5.82,21.4,4.19,1.16,3.24,0.446,2.1,0.343,0.81,0.103,0.65,0.096,,,14.6,,,,,,,,,,,,,5.26,26.26,3.76,18.16,0.3041639344262295,33.776301218161684,55.0,2.49,97.0,
299,CH10,-74.01649694444444,5.0024822222222225,Tonalite - Granodiorite,Hatillo - Bosque,"Bustamante et al., 2017",65.8,16.6,,2.095,4.89,4.01,1.46,0.498,0.16,0.068,,,0.38,,683.0,,,1.77,,3.3,4.4,38.13,,551.0,0.424,4.56,1.45,,,120.0,11.5,22.6,43.22,5.2,19.4,3.66,1.08,2.96,0.432,2.38,0.446,1.14,0.17,1.05,0.169,,,7.26,,,,,,,,,,,,,9.94,14.35,3.8,10.47,0.06920145190562614,47.91304347826087,55.0,3.42,99.0,
300,CH12,-74.01652777777778,5.002784166666666,Tonalite - Granodiorite,Hatillo - Bosque,"Bustamante et al., 2017",65.8,16.9,,1.934,4.88,4.05,1.48,0.543,0.186,0.069,,,0.56,,683.0,,,1.81,,3.39,5.1,42.89,,600.0,0.404,5.2,2.75,,,127.0,14.4,22.0,43.25,5.43,21.0,4.19,1.22,3.59,0.518,2.86,0.543,1.41,0.2,1.25,0.2,,,9.32,,,,,,,,,,,,,9.93,11.73,3.23,8.8,0.07148333333333333,41.666666666666664,55.0,3.47,99.4,
301,CH14,-75.0000275,5.002805833333333,Tonalite - Granodiorite,Hatillo - Bosque,"Bustamante et al., 2017",65.9,16.8,,1.933,4.68,3.98,1.53,0.523,0.184,0.072,,,0.72,,813.0,,,2.57,,3.72,5.1,46.85,,567.0,0.533,5.24,2.65,,,134.0,14.8,20.2,40.25,5.11,20.3,4.29,1.27,3.53,0.544,3.11,0.601,1.54,0.224,1.39,0.209,,,9.63,,,,,,,,,,,,,9.42,9.69,2.9,7.36,0.0826278659611993,38.31081081081081,55.0,3.47,99.0,
302,CH15,-74.01649083333334,5.003098888888889,Tonalite - Granodiorite,Hatillo - Bosque,"Bustamante et al., 2017",65.9,16.7,,1.806,4.52,4.09,1.56,0.501,0.166,0.064,,,0.68,,766.0,,,1.84,,3.71,5.0,43.08,,558.0,0.494,7.17,2.26,,,132.0,13.4,24.3,47.25,5.72,22.0,4.09,1.19,3.25,0.489,2.71,0.515,1.37,0.205,1.27,0.195,,,8.13,,,,,,,,,,,,,9.24,12.76,3.65,9.46,0.07720430107526881,41.64179104477612,55.0,3.26,98.6,
303,CH19,-74.01665388888888,5.004558333333334,Tonalite - Granodiorite,Hatillo - Bosque,"Bustamante et al., 2017",67.2,16.8,,1.76,4.34,4.2,1.74,0.52,0.18,0.06,,,0.62,,833.0,,,2.3,,3.0,4.9,48.6,,648.0,0.3,5.4,2.5,,,130.0,11.7,25.3,50.4,5.7,21.7,4.12,1.07,3.31,0.4,2.27,0.4,1.0,0.13,0.86,0.14,,,25.2,,,,,,,,,,,,,,19.61,3.78,14.91,0.075,55.38461538461539,55.0,3.1,100.9,
304,CH2,-75.00003777777778,5.00329916666667,Tonalite - Granodiorite,Hatillo - Bosque,"Bustamante et al., 2017",66.4,16.6,,1.949,4.48,4.01,1.54,0.536,0.182,0.069,,,1.38,,711.0,,,2.1,,3.65,5.3,44.24,,571.0,0.508,6.12,1.98,,,135.0,16.6,27.6,52.07,6.52,25.0,4.86,1.38,4.0,0.597,3.38,0.64,1.61,0.227,1.44,0.22,,,8.93,,,,,,,,,,,,,9.5,12.78,3.49,9.2,0.07747810858143608,34.39759036144578,55.0,3.47,99.2,
305,CH20,-75.0001125,5.0046188888888885,Tonalite - Granodiorite,Hatillo - Bosque,"Bustamante et al., 2017",67.2,16.6,,2.01,4.46,4.28,1.6,0.49,0.15,0.06,,,0.66,,720.0,,,1.6,,3.2,4.1,47.0,,590.0,0.3,3.6,1.6,,,117.0,10.7,16.9,32.6,4.08,19.6,3.35,0.93,2.72,0.37,2.05,0.39,1.01,0.16,0.88,0.14,,,0.6,,,,,,,,,,,,,,12.8,3.1,9.42,0.07966101694915254,55.14018691588785,55.0,3.06,101.0,
306,CH21B,-75.00006361111112,5.004947222222222,Tonalite - Granodiorite,Hatillo - Bosque,"Bustamante et al., 2017",67.2,15.9,,1.94,3.99,4.23,1.72,0.44,0.14,0.06,,,1.05,,696.0,,,3.1,,2.8,5.8,43.4,,569.0,0.4,7.5,2.0,,,102.0,14.7,22.4,45.2,5.23,20.2,4.07,0.98,3.39,0.5,2.69,0.57,1.49,0.21,1.47,0.2,,,0.6,,,,,,,,,,,,,,10.16,3.39,7.82,0.07627416520210896,38.70748299319728,55.0,2.9,100.0,
307,CH5,-74.01656305555555,5.00366,Tonalite - Granodiorite,Hatillo - Bosque,"Bustamante et al., 2017",65.3,16.9,,2.21,4.98,4.05,1.52,0.57,0.19,0.07,,,0.61,,768.0,,,2.0,,3.4,4.2,38.0,,626.0,0.3,4.2,1.8,,,138.0,13.2,19.5,38.5,4.83,16.4,3.55,1.08,3.06,0.44,2.87,0.48,1.27,0.18,1.22,0.19,,,0.6,,,,,,,,,,,,,,10.66,3.38,8.03,0.06070287539936102,47.42424242424243,55.0,3.54,100.4,
308,CH6A,-74.01659333333333,5.003454722222222,Tonalite - Granodiorite,Hatillo - Bosque,"Bustamante et al., 2017",65.8,17.1,,2.011,4.72,4.17,1.39,0.541,0.171,0.07,,,0.77,,632.0,,,1.89,,3.44,4.8,38.46,,576.0,0.345,4.25,1.51,,,131.0,12.9,19.4,38.3,4.85,19.0,3.83,1.16,3.18,0.462,2.59,0.491,1.27,0.18,1.16,0.178,,,8.38,,,,,,,,,,,,,9.77,11.15,3.12,8.4,0.06677083333333333,44.651162790697676,55.0,3.5,99.5,
309,CH8,-74.01652083333333,5.002941666666667,Tonalite - Granodiorite,Hatillo - Bosque,"Bustamante et al., 2017",65.3,17.3,,2.091,4.87,4.18,1.77,0.58,0.181,0.077,,,0.53,,758.0,,,2.3,,3.71,7.0,49.15,,579.0,0.558,4.87,2.1,,,137.0,15.4,17.0,34.23,4.46,18.5,4.18,1.25,3.56,0.53,3.02,0.572,1.5,0.219,1.35,0.213,,,9.47,,,,,,,,,,,,,10.3,8.4,2.5,6.45,0.08488773747841105,37.5974025974026,55.0,3.66,100.0,
310,CH9,-74.0163963888889,5.002849444444444,Tonalite - Granodiorite,Hatillo - Bosque,"Bustamante et al., 2017",66.3,16.7,,2.023,4.6,3.88,1.67,0.536,0.175,0.071,,,0.65,,745.0,,,2.68,,3.13,5.2,59.84,,551.0,0.409,4.83,2.36,,,116.0,14.0,19.2,38.4,4.76,18.7,4.04,1.16,3.36,0.499,2.8,0.524,1.39,0.197,1.23,0.187,,,8.85,,,,,,,,,,,,,9.86,10.41,2.92,7.94,0.10860254083484575,39.357142857142854,55.0,3.53,99.5,
311,CM3-11p,-71.67033333333333,12.230277777777777,Quartzdiorite - Granodiorite,Parashi Stock,"Cardona et al., 2014",67.23,15.97,2.36,1.46,2.91,4.84,2.25,0.25,0.1,0.05,,1250.4,2.2,,1365.9,,5.8,1.3,19.4,3.0,5.2,55.7,,809.4,0.3,2.8,1.2,46.0,,86.6,11.0,11.0,23.2,2.63,10.5,2.1,0.61,1.85,0.3,1.69,0.31,0.97,0.18,1.04,,,16.8,2.4,,,,,,,,,,,0.0,,5.0,7.05,3.22,5.67,0.06881640721522116,73.58181818181818,48.0,,,1499.0
312,CM3-7p,-71.67033333333333,12.230277777777777,Quartzdiorite - Granodiorite,Parashi Stock,"Cardona et al., 2014",67.45,16.8,2.78,1.32,4.05,4.5,1.91,0.29,0.1,0.05,,1196.5,0.4,,1157.3,,4.9,0.9,19.9,3.1,5.9,48.4,,752.7,0.4,3.6,1.1,46.0,,109.1,12.4,17.6,36.3,4.08,16.6,3.1,0.85,2.18,0.36,2.23,0.4,1.13,0.18,1.09,,,9.0,0.5,,,,,,,,,,,0.1,,5.0,10.76,3.49,8.47,0.06430184668526637,60.70161290322581,48.0,,,1739.0
313,CM4-14,-71.68913888888889,12.229444444444445,Quartzdiorite - Granodiorite,Parashi Stock,"Cardona et al., 2014",55.06,16.01,8.11,5.34,7.79,3.6,0.93,0.83,0.17,0.19,,524.5,1.8,,538.4,,19.2,0.4,17.9,2.6,4.3,18.8,,443.3,0.2,4.6,1.4,241.0,,72.9,21.5,15.9,34.6,4.19,17.7,3.8,1.28,3.7,0.61,3.79,0.72,2.19,0.32,2.0,,,30.2,2.8,,,,,,,,,,,0.0,,27.0,5.3,2.57,4.4,0.042409203699526284,20.61860465116279,48.0,,,4976.0
314,CM4-16,-71.68997222222222,12.22861111111111,Quartzdiorite - Granodiorite,Parashi Stock,"Cardona et al., 2014",58.89,16.71,6.26,3.06,5.5,3.35,2.49,0.66,0.22,0.14,,508.9,2.5,,1046.1,,11.7,0.4,17.7,3.6,5.5,50.3,,525.1,0.4,5.2,1.4,139.0,,97.6,21.7,20.3,42.7,5.0,20.2,4.3,1.16,3.4,0.63,3.86,0.7,2.07,0.34,2.05,,,11.7,2.4,,,,,,,,,,,0.0,,15.0,6.6,2.9,5.3,0.09579127785183773,24.19815668202765,48.0,,,3957.0
315,CM5-19,-71.68997222222222,12.22861111111111,Quartzdiorite - Granodiorite,Parashi Stock,"Cardona et al., 2014",62.46,17.21,5.15,1.95,5.48,3.84,1.96,0.57,0.24,0.12,,1069.0,0.7,,1173.3,,7.8,1.2,18.9,4.3,7.6,49.1,,624.9,0.5,5.2,1.7,87.0,,132.3,21.5,26.6,54.1,6.07,23.0,4.2,1.28,3.65,0.59,3.52,0.68,2.11,0.34,2.24,,,5.4,0.8,,,,,,,,,,,0.2,,9.0,7.92,3.9,6.14,0.07857257161145784,29.065116279069766,48.0,,,3417.0
316,CM5-21,-71.68997222222222,12.22861111111111,Quartzdiorite - Granodiorite,Parashi Stock,"Cardona et al., 2014",62.13,17.36,5.19,2.09,5.71,3.76,1.85,0.59,0.23,0.12,,10.4,0.8,,1128.3,,103.2,1.1,19.6,4.0,14.0,49.4,,634.2,0.81,4.4,1.6,86.0,,132.1,22.2,22.0,47.4,5.49,23.2,4.5,1.23,3.75,0.66,3.85,0.71,2.15,0.33,2.01,,,1.4,1.0,,,,,,,,,,,0.1,,11.0,7.3,3.01,6.0,0.07789340901923683,28.567567567567572,48.0,,,3537.0
317,CM5-22g,-71.68997222222222,12.22861111111111,Quartzdiorite - Granodiorite,Parashi Stock,"Cardona et al., 2014",64.11,16.84,4.72,1.74,5.11,3.81,2.03,0.51,0.2,0.1,,1035.8,0.5,,1179.7,,6.8,1.3,18.6,3.7,5.5,47.7,,579.3,0.5,4.8,1.5,77.0,,116.9,15.5,21.2,41.6,4.61,18.8,3.4,0.96,2.72,0.47,2.57,0.52,1.59,0.23,1.78,,,5.5,0.9,,,,,,,,,,,0.2,,8.0,7.94,3.84,5.94,0.0823407560849301,37.37419354838709,48.0,,,3057.0
318,CM5-22x,-71.68913888888889,12.229444444444445,Quartzdiorite - Granodiorite,Parashi Stock,"Cardona et al., 2014",54.73,17.66,8.27,3.73,7.5,4.21,1.57,0.85,0.25,0.23,,1090.3,0.7,,820.4,,11.2,0.7,19.2,3.9,9.8,25.8,,490.0,0.7,5.6,3.0,141.0,,114.0,37.7,27.6,64.8,7.85,33.7,6.8,2.02,6.19,1.04,6.14,1.23,3.77,0.57,3.82,,,11.2,1.1,,,,,,,,,,,0.1,,22.0,4.82,2.5,4.31,0.052653061224489796,12.9973474801061,48.0,,,5096.0
319,BSM 12E,-73.9662291113,11.3308260788,Tonalite - Granodiorite,Santa Marta,"Cardona et al., 2011",59.98,17.91,5.13,2.98,6.65,4.08,1.39,0.6,0.24,0.1,0.008,6.4,0.6,,1077.1,,,,19.9,4.3,4.4,43.0,,893.9,0.2,2.3,1.1,122.0,,153.9,15.7,14.5,31.7,4.32,16.6,3.48,1.09,3.03,0.51,2.59,0.48,1.51,0.25,1.45,0.23,,15.3,0.6,,,,,,,,,,,,,13.0,1.03,6.67,2.56,0.04810381474437857,56.93630573248408,53.5,,99.68,
320,BSM 15,-74.0940485631,11.2674550674,Tonalite - Granodiorite,Santa Marta,"Cardona et al., 2011",59.57,17.8,6.46,2.89,7.2,3.8,0.72,0.63,0.21,0.13,0.003,1.3,0.5,,452.8,,,,19.5,2.7,4.2,16.9,,640.7,0.2,2.8,0.5,148.0,,95.7,22.1,17.4,41.1,5.29,22.1,4.63,1.38,3.92,0.69,4.13,0.76,2.21,0.35,2.0,0.3,,4.5,0.5,,,,,,,,,,,,,17.0,1.0,5.8,2.31,0.02637739971905728,28.990950226244344,53.5,,99.92,
321,BSM 27A,-73.8903884501,11.2901181327,Tonalite - Granodiorite,Santa Marta,"Cardona et al., 2011",50.05,20.05,8.24,4.71,9.69,4.41,0.39,0.76,0.33,0.15,0.016,9.2,0.9,,448.1,,,,24.1,3.9,3.4,1.9,,1145.5,0.2,0.4,0.2,219.0,,147.6,22.1,19.0,42.0,6.14,27.5,5.19,1.57,4.49,0.72,3.67,0.73,2.07,0.32,1.87,0.3,,41.6,0.2,,,,,,,,,,,,,17.0,1.0,6.77,2.25,0.0016586643387167174,51.83257918552036,53.5,,99.71,
322,BSM 29,-73.9530228832,11.27893112,Tonalite - Granodiorite,Santa Marta,"Cardona et al., 2011",49.22,20.74,8.74,4.41,9.84,4.28,0.3,0.84,0.3,0.15,0.009,6.9,0.9,,285.0,,,,22.2,4.0,3.6,1.5,,1056.6,0.1,0.4,0.1,198.0,,158.0,25.4,17.4,39.9,5.87,26.0,5.53,1.6,4.9,0.83,4.03,0.87,2.53,0.41,2.4,0.36,,24.6,0.3,,,,,,,,,,,,,21.0,0.94,4.83,1.94,0.0014196479273140261,41.59842519685039,53.5,,99.73,
323,BSM 30,-73.9861301995,11.2841948163,Tonalite - Granodiorite,Santa Marta,"Cardona et al., 2011",43.19,15.05,11.57,12.77,1.26,2.44,0.52,1.36,0.04,0.11,0.014,17.7,1.5,,198.9,,,,15.2,0.9,0.5,2.3,,274.0,,0.3,,475.0,,21.3,17.3,1.8,6.1,1.07,6.0,2.5,0.79,2.96,0.56,3.02,0.6,1.7,0.25,1.35,0.21,,1.5,0.3,,,,,,,,,,,,,117.0,0.89,0.89,0.44,0.008394160583941605,15.83815028901734,53.5,,99.85,
324,BSM-01B,-74.0225558889,11.2803881868,Tonalite - Granodiorite,Santa Marta,"Cardona et al., 2011",62.99,16.6,5.07,2.21,5.82,3.62,1.68,0.55,0.2,0.11,0.002,2.7,0.9,,800.0,,,,18.7,3.1,5.9,53.3,,540.8,0.4,10.4,0.8,108.0,,113.5,18.2,33.4,64.5,7.17,23.7,4.2,1.02,3.1,0.57,2.8,0.56,1.85,0.27,1.78,0.25,,7.2,0.9,,,,,,,,,,,,,12.0,0.87,12.51,4.89,0.0985576923076923,29.71428571428571,53.5,,99.75,
325,BSM-21A,-74.0622687975,11.2709000228,Tonalite - Granodiorite,Santa Marta,"Cardona et al., 2011",61.38,17.21,5.66,2.41,6.02,3.44,1.81,0.59,0.22,0.11,0.003,2.9,0.9,,710.9,,,,19.1,3.8,5.2,61.1,,521.6,0.4,2.8,1.5,118.0,,143.8,19.8,9.6,23.0,3.35,13.7,3.45,1.01,3.07,0.58,3.36,0.66,1.94,0.34,1.93,0.32,,6.7,1.2,,,,,,,,,,,,,13.0,0.95,3.32,1.71,0.11713957055214724,26.343434343434343,53.5,,99.76,
326,BSM-22,-74.074582327,10.7950669796,Tonalite - Granodiorite,Santa Marta,"Cardona et al., 2011",64.29,17.07,3.98,1.57,5.29,3.81,1.5,0.46,0.18,0.09,0.003,3.1,1.5,,727.6,,,,18.3,4.1,6.3,46.6,,557.8,0.4,6.7,1.7,71.0,,160.1,14.4,25.6,49.1,5.6,21.0,3.5,0.98,2.77,0.5,2.39,0.48,1.41,0.23,1.31,0.22,,4.4,1.1,,,,,,,,,,,,,8.0,0.97,13.03,4.5,0.08354248834707781,38.73611111111111,53.5,,99.75,
327,BSM-23,-74.0684010525,10.8022631222,Tonalite - Granodiorite,Santa Marta,"Cardona et al., 2011",66.84,16.33,3.24,1.31,4.34,3.68,2.36,0.38,0.14,0.08,0.001,2.3,1.0,,1185.1,,,,17.0,3.2,6.0,59.2,,509.3,0.4,8.7,1.3,56.0,,123.9,10.6,25.1,48.4,5.53,18.5,2.9,0.84,1.81,0.34,1.66,0.33,1.0,0.15,1.1,0.18,,3.6,1.6,,,,,,,,,,,,,6.0,1.13,15.21,5.32,0.11623797368937758,48.04716981132076,53.5,,99.7,
328,BSM-25A,-74.0627590398,10.8078409262,Tonalite - Granodiorite,Santa Marta,"Cardona et al., 2011",61.02,15.33,7.28,3.29,5.44,3.26,2.22,0.7,0.18,0.17,0.002,3.0,1.0,,653.2,,,,17.6,4.2,8.7,70.9,,377.9,0.6,8.1,2.6,147.0,,119.2,23.2,18.3,38.9,5.29,19.3,4.52,1.02,3.96,0.69,3.56,0.77,2.25,0.39,2.34,0.36,,1.7,1.1,,,,,,,,,,,,,19.0,0.74,5.21,2.49,0.18761577136808683,16.288793103448274,53.5,,99.9,
329,BSM-35A,-74.2268354759,11.163282475,Tonalite - Granodiorite,Santa Marta,"Cardona et al., 2011",66.61,15.45,3.46,2.28,4.41,3.77,2.32,0.45,0.15,0.08,0.01,6.7,0.7,,1255.1,,,,16.7,3.7,5.8,80.2,,572.9,0.6,14.0,2.5,82.0,,121.8,13.1,31.0,53.7,6.05,18.9,3.05,0.81,2.35,0.4,2.12,0.41,1.13,0.2,1.26,0.19,,3.1,2.5,,,,,,,,,,,,,10.0,0.93,16.4,6.25,0.13998952696805728,43.732824427480914,53.5,,99.69,
330,BSM-49,-74.0300198547,11.2835804846,Tonalite - Granodiorite,Santa Marta,"Cardona et al., 2011",64.86,16.06,4.54,2.06,4.78,3.49,2.26,0.54,0.17,0.11,0.003,2.5,1.0,,952.8,,,,16.4,3.4,8.0,62.8,,454.8,0.7,9.8,2.8,96.0,,125.7,20.0,24.4,47.4,5.72,21.4,4.19,0.97,3.23,0.6,3.0,0.62,1.83,0.3,1.94,0.29,,3.8,2.2,,,,,,,,,,,,,11.0,0.81,8.38,3.58,0.13808267370272648,22.740000000000002,53.5,,99.87,
331,CAS-12-05,-73.8331576643,11.1736327424,Tonalite - Granodiorite,Santa Marta,"Cardona et al., 2011",74.58,15.29,0.66,0.2,2.64,4.89,0.96,0.06,0.007,0.01,,0.7,0.5,,1390.0,,,,14.1,1.2,4.0,15.3,,593.8,0.3,2.4,0.9,,,31.4,9.4,7.3,14.4,1.74,7.2,1.27,0.65,1.26,0.25,1.57,0.31,0.97,0.14,1.09,0.15,,2.1,0.9,,,,,,,,,,,,,2.0,4.46,3.54,3.36,0.025766251263051536,63.17021276595744,53.5,,99.8,
332,CAS-12-07,-73.8330939167,11.1732168479,Tonalite - Granodiorite,Santa Marta,"Cardona et al., 2011",63.5,16.95,4.35,1.64,5.54,4.04,2.37,0.42,0.175,0.11,0.02,1.2,0.6,,1693.0,,,,18.0,4.0,4.3,51.8,,748.2,0.3,7.9,2.1,116.0,,134.4,15.1,25.7,44.8,5.36,20.6,3.22,0.98,2.7,0.43,2.39,0.51,1.58,0.23,1.65,0.26,,14.3,0.6,,,,,,,,,,,,,7.0,10.38,4.91,6.91,0.06923282544774123,49.54966887417219,53.5,,99.66,
333,CAS-12-16,-73.7253865272,11.1690978637,Tonalite - Granodiorite,Santa Marta,"Cardona et al., 2011",64.13,15.31,5.82,2.21,3.72,3.83,2.53,0.77,0.185,0.12,0.003,6.6,1.0,,1355.0,,,,20.9,9.6,11.8,58.2,,474.0,0.6,10.5,1.3,136.0,,337.5,36.6,57.0,115.0,14.6,58.3,9.46,1.32,7.9,1.23,6.26,1.28,3.6,0.5,3.24,0.46,,2.1,0.9,,,,,,,,,,,,,10.0,11.73,3.71,9.03,0.12278481012658228,12.950819672131146,53.5,,99.66,
334,CAS-12-23L,-74.0620216241,11.2677630996,Tonalite - Granodiorite,Santa Marta,"Cardona et al., 2011",60.29,18.38,4.65,2.79,6.48,4.42,1.34,0.57,0.24,0.09,0.009,7.7,0.4,,1187.0,,,,19.1,5.0,4.9,40.0,,891.5,0.3,1.7,0.9,104.0,,169.6,16.7,16.1,32.5,4.57,20.5,4.04,1.21,3.48,0.53,2.92,0.57,1.58,0.25,1.59,0.25,,3.9,0.6,,,,,,,,,,,,,15.0,6.75,2.45,5.2,0.044868199663488505,53.383233532934135,53.5,,99.66,
335,EAM-11-42L,-74.1340301754,11.1633703666,Tonalite - Granodiorite,Santa Marta,"Cardona et al., 2011",60.15,17.29,5.83,2.84,6.32,3.95,0.52,0.67,0.19,0.11,0.003,2.7,1.9,,749.0,,,,18.3,3.5,4.0,11.2,,679.9,0.1,2.2,0.2,141.0,,131.5,17.9,18.4,35.0,4.47,17.8,3.46,0.99,3.39,0.55,3.19,0.62,1.76,0.29,1.64,0.25,,6.9,0.7,,,,,,,,,,,,,16.0,7.48,3.27,5.43,0.01647301073687307,37.98324022346369,53.5,,99.74,
336,EAM-18-70L,-74.1766427954,11.0484034566,Tonalite - Granodiorite,Santa Marta,"Cardona et al., 2011",58.25,17.8,6.47,3.34,7.13,3.9,0.86,0.69,0.18,0.13,0.004,4.1,1.0,,731.0,,,,18.5,2.3,4.0,16.9,,685.8,0.3,1.9,0.6,157.0,,78.2,15.1,14.3,28.2,3.66,15.1,3.09,0.97,2.85,0.48,2.61,0.53,1.54,0.25,1.52,0.23,,9.7,1.1,,,,,,,,,,,,,17.0,6.27,2.85,4.72,0.024642752989209683,45.41721854304635,53.5,,99.75,
337,EAM-18-72L,-74.1704480325,11.050864482,Tonalite - Granodiorite,Santa Marta,"Cardona et al., 2011",56.73,18.12,6.71,3.62,7.46,4.08,0.98,0.7,0.2,0.13,0.005,4.0,1.0,,690.0,,,,18.9,2.1,3.8,19.4,,704.9,0.3,2.0,1.0,163.0,,76.1,13.7,14.3,27.5,3.58,14.8,2.94,1.02,2.77,0.43,2.57,0.48,1.35,0.21,1.36,0.2,,4.5,0.9,,,,,,,,,,,,,19.0,7.01,2.99,5.14,0.02752163427436516,51.45255474452555,53.5,,99.73,
338,EAM19-66,-74.081175664,11.1015689485,Tonalite - Granodiorite,Santa Marta,"Cardona et al., 2011",57.95,17.73,6.7,4.82,5.54,4.04,2.27,0.85,0.154,0.1,0.014,26.0,1.9,,418.0,,,,20.4,3.6,6.9,78.4,,318.7,0.4,1.0,1.2,152.0,,124.2,37.0,10.7,27.2,4.59,25.7,6.13,1.04,6.61,1.2,6.72,1.39,3.58,0.54,3.13,0.42,,2.1,6.4,,,,,,,,,,,,,32.0,,,,0.2459993724505805,,53.5,,99.78,
339,EAM-19-77L,-74.0649628778,10.8036010442,Tonalite - Granodiorite,Santa Marta,"Cardona et al., 2011",52.29,19.03,7.81,4.51,9.08,4.31,0.59,0.73,0.29,0.16,0.016,8.6,0.9,,488.0,,,,20.7,3.4,3.5,3.2,,933.6,0.1,0.4,0.2,189.0,,139.2,19.2,19.6,37.6,5.71,22.0,4.55,1.36,4.1,0.66,3.74,0.66,2.07,0.33,2.06,0.31,,11.1,0.8,,,,,,,,,,,,,18.0,6.34,2.65,4.64,0.003427592116538132,48.625,53.5,,99.7,
340,CDG0001P,-77.6422843422,2.1973741977,Tonalite,Middle Eocene Magmatic Event,"ANH - GRP, 2011",59.13,19.3,5.55,5.09,4.51,4.49,1.3,0.44,0.1,0.09,,13.6,,100.0,349.0,2,21.7,0.2,16.8,2.0,1.0,22.0,1,748.3,0.1,3.1,0.7,159.0,0.5,59.9,11.2,16.8,32.9,,16.9,3.19,0.8,2.38,0.34,1.98,0.38,1.03,0.19,1.08,0.17,0.1,340.6,8.2,42,,,5.4,0.1,0.1,0.3,0.1,0.6,0.01,0.1,0.5,21.0,0.89,10.37,3.24,0.02939997327275157,66.8125,44.0,,,
341,CDG0003BP,-77.6563819223,2.20317423054,Cuarzodiorite,Middle Eocene Magmatic Event,"ANH - GRP, 2011",76.54,12.63,2.13,1.77,2.43,4.16,0.22,0.04,0.04,0.04,,18.4,,100.0,1930.0,1,4.2,0.1,8.8,1.3,0.4,2.4,1,429.3,0.1,1.7,0.3,39.0,0.5,35.9,5.2,8.8,17.5,,8.7,1.44,0.6,1.07,0.16,0.73,0.15,0.51,0.08,0.58,0.12,0.2,0.8,0.3,16,,,0.5,0.1,0.1,0.1,0.1,2.1,0.01,0.1,0.5,2.0,1.49,10.11,3.76,0.005590496156533892,82.5576923076923,44.0,,,
342,APO0086,-77.7162876873,2.12313571958,Tonalite,Middle Eocene Magmatic Event,"ANH - GRP, 2011",74.37,14.18,2.42,1.27,3.46,3.87,0.17,0.2,0.03,0.03,,20.0,,100.0,158.0,1,9.4,0.3,11.8,2.5,1.4,2.0,1,266.6,0.1,2.6,0.5,47.0,0.5,71.6,8.8,12.4,25.4,,12.7,2.09,0.51,1.66,0.24,1.3,0.31,0.98,0.16,1.11,0.21,0.2,26.3,0.5,19,,,0.5,0.1,0.1,0.1,0.1,0.5,0.04,0.1,0.5,6.0,0.84,7.45,3.65,0.007501875468867216,30.295454545454547,44.0,,,
