Sample,Reference,Unit,Location,Petrography,Rock type,East,North,sio2,tio2,al2o3,fe2o3,feo,Measured Fe,feo_tot,mno,mgo,cao,na2o,k2o,p2o5,LOI,Total,la_ppm,ce_ppm,pr_ppm,nd_ppm,sm_ppm,eu_ppm,gd_ppm,tb_ppm,dy_ppm,ho_ppm,er_ppm,tm_ppm,yb_ppm,lu_ppm,y_ppm,sc_ppm,hf_ppm,nb_ppm,ta_ppm,th_ppm,zn_ppm,co_ppm,ni_ppm,ba_ppm,cr_ppm,v_ppm,se_ppm,br_ppm,cu_ppm,sr_ppm,zr_ppm,rb_ppm,as_ppm,be_ppm,sb_ppm,sn_ppm,u_ppm,w_ppm,bi_ppm,cd_ppm,cs_ppm,ga_ppm,ge_ppm,In_ppm,mo_ppm,pb_ppm,ag_ppm,Tl,Analytical technique (element),Age (Ma) dating,±,Age (Ma) reference,age,±,Reference,Age max (Ma),±,Age min (Ma),±,Reference,Preferred Age max (Ma),±,Preferred Age min (Ma),±,Reference(s),Radiometric dating technique,Dated material,87Sr/86Sr,±,87Rb/86Sr,±,(87Sr/86Sr)i,147Sm/144Nd,±,143Nd/144Nd,±,eNd,(143Nd/144Nd)i,eNdi,(206Pb/204Pb)i,206Pb/204Pb,(207Pb/204Pb)i ,207Pb/204Pb,(208Pb/204Pb)i,208Pb/204Pb,208Pb/206Pb,207Pb/206Pb
PR-11-139,Rossel et al 2013,Agua Salada Volcanic Complex,0,Basaltic andesite,V,276373,6615346,53.71,0.64,15.21,1.47,4.91,6.38,6.23,0.11,6.87,7.99,3.17,1.36,0.24,4.26,99.94,9.22,21.15,2.64,11.88,2.68,0.77,2.64,0.41,2.34,0.47,1.36,0.18,1.26,0.19,18.39,17.58,1.86,0.61,0.03,2.52,48.87,21.21,64.62,139.69,152.79,108.98,0,0,41.86,321.42,76.7,31.56,0,0,0.04,0.42,0.55,0.02,0,0.02,1.86,9.1,0.64,0,0.19,4.07,0.06,0,"XRF, ICP-MS, TIMS",0,0,143,143.3,1,Emparan and Calderon 2008,0,0,0,0,0,0,0,0,0,0,0,0,0.7037,0,0,0,0.703124,0,0,0.51286,0,4,0.51272,5,0,18.59,0,15.61,0,38.49,0,0
PR-11-153,Rossel et al 2013,Agua Salada Volcanic Complex,0,Diorite (micro),P,275629,6729590,54.68,0.95,14.76,1.58,4.52,6.1,5.94,0.07,4.34,9.08,3.05,0.88,0.36,5.63,99.9,9.7,21.37,2.41,12.74,2.92,0.67,2.75,0.42,2.33,0.47,1.32,0.18,1.19,0.17,17.87,15.76,1.57,2.25,0.05,3.6,11.14,8.91,11.68,130.44,26.04,99.43,0,0,9.12,184.42,62.25,9.29,0,0,0.08,0.52,0.87,0.06,0,0.01,0.28,6.61,0.45,0,1.07,1.35,0.04,0,"XRF, ICP-MS, TIMS",0,0,143,143.3,1,Emparan and Calderon 2008,0,0,0,0,0,0,0,0,0,0,0,0,0.7043,0,0,0,0.703977,0,0,0.51274,0,2,0.51258,4,0,19.47,0,15.66,0,39.54,0,0
PR-11-154,Rossel et al 2013,Agua Salada Volcanic Complex,0,Diorite (micro),P,278965,6724231,50.07,0.64,16.49,1.72,4.91,6.63,6.46,0.09,7.74,10.37,3.2,0.88,0.2,3.63,99.94,1.48,6.43,1,5.51,1.75,0.41,1.71,0.29,1.75,0.35,1.01,0.14,0.91,0.13,12.23,15.67,0.19,0.89,0.02,0.34,141.58,8.11,18.68,47.85,44.16,71.39,0,0,2,150.04,6.78,8.37,0,0,0.01,0.17,0.21,0.13,0,0,0.14,5.16,0.39,0,0.47,0.41,0.01,0,"XRF, ICP-MS, TIMS",0,0,143,143.3,1,Emparan and Calderon 2008,0,0,0,0,0,0,0,0,0,0,0,0,0.705,0,0,0,0.704357,0,0,0.51285,0,4,0.51266,4,0,18.96,0,15.64,0,38.75,0,0
M391,Rossel et al 2014,Río Damas Formation,0,Undefined volcanic rock,V,370250,6126500,48.77,1.06,17.56,1.54,7.71,9.25,9.1,0.11,4.65,8.9,3.29,1.4,0.29,2.88,98.16,16.5,38.1,5.5,22.3,5.5,1.4,5.2,0.9,5.2,1,3,0.4,2.7,0.4,28,32,3.6,3.2,0.2,5,80,0,-2.5,362,0,284,0,0,0,508,126,28,0,0,0,0,1.4,0,0,0,0.3,0,0,0,0,12,0,0,"XRF, ICP-MS, MC-ICP-MS",0,0,0,0,0,0,157,1,145,0,Rossel et al 2014,0,0,0,0,0,U-Pb LA-MC-ICP-MS,Zircon,0.7044,0,0,0,0.704,0,0,0.51318,0,25,0.51282,7,0,18.57,0,15.61,0,38.52,0,0
M392,Rossel et al 2014,Río Damas Formation,0,Undefined volcanic rock,V,370250,6126500,55.63,0.97,16.6,1.57,4.47,6.04,5.88,0.12,2.3,4.95,5.78,2.76,0.33,1.82,97.29,22.8,54.4,7.6,28.7,6.7,1.5,6.1,1,5.7,1.1,3.1,0.5,3,0.5,28.2,28,5.4,4.4,0.4,7.9,50,0,-2.5,312,4,246,0,0,0,218,192,63,0,0,0,0,2.2,0,0,0,0.2,0,0,0,0,6,0,0,"XRF, ICP-MS, MC-ICP-MS",0,0,0,0,0,0,157,1,145,0,Rossel et al 2014,0,0,0,0,0,U-Pb LA-MC-ICP-MS,Zircon,0.7061,0,0,0,0.7044,0,0,0.51278,0,7,0.51253,2,0,18.77,0,15.64,0,38.79,0,0
M0108-309RT,Rossel et al 2014,Río Damas Formation,0,Undefined volcanic rock,V,370250,6126500,50.58,1.04,16.9,1.46,7.32,8.78,8.63,0.2,4.93,5.5,4.32,1.95,0.33,3.91,98.44,15.9,38.8,5.7,23.3,5.8,1.4,5.4,0.9,5.5,1.1,3.2,0.5,2.9,0.4,29.2,29,3.8,3.4,0.2,4.6,170,0,-2.5,440,0,275,0,0,0,598,133,56,0,0,0,0,1.3,0,0,0,-0.05,0,0,0,0,11,0,0,"XRF, ICP-MS, MC-ICP-MS",0,0,0,0,0,0,157,1,145,0,Rossel et al 2014,0,0,0,0,0,U-Pb LA-MC-ICP-MS,Zircon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M0208-385,Rossel et al 2014,Río Damas Formation,0,Undefined volcanic rock,V,370250,6126500,56.78,0.58,17.69,1.54,4.41,5.95,5.8,0.14,4.57,4.85,3.73,1.55,0.19,2.4,98.43,14,31.1,4.4,16.2,3.6,1.1,3.3,0.6,3.5,0.7,2.1,0.3,2.1,0.3,19.5,16,3.3,2.7,0.1,3.8,60,0,-2.5,159,0,145,0,0,0,562,127,54,0,0,0,0,1,0,0,0,3.7,0,0,0,0,-2.5,0,0,"XRF, ICP-MS, MC-ICP-MS",0,0,0,0,0,0,157,1,145,0,Rossel et al 2014,0,0,0,0,0,U-Pb LA-MC-ICP-MS,Zircon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RD-1,Rossel et al 2014,Río Damas Formation,0,Undefined volcanic rock,V,385750,6117250,51.53,1.46,15.91,2.7,9,11.7,11.43,0.09,5.42,1.12,4.71,1.97,0.46,4.41,98.78,19,63,-0.01,38,8.8,2.2,8.5,-0.03,7.9,1.4,3.9,-0.05,3.9,0.6,44,35,4.1,6,-0.25,9,361,0,9,546,8,338,0,0,0,312,166,-0.1,0,0,0,0,-0.03,0,0,0,-0.05,0,0,0,0,-2.5,0,0,"XRF, ICP-MS, MC-ICP-MS",0,0,0,0,0,0,157,1,145,0,Rossel et al 2014,0,0,0,0,0,U-Pb LA-MC-ICP-MS,Zircon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RD-2,Rossel et al 2014,Río Damas Formation,0,Undefined volcanic rock,V,385750,6117250,51.11,1.3,17.35,1.55,7.77,9.32,9.16,0.13,3.7,8.75,2.84,1.34,0.35,2.83,99.02,15.4,48,-0.01,30,6.8,1.5,6.7,-0.03,6.3,1.2,3.2,-0.05,3.2,0.5,29,27,4.4,6,-0.25,8,111,0,7,307,3,278,0,0,0,395,129,-0.1,0,0,0,0,-0.03,0,0,0,-0.05,0,0,0,0,-2.5,0,0,"XRF, ICP-MS, MC-ICP-MS",0,0,0,0,0,0,157,1,145,0,Rossel et al 2014,0,0,0,0,0,U-Pb LA-MC-ICP-MS,Zircon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT-233q,Salazar and Coloma 2016,Chollay Plutonic Complex,0,Monzogranite,P,403253,6827221,74.32,0.19,14.03,0.42,0.84,1.26,1.22,0.04,0.38,0.81,4.06,3.64,0.06,0.98,99.78,24.88,43.44,4.63,16.32,3.29,0.74,2.84,0.46,2.87,0.62,1.82,0.27,1.94,0.29,0,5,3.41,15.59,0.1,8.32,9.67,7.12,24.55,691.44,37.21,10,0,0,28.93,48.3,163.75,123.15,0,0,0,0,1.26,0,0,0,2.32,0,0,0,0,51.72,0,0,0,0,0,0,0,0,0,248,0,237,0,0,249,0.7,234,1,Álvarez et al 2013; Salazar et al 2013; Ortiz and Merino 2015; Salazar and Coloma 2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT-199q,Salazar and Coloma 2016,Chollay Plutonic Complex,0,Monzogranite,P,408498,6829131,75.13,0.16,14.17,0.38,0.77,1.15,1.11,0.06,0.65,0.77,4.18,3.69,0.07,0,99.66,21.49,43.18,4.68,16.92,3.32,0.85,2.94,0.48,2.99,0.63,1.92,0.29,2.03,0.31,64,12,3.6,18,0.17,8.92,19,11,25,898,34,10,0,0,29,116,188,126,0,0,0,0,1.5,0,0,0,1.84,0,0,0,0,72,0,0,0,0,0,0,0,0,0,248,0,237,0,0,249,0.7,234,1,Álvarez et al 2013; Salazar et al 2013; Ortiz and Merino 2015; Salazar and Coloma 2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL-08q,Salazar and Coloma 2016,Laguna Chica Formation,0,Lapilli tuff,V,409455,6832871,77.73,0.17,11.11,0.43,0.85,1.28,1.24,0.04,0.17,0.28,2.62,5.76,0.01,0.46,99.62,23.3,48.79,5.71,20.28,4.8,0.42,4.35,0.78,5.08,1.08,3.29,0.53,4.19,0.58,44.47,7.12,2.53,14.41,1.44,16.32,56.24,-2.5,2.66,461,14.59,-5,0,0,-2.5,72,59,257.83,0,0,0,0,2.18,0,0,0,6.19,0,0,0,0,30.44,0,0,0,264,1,0,263.7,0,0,275,0,257,0,0,276,1.8,264,1,Salazar and Coloma 2016,U-Pb,Zircon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL-66,Salazar and Coloma 2016,Laguna Chica Formation,0,Undefined volcanic rock,V,419209,6806444,76.09,0.08,13.11,0.49,0.98,1.47,1.42,0.02,-0.01,0.18,3.4,5.01,0.01,0.49,99.85,29.53,67.7,9.1,33.48,8.63,0.74,7.46,1.1,6.82,1.29,3.8,0.55,3.81,0.52,66.62,-2.5,5.42,26.44,0.7,13.13,66.36,-2.5,-2.5,547.34,-5,-5,0,0,-2.5,9.53,103,201.67,0,0,0,0,2,0,0,0,5.76,0,0,0,0,17.05,0,0,0,0,0,0,0,0,0,275,0,257,0,0,276,1.8,264,1,Salazar and Coloma 2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL-79q,Salazar and Coloma 2016,Laguna Chica Formation,0,Xenolith,V,417514,6806241,54.79,0.82,17.85,1.69,5.62,7.31,7.14,0.14,5.39,5.74,3.46,1.85,0.19,2.25,99.78,16.04,36.69,4.8,18.84,4.93,1.34,5.15,0.77,5.05,1,2.86,0.41,2.49,0.4,9.52,9.67,1.8,-2.5,0.85,3.21,81.9,25.9,31.62,542.87,85.68,97.64,0,0,31.81,361.98,95.87,73.19,0,0,0,0,0.62,0,0,0,3.97,0,0,0,0,20.78,0,0,0,0,0,0,0,0,0,275,0,257,0,0,276,1.8,264,1,Salazar and Coloma 2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL-67q,Salazar and Coloma 2016,Laguna Chica Formation,0,Aplitic dike,P,419835,6807392,76.9,0.07,13.08,0.42,0.84,1.26,1.22,0.02,-0.01,0.3,3.75,3.9,0,0.57,99.84,17.87,46.23,6.55,23.62,8.09,0.15,9.18,1.5,9.53,1.94,5.61,0.82,5.78,0.79,81.33,-2.5,6.91,43.5,1.08,15.57,83.21,-2.5,-2.5,273.56,-5,-5,0,0,-2.5,24.31,112.36,175.47,0,0,0,0,2.82,0,0,0,2.49,0,0,0,0,53.15,0,0,0,0,0,0,0,0,0,275,0,257,0,0,276,1.8,264,1,Salazar and Coloma 2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL-68q,Salazar and Coloma 2016,Guanaco Sonso Formation,0,Undefined volcanic rock,V,426962,6806915,77.28,0.12,11.64,0.59,1.17,1.76,1.7,0.02,-0.01,0.42,3.2,4.63,0.01,0.76,99.83,53.57,118.14,14.82,54.01,13.79,0.17,11.73,1.68,9.9,1.98,6.05,0.92,6.12,0.85,117.7,6.05,9.57,112.7,1.97,23.7,116.5,-2.5,-2.5,214.98,-5,-5,0,0,-2.5,38.34,219.44,243.89,0,0,0,0,4.22,0,0,0,4.21,0,0,0,0,43.44,0,0,0,0,0,0,0,0,0,259,0,236,0,0,254,2.8,241,4,Ortiz and Merino 2015; Sazalar and Coloma 2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL-70q,Salazar and Coloma 2016,Guanaco Sonso Formation,0,Undefined volcanic rock,V,424963,6812202,78.54,0.14,10.65,0.58,1.15,1.73,1.67,0.01,-0.01,0.14,2.51,5.05,0.02,1.05,99.83,28.94,72.87,7.39,25.67,5.61,0.81,4.67,0.66,3.46,0.68,2.31,0.34,2.33,0.34,50.06,-2.5,3.1,8.55,1.68,15.1,21.98,-2.5,-2.5,1125.27,-5,10.74,0,0,-2.5,48.91,133.01,219.69,0,0,0,0,2.65,0,0,0,2.36,0,0,0,0,4.96,0,0,0,0,0,0,0,0,0,259,0,236,0,0,254,2.8,241,4,Ortiz and Merino 2015; Sazalar and Coloma 2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCL-107,Salazar and Coloma 2016,Guanaco Sonso Formation,0,Undefined volcanic rock,V,423543,6807286,65.88,0.46,16.46,0.97,2.41,3.38,3.28,0.1,0.03,2.69,4.29,3.54,0.11,2.89,99.82,19.68,52.84,5.98,23.04,4.47,1.33,3.35,0.45,2.35,0.47,1.2,0.18,1.17,0.17,19.6,10.07,4.3,-2.5,1.06,9.51,97.57,7.28,-2.5,1152.68,-5,46.96,0,0,-2.5,226.1,233.3,119.58,0,0,0,0,1.6,0,0,0,1.58,0,0,0,0,29.64,0,0,0,0,0,0,0,0,0,259,0,236,0,0,254,2.8,241,4,Ortiz and Merino 2015; Sazalar and Coloma 2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCL-165,Salazar and Coloma 2016,Guanaco Sonso Formation,0,Undefined volcanic rock,V,423347,6807290,47.31,2.01,17.22,1.56,7.82,9.38,9.22,0.15,5.65,7.86,4.37,1.47,0.75,3.63,99.78,66.12,132.66,17.31,71.6,15.39,4.92,15.31,2.32,11.86,2.38,6.18,0.75,4.51,0.65,-5,23,11.27,-2.5,9.11,6.51,73,34,70,675,87,225,0,0,15,807,193,28,0,0,0,0,2.22,0,0,0,5.96,0,0,0,0,25,0,0,0,0,0,0,0,0,0,259,0,236,0,0,254,2.8,241,4,Ortiz and Merino 2015; Sazalar and Coloma 2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCL-16q,Salazar and Coloma 2016,Guanaco Sonso Formation,0,Undefined volcanic rock,V,416522,6793356,76.57,0.1,13.03,0.44,0.87,1.31,1.27,0.03,0.17,0.28,3.29,4.5,0.02,0.59,99.9,236.58,34.95,4.43,16.33,4.5,0.46,4.19,0.8,5.23,1.22,3.63,0.58,4.02,0.59,42.58,8.02,3.39,20.63,1.52,13.55,59.78,-2.5,-2.5,527.7,-5,-5,0,0,-2.5,-2.5,107.77,217.23,0,0,0,0,2.73,0,0,0,4.37,0,0,0,0,6.76,0,0,0,0,0,0,0,0,0,259,0,236,0,0,254,2.8,241,4,Ortiz and Merino 2015; Sazalar and Coloma 2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCL-84,Salazar and Coloma 2016,Guanaco Sonso Formation,0,Undefined volcanic rock,V,422226,6806562,61.01,0.77,16.81,1.27,3.62,4.89,4.76,0.07,3.37,5.07,3.47,2.55,0.18,1.85,100.03,19.54,27.89,3.46,13.76,3.42,0.9,3.02,0.48,2.87,0.62,1.74,0.27,1.93,0.29,11.09,-2.5,3.2,-2.5,1.09,8.48,64.97,14.57,15.36,558.18,28.39,89.73,0,0,-2.5,393.2,146.38,120.19,0,0,0,0,2.16,0,0,0,7.82,0,0,0,0,16.32,0,0,0,0,0,0,0,0,0,259,0,236,0,0,254,2.8,241,4,Ortiz and Merino 2015; Sazalar and Coloma 2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCL-85,Salazar and Coloma 2016,Guanaco Sonso Formation,0,Undefined volcanic rock,V,423295,6807177,47.91,2.15,17.11,1.52,7.6,9.12,8.97,0.2,6.87,8.82,2.66,1.53,0.7,2.53,99.59,17.59,70.21,7.38,26.64,5.12,1.17,4.31,0.68,4.01,0.86,2.47,0.39,2.81,0.43,-5,11.11,4.42,-2.5,1.09,9.78,75.83,31.26,76.57,488.46,123.67,230.47,0,0,9.63,559.83,165.21,29.76,0,0,0,0,1.64,0,0,0,1.62,0,0,0,0,23.72,0,0,0,0,0,0,0,0,0,259,0,236,0,0,254,2.8,241,4,Ortiz and Merino 2015; Sazalar and Coloma 2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCL-90,Salazar and Coloma 2016,Guanaco Sonso Formation,0,Undefined volcanic rock,V,426185,6805386,73.93,0.14,13.77,0.51,1.03,1.54,1.49,0.04,-0.02,1.13,3.8,4.12,0.03,1.25,99.73,20.78,58.01,5.24,18.63,4.66,0.61,4.2,0.75,4.74,1.05,3.06,0.5,3.75,0.57,29.48,-2.5,3.15,-2.5,1.53,14.6,48.19,-2.5,-2.5,781.51,-5,-5,0,0,-2.5,54.47,93.54,165.49,0,0,0,0,2.56,0,0,0,4.29,0,0,0,0,28.11,0,0,0,0,0,0,0,0,0,259,0,236,0,0,254,2.8,241,4,Ortiz and Merino 2015; Sazalar and Coloma 2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCL-93,Salazar and Coloma 2016,Guanaco Sonso Formation,0,Undefined volcanic rock,V,425140,6808304,72.73,0.2,15.39,0.55,1.09,1.64,1.59,0.1,1.54,1.25,1,3.43,0.04,2.67,99.98,23.89,57.83,6.96,30.62,7.11,2.07,5.87,0.82,4.61,0.87,2.26,0.31,2.07,0.28,24.65,-2.5,1.88,-2.5,1.53,8.55,107.38,-2.5,-2.5,1143.42,-5,19.73,0,0,-2.5,596.09,199.17,123.29,0,0,0,0,2.51,0,0,0,1.92,0,0,0,0,16.54,0,0,0,0,0,0,0,0,0,259,0,236,0,0,254,2.8,241,4,Ortiz and Merino 2015; Sazalar and Coloma 2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL-03q,Salazar and Coloma 2016,Chollay Plutonic Complex,0,Quartz Diorite,P,412200,6837700,58.13,0.99,15.49,2.42,6.91,9.33,9.09,0.13,3.77,6.36,3.24,1.11,0.29,0.83,99.66,32.49,68.9,8,33.12,7.47,1.73,6.72,1.06,6.37,1.27,3.68,0.53,3.96,0.53,27.24,23.71,4,6.17,0.85,10.25,92.82,24.67,31.2,487,74.8,153.74,0,0,28.1,247,139,74.41,0,0,0,0,2.35,0,0,0,5.33,0,0,0,0,11,0,0,0,249,1,0,249.3,0,0,249,0,236,0,0,249,0.7,234,1,Álvarez et al 2013; Salazar et al 2013; Ortiz and Merino 2015; Salazar and Coloma 2016,Ar-Ar,Biotite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL-22q,Salazar and Coloma 2016,Chollay Plutonic Complex,0,Monzogranite,P,423227,6846809,74.51,0.21,13.51,0.55,1.09,1.64,1.59,0.05,0.35,1.23,3.89,3.65,0.07,0.69,99.81,30.46,65.03,6.65,23.55,4.5,1.03,3.75,0.58,3.65,0.78,2.26,0.35,2.63,0.39,30,10,0,16,0,0,38,-2.5,-2.5,921,20,22,0,0,-2.5,137,132,150,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,249,0,236,0,0,249,0.7,234,1,Álvarez et al 2013; Salazar et al 2013; Ortiz and Merino 2015; Salazar and Coloma 2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL-33q,Salazar and Coloma 2016,Chollay Plutonic Complex,0,Diorite (xenolith),P,418997,6831605,50.33,1.72,16.39,2.21,11.06,13.27,13.05,0.15,4.54,7.58,3.23,1.07,0.2,1.4,99.88,10.42,24.2,2.98,12.65,3.42,1.17,3.22,0.52,3.23,0.65,1.76,0.25,1.73,0.24,15,24,0,-2.5,0,0,70,28,-2.5,157,22,322,0,0,76,293,80,38,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,249,0,236,0,0,249,0.7,234,1,Álvarez et al 2013; Salazar et al 2013; Ortiz and Merino 2015; Salazar and Coloma 2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL-50,Salazar and Coloma 2016,Chollay Plutonic Complex,0,Monzogranite,P,422681,6827629,64.85,0.54,17.78,0.87,2.48,3.35,3.26,0.06,1.45,2.2,5.46,2.09,0.22,1.57,99.57,17.96,34.78,4.09,15.11,3.24,1.24,3.05,0.42,2.4,0.47,1.18,0.19,1.08,0.17,-5,8.25,1.2,-2.5,0.55,3.12,45.8,8.16,-2.5,671.99,14.01,59.53,0,0,34.89,517.67,198.33,65.61,0,0,0,0,0.55,0,0,0,3.99,0,0,0,0,18.87,0,0,0,0,0,0,0,0,0,249,0,236,0,0,249,0.7,234,1,Álvarez et al 2013; Salazar et al 2013; Ortiz and Merino 2015; Salazar and Coloma 2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL-53,Salazar and Coloma 2016,Chollay Plutonic Complex,0,Monzogranite,P,403316,6817078,75.1,0.17,13.58,0.36,0.72,1.08,1.04,0.04,0,1.09,3.88,4.48,0.05,0.39,99.85,26.14,54.75,5.9,19.06,3.56,0.59,3.03,0.4,2.51,0.48,1.57,0.21,1.69,0.28,41.78,-2.5,1.62,-2.5,0.93,15.09,31.78,-2.5,-2.5,557.05,-5,10.8,0,0,6.02,94.83,59.39,178.38,0,0,0,0,2.17,0,0,0,2.06,0,0,0,0,21.01,0,0,0,0,0,0,0,0,0,249,0,236,0,0,249,0.7,234,1,Álvarez et al 2013; Salazar et al 2013; Ortiz and Merino 2015; Salazar and Coloma 2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL-54,Salazar and Coloma 2016,Chollay Plutonic Complex,0,Monzogranite,P,403452,6817371,75.12,0.19,13.54,0.42,0.83,1.25,1.21,0.04,0.02,0.97,3.92,4.44,0.05,0.48,100.01,28.61,64.61,6.58,20.59,3.79,0.58,3.28,0.44,2.35,0.46,1.23,0.16,1.06,0.16,19.27,-2.5,1.11,-2.5,1,14.26,35.18,-2.5,-2.5,771.64,10.36,14.68,0,0,-2.5,133.37,69.5,129.99,0,0,0,0,1.4,0,0,0,0.98,0,0,0,0,40.33,0,0,0,0,0,0,0,0,0,249,0,236,0,0,249,0.7,234,1,Álvarez et al 2013; Salazar et al 2013; Ortiz and Merino 2015; Salazar and Coloma 2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL-55,Salazar and Coloma 2016,Chollay Plutonic Complex,0,Granodiorite,P,403452,6817371,67.67,0.47,16.16,0.86,2.15,3.01,2.92,0.1,1.03,3.26,4.8,1.97,0.2,1.01,99.68,25.96,50.7,5.89,18.25,3.84,0.93,3.17,0.47,2.58,0.54,1.57,0.21,1.59,0.24,-5,-2.5,0.98,-2.5,0.51,6.14,66.72,5.9,-2.5,810.84,-5,48.47,0,0,-2.5,423.01,182.95,80.11,0,0,0,0,0.52,0,0,0,0.96,0,0,0,0,28.4,0,0,0,247,0,0,246.8,0,0,249,0,236,0,0,249,0.7,234,1,Álvarez et al 2013; Salazar et al 2013; Ortiz and Merino 2015; Salazar and Coloma 2016,Ar-Ar,Biotite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL-56,Salazar and Coloma 2016,Chollay Plutonic Complex,0,Diorite,P,403680,6817427,55.55,0.7,17.18,1.74,4.99,6.73,6.56,0.11,5.18,7.08,3.05,1.88,0.33,2.11,99.9,48.01,101.62,13.31,47.33,9.35,2.1,6.2,0.74,3.77,0.63,2.18,0.24,1.49,0.2,-5,8.6,2.51,-2.5,0.66,11.1,61.65,22.59,61.99,604.81,88.02,83.94,0,0,-2.5,909.31,186,53.03,0,0,0,0,1.62,0,0,0,1.53,0,0,0,0,12.39,0,0,0,0,0,0,0,0,0,249,0,236,0,0,249,0.7,234,1,Álvarez et al 2013; Salazar et al 2013; Ortiz and Merino 2015; Salazar and Coloma 2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL-59q,Salazar and Coloma 2016,Chollay Plutonic Complex,0,Tonalite,P,416183,6810861,52.17,0.71,18.08,2.06,5.15,7.21,7,0.13,7.68,8.5,2.5,0.82,0.21,1.73,99.74,13.57,30.93,4.11,16.09,3.57,1.25,3.53,0.52,3,0.63,1.7,0.24,1.58,0.24,-5,-2.5,2.5,-2.5,0.94,1.99,77.18,24.38,55.08,323.76,141.65,78.7,0,0,25.12,451.78,105.72,35.4,0,0,0,0,0.48,0,0,0,1.6,0,0,0,0,-2.5,0,0,0,0,0,0,0,0,0,249,0,236,0,0,249,0.7,234,1,Álvarez et al 2013; Salazar et al 2013; Ortiz and Merino 2015; Salazar and Coloma 2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL-60q,Salazar and Coloma 2016,Chollay Plutonic Complex,0,Tonalite,P,417270,6809604,60.42,0.91,17.61,1.47,3.67,5.14,4.99,0.13,2.72,5.04,4.89,1.12,0.46,1.25,99.68,25.26,55.39,6.89,26.16,5.74,1.8,5.16,0.69,4.03,0.87,2.34,0.31,2.11,0.23,-5,-2.5,1.9,-2.5,0.48,2.89,93.39,16.32,-2.5,520.75,-5,101.32,0,0,12.8,586.83,186.07,31.64,0,0,0,0,0.61,0,0,0,1.32,0,0,0,0,13.62,0,0,0,0,0,0,0,0,0,249,0,236,0,0,249,0.7,234,1,Álvarez et al 2013; Salazar et al 2013; Ortiz and Merino 2015; Salazar and Coloma 2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
