,Area ID,Data Source,Sample ID,Age  (Ma),Error (Ma),Mineral,Method,Location,#1 description,#2 description,Long,Lat,Rock Type,V/P,Chem Data Source,WR or Min Data,UMF,SiO2,TiO2,Al2O3,Fe#,FeO,Fe2O3,FeO(tot)*,MnO,Mn,Mg#,MgO,CaO,Na2O,K2O,LOI,SUM,Cr2O3,Cr,P2O5,Rb,Cs,Sr,Ba,Th,U,Zr,Hf,Nb,Y,Cu,Zn,Li,Cd,Ga,Ge,Mo,Sb,Sn,W,Ta,Pb,Co,Ni,La,Ce,Pr,Nd,Sm,Sc,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,V,Be,Rb.1,Sr.1,Age used,87Rb/86Sr,87Sr/86Sr(m),87Sr/86Sr(i),Sm.1,Nd.1,147Sm/144Nd,143Nd/144Nd(m),143Nd/144Nd(i),εNd,U.1,Th.1,Pb.1,206Pb/204Pb,207Pb/204Pb,208Pb/204Pb,238U/204Pb,235U/204Pb,232Th/204Pb,(206Pb/204Pb)i,(207Pb/204Pb)i,(208Pb/204Pb)i,ε(Sr)m,ε(Sr)i age corrected ,ε(Nd)i age corrected,Lu.1,Hf.1,176Lu/177Hf,176Hf/177Hf,εHf,δ18O (Qtz),δ18O (Pl),δ18O (Ksp),δ18O (Bt),δ18O (Hb),δ18O (Mg),δ18O (Zir),δ18O (wr)
0,,,,Ma,,,,,,,,,,,,,,wt%,wt%,wt%,,,wt%,,wt%,wt%,,wt%,wt%,wt%,wt%,,,wt%,,wt%,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,Ma,,,,ppm,ppm,,,,,ppm,ppm,ppm,,,,,,,,,,,,,,,,,,,,,,,,,
22,Chile,Lucassen et al 2006,U-85,102.75,,Zircon,U-Pb,,,,-70.417,-23.833,NOT-GIVEN,intrusion,"LUCASSEN F.; KRAMER W.; BARTSCH V.; WILKE H. G.; FRANZ G.; ROMER R. L.; DULSKI P., 2006",,F,59.37,0.69,17,,,,,0.14,,,2.9,6.16,3.56,1.69,0.755,,,,0.18,33.8901,1.30921,364.364,347,3.44048,,102,,2,21,,74,,,,,,,,,,6.34603,,9,12.2159,27.3303,3.59141,15.5836,3.50442,,1.02641,3.40603,0.53363,3.30956,0.682864,2.01283,0.296177,1.9663,0.294886,,,33.8901,364.364,102.75,,,0.703857,,,,0.512854,,,,,,,18.5069,15.5736,38.3187,,,18.5069,15.5736,38.3187,,,,,,,,,,,,,,,,
23,Chile,Lucassen et al 2006,U-83,102.75,,Zircon,U-Pb,,,,-70.417,-23.833,NOT-GIVEN,intrusion,"LUCASSEN F.; KRAMER W.; BARTSCH V.; WILKE H. G.; FRANZ G.; ROMER R. L.; DULSKI P., 2006",,F,62,0.5,16.96,,,,,0.12,,,2.51,5.5,3.89,1.4,0.837,,,,0.14,27.7291,1.19193,368.253,293,2.43532,,92,,4,16,,59,,,,,,,,,,5.14468,,13,9.41483,21.5249,2.71952,11.5388,2.5115,,0.825275,2.42127,0.372307,2.3023,0.476925,1.4498,0.212784,1.47503,0.239396,107,,27.7291,368.253,102.75,,,0.703728,2.5115,11.5388,,0.51287,,,,,,,18.5049,15.6057,38.3448,,,18.5049,15.6057,38.3448,,,,0.239396,,,,,,,,,,,,
24,Chile,Lucassen et al 2006,U-24,102.75,,Zircon,U-Pb,,,,-70.417,-23.833,NOT-GIVEN,intrusion,"LUCASSEN F.; KRAMER W.; BARTSCH V.; WILKE H. G.; FRANZ G.; ROMER R. L.; DULSKI P., 2006",,F,61.25,0.53,17.29,,,,,0.11,,,2.93,6.58,3.93,1.19,0.718,,,,0.14,22.279,1.02092,410.69,342,1.45915,,112,,3,14,,66,,,,,,,,,,4.86971,,10,7.91005,19.7705,2.59751,11.2812,2.53248,,0.838028,2.32131,0.360153,2.2198,0.462933,1.34208,0.194772,1.33965,0.204016,135,,22.279,410.69,102.75,,,0.703613,2.53248,11.2812,,0.512858,,,,,,,18.4268,15.5766,38.2424,,,18.4268,15.5766,38.2424,,,,0.204016,,,,,,,,,,,,
25,Chile,Lucassen et al 2006,234,102.75,,Zircon,U-Pb,,,,-70.5,-25.467,NOT-GIVEN,VOLCANIC,"LUCASSEN F.; KRAMER W.; BARTSCH V.; WILKE H. G.; FRANZ G.; ROMER R. L.; DULSKI P., 2006",,F,56.58,1.54,14.94,,,,,0.16,,,3.34,6.26,3.53,2.12,1.31,,,,0.41,84.1,1.1989,230,372,11.9,,329,8.68068,10,43.4397,,119,,,,,,,,,,6.38,,25,29.4984,68.8392,9.0889,38.0957,8.94382,22,1.75036,8.81128,1.36764,8.20891,1.68299,4.81454,0.670868,4.42546,0.668321,230,,84.1,230,102.75,,,0.706505,8.94382,38.0957,,0.512725,,,,,,,19.2414,15.6528,39.3016,,,19.2414,15.6528,39.3016,,,,0.668321,8.68068,,,,,,,,,,,
26,Chile,Lucassen et al 2006,231,102.75,,Zircon,U-Pb,,,,-70.5,-25.467,NOT-GIVEN,VOLCANIC,"LUCASSEN F.; KRAMER W.; BARTSCH V.; WILKE H. G.; FRANZ G.; ROMER R. L.; DULSKI P., 2006",,F,56.18,1.48,15.33,,,,,0.17,,,3.35,6.53,3.16,1.81,1.3,,,,0.36,77.8,1.59745,240,298,10.2,,285,7.53058,10,41.7526,,101,,,,,,,,,,5.96,,18,25.6857,60.6139,8.10666,35.0964,8.10393,33,1.75373,8.26076,1.27155,7.8241,1.59317,4.48744,0.643824,4.25692,0.630768,215,,77.8,240,102.75,,,0.706224,8.10393,35.0964,,0.512767,,,,,,,19.0807,15.6346,39.0787,,,19.0807,15.6346,39.0787,,,,0.630768,7.53058,,,,,,,,,,,
27,Chile,Lucassen et al 2006,203,102.75,,Zircon,U-Pb,,,,-70.5,-25.467,NOT-GIVEN,VOLCANIC,"LUCASSEN F.; KRAMER W.; BARTSCH V.; WILKE H. G.; FRANZ G.; ROMER R. L.; DULSKI P., 2006",,F,58.93,1.58,14.14,,,,,0.17,,,2.6,4.53,3.49,3.32,1.18,,,,0.45,143,1.67998,214,472,13.8,,361,9.98036,12,50.331,,139,,,,,,,,,,9.18,,12,34.2869,80.2747,10.4779,44.6602,10.1788,29,2.06004,10.2708,1.57411,9.50059,1.91808,5.54214,0.805923,5.11419,0.772155,161,,143,214,102.75,,,0.708806,10.1788,44.6602,,0.512727,,,,,,,19.3065,15.6588,39.3367,,,19.3065,15.6588,39.3367,,,,0.772155,9.98036,,,,,,,,,,,
28,Chile,Lucassen et al 2006,115,102.75,,Zircon,U-Pb,,,,-70.5,-25.467,NOT-GIVEN,VOLCANIC,"LUCASSEN F.; KRAMER W.; BARTSCH V.; WILKE H. G.; FRANZ G.; ROMER R. L.; DULSKI P., 2006",,F,56.74,1.66,15.16,,,,,0.16,,,2.81,5.51,3.5,2.67,1.3,,,,0.48,114,1.7,227,384,13.5,,359,10.2,12,50,,136,,,,,,,,,,35.9,,23,34.4,79.9,10.4,44.6,10.3,17,2,10.3,1.5,9.5,1.9,5.5,0.8,5.1,0.8,209,,114,227,102.75,,,0.707487,10.3,44.6,,0.512723,,,,,,,18.65,15.62,38.61,,,18.65,15.62,38.61,,,,0.8,10.2,,,,,,,,,,,
29,Chile,Lucassen et al 2006,MUR-44,105.5,,Zircon,U-Pb,,,,-69.5,-18.317,NOT-GIVEN,intrusion,"MAMANI M.; TASSARA A.; WÖRNER G., 2008",,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.5,,,0.706936,,,,0.512227,,,,,,,18.038,15.544,37.772,,,18.038,15.544,37.772,,,,,,,,,,,,,,,,
30,Chile,Lucassen et al 2006,HUA-01,105.5,,Zircon,U-Pb,,,,-69.058,-19.9,NOT-GIVEN,intrusion,"MAMANI M.; TASSARA A.; WÖRNER G., 2008",,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.5,,,0.706266,,,,,,,,,,,18.74,15.62,38.69,,,18.74,15.62,38.69,,,,,,,,,,,,,,,,
31,Chile,Lucassen et al 2006,37347,105.5,,Zircon,U-Pb,,,,-68.8,-21.925,NOT-GIVEN,intrusion,"MAMANI M.; TASSARA A.; WÖRNER G., 2008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.5,,,0.704577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
