,reference,sample,stratigraphic unit,lithology,trace element (ppm),cs_ppm,rb_ppm,ba_ppm,th_ppm,u_ppm,nb_ppm,ta_ppm,la_ppm,ce_ppm,pb_ppm,pr_ppm,sr_ppm,nd_ppm,zr_ppm,hf_ppm,sm_ppm,eu_ppm,ti_ppm,tb_ppm,y_ppm,tm_ppm,yb_ppm,gd_ppm,dy_ppm,ho_ppm,er_ppm,lu_ppm,major oxide (wt%),sio2,p2o5,tio2,al2o3,cao,na2o,k2o,fe2o3,feo,fe2o3t,feot,mno,mgo,"isotopic data (nd, sr and pb)",εnd,143nd/144ndi,206pb/204pbi,207pb/204pbi,208pb/204pbi,87sr/86sri,co_ppm,age,longitude,latitude
45,Litherland et al. (1994): Ecuador,JR280B,Moromoro,Granitoid,,,91,810,10,,13,,25,60,9,,119,,216,,,,4375.246979277531,,25,,,,,,,,,71.52,0.09,0.73,11.9,1.42,1.75,2.42,,,5.74,,0.16,2.27,,,,,,,,,232.6,-79.85194444444444,-3.7044444444444444
46,Litherland et al. (1994): Ecuador,JR281A,Moromoro,Granitoid,,,80,807,13,,11,,26,66,24,,131,,275,,,,3715.9631878795467,,28,,,,,,,,,73.31,0.09,0.62,12.97,1.07,1.68,2.59,,,5.06,,0.13,1.51,,,,,,,,,232.6,-79.85194444444444,-3.7044444444444444
47,Litherland et al. (1994): Ecuador,JR281B,Moromoro,Granitoid,,,89,736,14,,11,,29,70,22,,168,,236,,,,4555.0516496588,,29,,,,,,,,,70.21,0.11,0.76,14.27,1.61,2.13,2.66,,,5.34,,0.09,1.76,,,,,,,,,232.6,-79.85194444444444,-3.7044444444444444
48,Litherland et al. (1994): Ecuador,JR283,Moromoro,Granitoid,,,92,553,16,,11,,33,70,20,,198,,218,,,,4435.181869404621,,34,,,,,,,,,64.71,0.08,0.74,17.05,2.28,2.21,2.71,,,6.35,,0.12,2.4,,,,,,,,,232.6,-79.85194444444444,-3.7044444444444444
49,Litherland et al. (1994): Ecuador,JR329,Moromoro,Granitoid,,,83,197,5,,8,,13,42,28,,128,,115,,,,2097.7211544481315,,13,,,,,,,,,72.64,0.25,0.35,14.68,2.11,3.99,2.81,,,2.59,,0.05,0.77,,,,,,,,,232.6,-79.85194444444444,-3.7044444444444444
50,Litherland et al. (1994): Ecuador,JR330,Moromoro,Granitoid,,,118,114,3,,11,,9,28,24,,126,,194,,,,3715.9631878795467,,18,,,,,,,,,69.19,0.35,0.62,14.92,2.14,3.75,2.33,,,4.11,,0.07,1.35,,,,,,,,,232.6,-79.85194444444444,-3.7044444444444444
51,Litherland et al. (1994): Ecuador,JR331,Moromoro,Granitoid,,,99,364,9,,8,,22,57,17,,81,,212,,,,2217.5909347023103,,20,,,,,,,,,76.78,0.14,0.37,12.25,0.78,1.88,2.56,,,2.88,,0.05,0.83,,,,,,,,,232.6,-79.85194444444444,-3.7044444444444444
52,Litherland et al. (1994): Ecuador,JR332,Moromoro,Granitoid,,,89,287,6,,5,,17,46,15,,89,,251,,,,1977.8513741939528,,16,,,,,,,,,80.36,0.17,0.33,10.59,0.64,1.81,2.42,,,2.41,,0.04,0.64,,,,,,,,,232.6,-79.85194444444444,-3.7044444444444444
75,Riel et al. (2013): Ecuador,AV-08-28d,La Bocana,Migmatite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.2,0.2,0.78,14.28,1.76,1.52,2.25,,,,,,,,,,,,,,,226.05,-79.9038888888889,-3.6780555555555554
76,Riel et al. (2013): Ecuador,AV-08-32a,La Bocana,Migmatite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.64,,0.8,13.76,1.77,2.41,2.61,,,,,,,,,,,,,,,226.05,-79.97944444444445,-3.6970833333333335
77,Riel et al. (2013): Ecuador,AV-08-33,La Bocana,Migmatite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.68,,0.66,12.4,1.81,2,2.21,,,,,,,,,,,,,,,226.05,-79.97944444444445,-3.6970833333333335
78,Riel et al. (2013): Ecuador,PU-08-10,La Bocana,Migmatite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.3,0.39,0.94,15.55,0.44,1.39,3.74,,,,,,,,,,,,,,,226.05,-80.05499999999999,-3.716111111111111
79,Cochrane et al. (2014): Colombia and Ecuador,10RC28,Chinchina,Amphibolite,,0.2866666666666667,4.858333333333333,22.647666666666666,0.057333333333333326,0.15300000000000002,1.0936666666666668,0.08233333333333333,2.3136666666666668,6.248333333333334,1.2586666666666668,0.9969999999999999,202.95399999999998,5.5183333333333335,55.13766666666667,1.2496666666666667,1.705,0.7476666666666666,5424.52742091686,0.42933333333333334,16.170666666666666,0.237,1.6456666666666664,2.482666666666667,2.611,0.6246666666666666,1.679,0.26966666666666667,,51.215159762120756,0.05902630783187179,0.9050700534220341,18.307993145852233,9.454046971071463,3.9646003427073886,0.24594294929946578,6.83,,,,0.13,6.44,,9.825520800876841,0.5128453038206972,17.52640678210642,15.399491424267195,37.07735576290778,0.7035379760351033,26.21066666666667,224.7,-75.5736111111111,5.051388888888889
