,sample,longitude,latitude,elevation _m.a.s.l._,lithology,"geological unit, locality",age _ma_,dating method,mineral,reference,unnamed: 10,age group,unnamed: 12,feo,sio2,al2o3,fe2o3,mno,mgo,cao,na2o,k2o,tio2,p2o5,cr2o3,loi,tot/c,tot/s,total,unnamed: 29,sc_ppm,be_ppm,v_ppm,cr_ppm,co_ppm,ni_ppm,cu_ppm,zn_ppm,ga_ppm,ge_ppm,as_ppm,rb_ppm,sr_ppm,y_ppm,zr_ppm,nb_ppm,mo_ppm,ag_ppm,in_ppm,sn_ppm,sb_ppm,cs_ppm,ba_ppm,la_ppm,ce_ppm,pr_ppm,nd_ppm,sm_ppm,eu_ppm,gd_ppm,tb_ppm,dy_ppm,ho_ppm,er_ppm,tm_ppm,yb_ppm,lu_ppm,hf_ppm,ta_ppm,w_ppm,tl_ppm,pb_ppm,bi_ppm,th_ppm,u_ppm,s_ppm,hg_ppm,li_ppm,se_ppm,cd_ppm,au_ppm,ti_ppm,unnamed: 82,sree_ppm,_la/yb_n,_la/sm_n,_gd/yb_n,eu/eu*,age_ma,age_ma_error
124,10RC02,-75.20333333333333,4.295555555555556,n.i.,Granite,Ibagué North Batholith,164.4 ± 1.1,U-Pb (LA-ICP-MS),Zircon,Cochrane et al. (2014b),,Latest Triassic to Jurassic granitoids - Ibagué North (ca. 168 - 152 Ma),,,70.15921347181607,14.554252294040538,2.6615186044166586,0.049470606030049415,1.098247453867097,2.354800847030352,3.4134718160734097,3.4035776948673995,0.33640012100433603,0.08904709085408893,,1.05,,,99.17,,6.55,,36,19,4.1946666666666665,7.122,28.541,48.13233333333334,14.445666666666668,2.009,2.409333333333333,125.31799999999998,361.32300000000004,13.110999999999999,113.711,6.86,0.37166666666666665,,,,,1.5156666666666665,706.84,26.524333333333335,44.60466666666667,4.588,16.486666666666668,2.9466666666666668,0.85,2.256,0.35333333333333333,2.125666666666667,0.4563333333333333,1.14,0.20200000000000004,1.3886666666666667,0.252,3.1806666666666668,0.7583333333333334,1.011,,9.061666666666666,,11.510333333333334,2.5996666666666663,177,,,,,,,,104.17433333333332,12.975496838987908,5.621171506577315,1.1036175914728634,0.9663575663041553,164.4,1.1
125,10RC08,-75.27194444444444,4.411388888888889,n.i.,Granodiorite,Ibagué North Batholith,156.5 ± 1.1,U-Pb (LA-ICP-MS),Zircon,Cochrane et al. (2014b),,Latest Triassic to Jurassic granitoids - Ibagué North (ca. 168 - 152 Ma),,,65.67676971725739,16.546048786517044,3.3927857102840124,0.049747591059882884,1.5720238774922992,3.542028483463661,4.09920150333435,2.566975698689957,0.3979807284790631,0.1293437367556955,,1.49,,,99.46290583333338,,7.421333333333333,,73,19,8.011333333333333,12.461333333333334,13.634333333333332,32.51233333333334,17.563,1.9280000000000002,4.496666666666667,60.744,613.2643333333334,8.714,136.15,3.0730000000000004,0.23,,,,,1.071,630.091,17.125,29.254333333333335,3.32,13.217333333333334,2.3716666666666666,0.927,1.957,0.27566666666666667,1.495,0.32466666666666666,0.8376666666666667,0.11099999999999999,0.9326666666666666,0.13566666666666669,3.4743333333333335,0.24466666666666667,0.22566666666666668,,4.044,,4.823,0.862,120,,,,,,,,72.28466666666668,12.473308240062977,4.509104494871773,1.4254168890979997,1.273475288357215,156.5,1.1
126,10RC10,-75.28194444444445,4.403333333333333,n.i.,Bt granite,Ibagué North Batholith,155.4 ± 2.2,U-Pb (LA-ICP-MS),Zircon,Cochrane et al. (2014b),,Latest Triassic to Jurassic granitoids - Ibagué North (ca. 168 - 152 Ma),,,61.75326370140088,18.67493873955267,3.9589270561364334,0.0799783243663926,2.04944456188881,5.028637144536934,3.878948731770041,2.3793551499001797,0.5698455611105472,0.10997019600378982,,1.02,,,99.50330916666665,,6.941333333333334,,72,11,9.517000000000001,6.343500000000001,4.253333333333334,42.627,19.25433333333333,1.59,1.2489999999999999,43.952,718.8256666666666,7.777666666666666,68.89266666666667,4.3933333333333335,0.22166666666666668,,,,,1.0386666666666666,686.075,19.119666666666667,31.762333333333334,3.1830000000000003,12.19,1.982,0.8889999999999999,1.6146666666666667,0.238,1.1963333333333335,0.28933333333333333,0.742,0.122,0.82,0.10766666666666667,1.8340000000000003,0.306,0.07533333333333334,,3.111,,4.241666666666667,0.8736666666666667,125,,,,,,,,74.25599999999999,15.83959212376934,6.024070360388362,1.337662515865665,1.4684794230626148,155.4,2.2
127,10RC05,-74.9661111111111,4.779166666666667,n.i.,Diorite,Ibagué North Batholith,,,,Cochrane et al. (2014b),,Latest Triassic to Jurassic granitoids - Ibagué North (ca. 168 - 152 Ma),,,52.54607927747115,18.51323632714501,8.478668339187156,0.13786452584044157,4.195020572002007,8.380193677872555,3.013324636226794,1.8414761665830408,0.9256618163572504,0.09847466131460111,,1.52,,,99.65,,25.71466666666667,,231.91666666666666,,21.555666666666667,11.391333333333334,22.749,70.61933333333333,18.650666666666666,1.6063333333333334,0.85,65.77533333333334,374.914,18.47866666666667,61.12633333333333,3.9516666666666667,0.216,,,,,0.5213333333333333,355.97433333333333,10.599666666666668,21.65433333333333,2.7123333333333335,12.589333333333334,2.993,1.0073333333333332,3.1093333333333333,0.5539999999999999,3.1893333333333334,0.7143333333333333,2.0,0.2816666666666667,2.0116666666666667,0.31,1.849,0.38400000000000006,0.18100000000000002,,5.372,,2.2303333333333337,0.8676666666666666,,,,,,,,,63.72633333333334,3.579428719250225,2.2115606833196826,1.0499987764761816,0.9982348764955963,,
128,KD-WR-127,-74.711358,7.077206,n.i.,Hb-bt diorite,Segovia Batholith,,,,Leal-Mejía (2011),,Latest Triassic to Jurassic granitoids - Segovia (ca. 168 - 152 Ma),,4.21,60.39,15.23,1.4,0.14,3.04,5.99,2.46,3.65,0.709,0.22,,2.02,,,99.91,,20.0,2,146,90,12,< 20,10,80,20,1.8,< 5,102,449.0,25.2,162,8,3,< 0.5,< 0.1,3,< 0.2,0.7,879.0,28.2,57.6,6.59,25.9,5.28,1.45,4.62,0.77,4.42,0.82,2.52,0.386,2.55,0.388,4.4,0.74,< 0.5,0.68,8,< 0.1,8.72,2.54,,,,,,,,,141.494,7.512534127575082,3.3352512466436512,1.230776867709109,0.8746516070295237,,
129,KD-WR-128,-74.69496,7.061656,n.i.,Plag-hb tonalite,Segovia Batholith,158.7 ± 2.0,U-Pb (LA-ICP-MS),Zircon,Leal-Mejía (2011),,Latest Triassic to Jurassic granitoids - Segovia (ca. 168 - 152 Ma),,3.74,63.71,15.55,0.91,0.088,2.36,4.99,2.78,3.43,0.585,0.17,,1.27,,,99.58299999999998,,15.0,2,112,80,10,< 20,< 10,70,20,1.7,< 5,97,494.0,21.9,157,7.4,3,< 0.5,< 0.1,3,< 0.2,1.1,1085.0,29.5,56.8,6.12,22.8,4.42,1.29,3.7,0.63,3.5,0.65,2.04,0.304,2.1,0.31,4,0.63,< 0.5,0.63,7,< 0.1,10,2.82,,,,,,,,,134.164,9.542897327707454,4.167859938522634,1.1969057665260197,0.9456868538802264,158.7,2.0
130,KD-WR-131,-74.767555,8.13247,n.i.,Gneissic bt diorite,Segovia Batholith,,,,Leal-Mejía (2011),,Latest Triassic to Jurassic granitoids - Segovia (ca. 168 - 152 Ma),,3.77,60.71,16.84,1.65,0.102,2.65,5.71,3.5,3.12,0.734,0.22,,0.83,,,100.3,,14.0,2,141,40,15,< 20,30,80,22,1.6,< 5,89,661.0,20.7,147,9.4,2,< 0.5,< 0.1,2,< 0.2,2.3,1040.0,20.6,45.0,5.27,20.8,4.25,1.27,3.69,0.61,3.53,0.66,2.07,0.319,2.17,0.326,3.9,0.97,< 0.5,0.39,17,0.4,6.46,2.67,,,,,,,,,110.56499999999997,6.448890703688581,3.026855299081658,1.1551653736218865,0.9546439823516624,,
131,KD-WR-210,-74.763466,8.124155,70,Hb diorite,Segovia Batholith,166.5 +2.3/-2.5,U-Pb (LA-ICP-MS),Zircon,Leal-Mejía (2011),,Latest Triassic to Jurassic granitoids - Segovia (ca. 168 - 152 Ma),,5.07,57.83,17.37,0.26,0.105,3.67,6.36,3.51,1.27,0.795,0.19,,1.24,,,97.67,,16.0,2,155,100,11,< 20,< 10,30,11,0.6,6,33,693.0,16.2,91,4.7,< 2,< 0.5,< 0.1,1,< 0.2,0.7,370.0,18.0,37.8,4.52,17.7,3.98,1.26,3.53,0.56,2.84,0.54,1.64,0.259,1.69,0.217,2.7,0.37,1.1,0.08,< 5,< 0.1,4.26,1.22,,,,,,,,,94.53600000000002,7.235413077672085,2.8242478213854083,1.4189448980101367,1.0029044607772937,166.5,1.0499999999999998
132,KD-WR-245,-74.649189,6.453308,430,Granodiorite,El Dorado granitoid (Segovia Batholith),163.1 ± 2.8,U-Pb (LA-ICP-MS),Zircon,Leal-Mejía (2011),,Latest Triassic to Jurassic granitoids - Segovia (ca. 168 - 152 Ma),,5.22,57.5,16.49,0.74,0.127,3.95,2.67,4.08,2.3,0.86,0.2,,4.86,,,98.99699999999999,,17.0,1,143,70,16,< 20,20,90,20,1.4,< 5,64,301.0,19.9,161,9.1,< 2,0.8,< 0.1,3,3.5,1.2,731.0,20.2,42.4,4.94,19.8,4.34,1.25,3.85,0.64,3.66,0.73,2.13,0.317,2.06,0.328,4.2,0.6,0.8,0.4,< 5,< 0.1,4.65,1.26,,,,,,,,,106.64499999999998,6.661341198639957,2.9065313344611017,1.2696120601368235,0.9123486356862659,163.1,2.8
133,KD-WR-248,-74.609768,6.606038,350,Quartz diorite,El Cairo-Normandia granitoid (Segovia Batholith),162.7 ± 2.6,U-Pb (LA-ICP-MS),Zircon,Leal-Mejía (2011),,Latest Triassic to Jurassic granitoids - Segovia (ca. 168 - 152 Ma),,4.7,58.09,17.18,1.83,0.117,2.76,6.14,3.63,1.41,0.969,0.26,,2.41,,,99.496,,16.0,1,144,20,13,< 20,10,80,20,1.6,< 5,37,617.0,21.3,190,8.7,< 2,0.8,< 0.1,1,< 0.2,1.8,687.0,18.4,40.1,4.76,19.8,4.31,1.32,3.99,0.66,3.78,0.74,2.15,0.329,2.2,0.348,4.9,0.56,7,0.23,< 5,< 0.1,4.05,1.75,,,,,,,,,102.88699999999999,5.681626390487149,2.6659618001507632,1.23204833141542,0.953627533802585,162.7,2.6
134,RP-4,-74.72178,7.065276,n.i.,Quartz diorite,Segovia Batholith,,,,Alvarez (2013),,Latest Triassic to Jurassic granitoids - Segovia (ca. 168 - 152 Ma),,,59.52,16.4,6.52,0.11,3.17,5.58,2.99,3.09,0.69,0.26,,1.3,0.02,0.03,99.67,,19.0,<1,167,34.21,15.7,4.6,29.3,46,16.8,,<0.5,52.9,813.6,23.0,192.6,6.2,0.3,<0.1,,1,<0.1,0.8,1202.0,25.8,54.9,7.24,29.4,5.89,1.59,5.26,0.71,3.84,0.75,2.31,0.32,2.14,0.32,5.3,0.4,2.4,<0.1,2,<0.1,5.8,2.1,,<0.01,,<0.5,<0.1,0.8,,,140.47,8.18999171891636,2.7353807139326474,1.6697424977325601,0.8528399254560837,,
135,SIL-1,-74.705457,7.095949,n.i.,Granodiorite - tonalite,Segovia Batholith,,,,Alvarez (2013),,Latest Triassic to Jurassic granitoids - Segovia (ca. 168 - 152 Ma),,,64.0,14.59,5.66,0.1,3.07,4.79,3.0,2.28,0.7,0.18,,1.4,0.03,0.28,99.78,,17.0,<1,134,68.42,10.9,4.9,48,46,15.3,,<0.5,60.2,482.8,17.9,144.1,7.6,0.2,<0.1,,2,<0.1,1,665.0,21.7,44.1,5.52,21.5,4.19,1.08,3.8,0.57,3.23,0.67,1.84,0.28,1.85,0.28,4.3,0.5,0.9,0.3,2.8,<0.1,6.9,2,,<0.01,,<0.5,<0.1,0.9,,,110.60999999999999,7.968297411335386,3.2341419695276072,1.3953700535979017,0.8092997456461145,,
136,SIL-2,-74.706177,7.095388,n.i.,Granodiorite - tonalite,Segovia Batholith,,,,Alvarez (2013),,Latest Triassic to Jurassic granitoids - Segovia (ca. 168 - 152 Ma),,,68.09,17.04,2.18,0.05,1.1,3.9,4.82,1.23,0.3,0.1,,1.1,0.04,<0.02,99.88,,3.0,2,39,27.36,3.2,5.3,2.5,61,18.1,,<0.5,22.7,499.9,8.1,75.8,4.4,<0.1,<0.1,,<1 ,<0.1,0.6,401.0,12.5,23.7,2.95,10.4,1.88,0.67,1.71,0.24,1.46,0.26,0.78,0.13,0.81,0.14,2.1,0.3,0.6,0.1,0.4,<0.1,2.5,0.5,,<0.01,,<0.5,<0.1,<0.5,,,57.63000000000002,10.483408865968642,4.152078283508395,1.43413033286451,1.1176482582375757,,
137,SEG-4,-74.718659,7.083135,n.i.,Granodiorite - tonalite,Segovia Batholith,,,,Alvarez (2013),,Latest Triassic to Jurassic granitoids - Segovia (ca. 168 - 152 Ma),,,67.51,15.35,3.54,0.09,1.74,2.27,4.83,2.42,0.44,0.14,,1.5, <0.02,0.18,99.82,,9.0,1,72,                  ,6.4,1.8,3.8,109,13.9,,<0.5,51.3,397.5,16.2,119.1,8.8, <0.1,<0.1,,1,<0.1,0.9,726.0,31.1,57.7,6.52,23.2,3.99,1.06,3.39,0.49,2.81,0.57,1.56,0.24,1.65,0.27,3.6,0.8,3.6,0.2,1.3,<0.1,12.7,4.6,,<0.01,,<0.5,0.1,<0.5,,,134.55,12.80424498146017,4.8674428687753135,1.395703874184887,0.8559092970476782,,
138,SEG-6,-74.727563,7.085778,n.i.,Granodiorite - tonalite,Segovia Batholith,,,,Alvarez (2013),,Latest Triassic to Jurassic granitoids - Segovia (ca. 168 - 152 Ma),,,67.47,15.53,3.36,0.08,1.51,3.33,3.6,3.01,0.43,0.12,,1.4,0.02,<0.02,99.81,,8.0,2,73,20.52,6.3,1.6,1.4,35,15.7,,<0.5,88.9,432.3,17.4,107.2,8.1,0.1,<0.1,,1,<0.1,0.9,657.0,28.9,50.2,6.43,22.8,4.04,1.0,3.56,0.51,2.88,0.58,1.7,0.25,1.7,0.29,3.4,0.9,1.3,0.2,1.6,<0.1,15.4,4.6,,<0.01,,<0.5,<0.1,<0.5,,,124.84000000000002,11.548523206751053,4.467142916823327,1.4225862496897492,0.7861592830457966,,
139,SEG-16,-74.710296,7.070401,n.i.,Granodiorite - tonalite,Segovia Batholith,,,,Alvarez (2013),,Latest Triassic to Jurassic granitoids - Segovia (ca. 168 - 152 Ma),,,67.02,15.33,3.69,0.1,1.61,3.85,3.48,2.9,0.43,0.13,,1.3,<0.02, <0.02,99.84,,9.0,2,79,13.68,6.3,1.7,14.1,30,15.6,,<0.5,90.1,466.5,14.1,91.3,6.7,<0.1,<0.1,,1,<0.1,1.2,699.0,22.4,41.7,5.08,19.3,3.24,0.89,2.91,0.42,2.34,0.45,1.38,0.21,1.38,0.22,3.1,0.6,1.4,0.3,1.1,0.3,9.4,3.1,,<0.01,,<0.5,<0.1,<0.5,,,101.91999999999997,11.026722925457104,4.317341251237172,1.4324894514767934,0.8658451201566936,,
140,MSK-2,-74.689648,7.088181,n.i.,Granodiorite - tonalite,Segovia Batholith,,,,Alvarez (2013),,Latest Triassic to Jurassic granitoids - Segovia (ca. 168 - 152 Ma),,,62.99,14.96,5.68,0.1,3.1,5.1,2.72,3.19,0.63,0.17,,1.1,0.03,<0.02,99.75,,17.0,1,132,61.68,11.6,4.1,8.2,37,16.1,,<0.5,84,470.3,23.2,156.3,7.4,2.1,<0.1,,1,<0.1,1.3,867.0,28.0,55.1,6.74,25.9,5.27,1.23,4.95,0.7,4.23,0.82,2.33,0.36,2.41,0.36,4.4,0.6,1.3,0.3,2,<0.1,8.5,2.6,,<0.01,,<0.5,<0.1,<0.5,,,138.4,7.8925713885533195,3.317880847724962,1.3952938704763904,0.7224322449550962,,
141,DH6-1,-74.697609,7.019787,n.i.,Granodiorite - tonalite,Segovia Batholith,,,,Alvarez (2013),,Latest Triassic to Jurassic granitoids - Segovia (ca. 168 - 152 Ma),,,64.27,16.04,4.65,0.09,2.05,4.87,3.59,2.33,0.52,0.17,,1.2,0.04,<0.02,99.79,,11.0,<1,101,27.36,9.1,2.1,1.9,36,16.2,,<0.5,57.2,637.1,14.2,124.4,6,<0.1,<0.1,,<1,<0.1,0.9,725.0,32.4,55.2,6.05,20.6,3.72,0.98,3.37,0.45,2.33,0.49,1.33,0.22,1.35,0.22,3.6,0.4,5.4,0.1,1,<0.1,8.3,1.9,,<0.01,,<0.5,<0.1,<0.5,,,128.71,16.30379746835443,5.438954675377706,1.6957962181590873,0.8275174133552545,,
142,KD-WR-06,-73.930801,8.641123,41,Dacite ignimbrite,Norean Fm. (San Lucas),,,,Leal-Mejía (2011),,Latest Triassic to Jurassic volcanics - Noreán Fm. (ca. 202 - 174 Ma),,4.36,59.67,16.23,2.78,0.124,2.86,5.15,3.61,1.95,0.755,0.17,,1.53,,,99.69,,21.0,1,196,< 20,15,< 20,10,60,17,1.0,< 5,30,348.0,23.0,113,4,5,< 0.5,< 0.2,< 1,< 0.5,0.6,713.0,15.4,32.7,3.98,16.7,3.7,1.09,4.0,0.6,3.9,0.8,2.4,0.37,2.4,0.37,3.3,0.3,< 1,0.2,8,< 0.4,1.6,0.4,,,,,,,,,88.41000000000003,4.35900140646976,2.5991561181434597,1.1322081575246132,0.8585522247015344,,
143,KD-WR-07*,-74.162962,8.5552,65,Rhyolite crystal tuff,Norean Fm. (San Lucas),,,,Leal-Mejía (2011),,Latest Triassic to Jurassic volcanics - Noreán Fm. (ca. 202 - 174 Ma),,< 0.01,71.9,13.03,2.45,0.082,0.25,2.23,4.19,3.29,0.282,0.07,,2.43,,,100.2,,6.0,1,17,< 20,2,< 20,< 10,< 30,13,1.0,< 5,65,126.0,23.0,126,6,< 2,< 0.5,< 0.2,< 1,< 0.5,0.9,1238.0,26.1,50.9,5.62,20.4,4.1,0.82,3.7,0.6,3.7,0.7,2.4,0.38,2.5,0.4,3.6,0.4,< 1,0.4,9,< 0.4,5.4,1.2,,,,,,,,,122.32000000000001,7.092151898734177,3.9753010188329734,1.0054008438818567,0.6292092560351358,,
144,KD-WR-45,-74.13845,7.98076,1100,Crystal lithic agglomerate,Norean Fm. (San Lucas),,,,Leal-Mejía (2011),,Latest Triassic to Jurassic volcanics - Noreán Fm. (ca. 202 - 174 Ma),,2.37,71.79,13.95,< 0.01,0.075,0.66,1.78,4.33,3.41,0.305,0.09,,1.129,,,100.1,,5.0,1,31,< 20,4,< 20,< 10,50,15,1.2,< 5,77,278.0,18.6,140,5.5,< 2,< 0.5,< 0.1,< 1,1,0.9,1196.0,28.4,52.5,5.86,19.3,3.48,0.991,3.07,0.51,3.0,0.61,1.93,0.308,2.13,0.354,3.9,0.46,0.5,0.55,12,0.4,4.66,1.38,,,,,,,,,122.44300000000001,9.057665260196906,5.096270430185751,0.9791208573522712,0.9040492032875539,,
145,KD-WR-46,-74.149311,7.980683,1139,Crystal lithic agglomerate,Norean Fm. (San Lucas),,,,Leal-Mejía (2011),,Latest Triassic to Jurassic volcanics - Noreán Fm. (ca. 202 - 174 Ma),,2.28,70.12,13.61,0.11,0.075,0.67,1.84,4.38,3.11,0.306,0.1,,1.624,,,98.48,,5.0,1,32,< 20,4,< 20,< 10,50,14,1.1,< 5,69,214.0,18.2,134,5.1,< 2,< 0.5,< 0.1,< 1,12.2,0.9,1135.0,26.7,48.9,5.48,18.2,3.21,0.942,3.02,0.48,2.76,0.57,1.79,0.287,1.99,0.332,3.5,0.42,3.8,0.43,10,0.3,4.18,1.2,,,,,,,,,114.66099999999999,9.114560142484576,5.194211128199061,1.0309352670525624,0.9077316062392311,,
146,KD-WR-47*,-74.14155,7.97335,1150,Rhyolite,Norean Fm. (San Lucas),,,,Leal-Mejía (2011),,Latest Triassic to Jurassic volcanics - Noreán Fm. (ca. 202 - 174 Ma),,1.48,74.52,12.07,0.21,0.057,0.38,0.76,4.19,4.19,0.154,0.03,,0.7572,,,98.97,,3.0,2,10,< 20,1,< 20,< 10,40,11,0.6,< 5,73,103.0,21.4,97,6.2,< 2,< 0.5,< 0.1,< 1,4.3,0.7,854.0,25.9,50.3,5.69,18.8,3.58,0.665,3.32,0.57,3.45,0.68,2.15,0.343,2.32,0.369,3,0.52,< 0.5,0.45,13,0.3,5.12,1.07,,,,,,,,,118.13699999999999,7.583842572384694,4.517832307946161,0.9721373490469956,0.5779774763373409,,
147,KD-WR-190,-73.933444,8.667556,48,Dacite crystal tuff,Norean Fm. (San Lucas),196.1 ± 4.4,U-Pb (LA-ICP-MS),Zircon,Leal-Mejía (2011),,Latest Triassic to Jurassic volcanics - Noreán Fm. (ca. 202 - 174 Ma),,2.96,64.12,14.86,1.68,0.11,1.48,2.48,3.78,4.01,0.543,0.23,,3.04,,,99.29300000000003,,11.0,2,89,< 20,8,< 20,< 10,80,15,1.0,< 5,93,207.0,27.5,150,6.1,< 2,< 0.5,< 0.1,1,0.8,1.9,872.0,23.9,48.4,6.03,21.4,4.56,1.08,4.36,0.67,4.08,0.88,2.79,0.431,2.81,0.43,4.1,0.54,0.8,1.35,9,< 0.1,4.81,2,,,,,,,,,121.821,5.777887892848026,3.2730031830631434,1.05404147333964,0.7277245078755742,196.1,4.4
148,KD-WR-191*,-73.936167,8.668947,98,Dacite tuff,Norean Fm. (San Lucas),,,,Leal-Mejía (2011),,Latest Triassic to Jurassic volcanics - Noreán Fm. (ca. 202 - 174 Ma),,0.67,78.03,13.04,0.68,0.015,0.34,0.06,0.28,4.15,0.116,0.03,,2.23,,,99.71,,4.0,< 1,8,80,< 1,< 20,< 10,< 30,14,1.2,< 5,98,15.0,49.5,107,5.4,8,< 0.5,< 0.1,< 1,1.7,4.1,655.0,38.5,62.0,5.75,18.8,3.64,0.71,4.69,0.92,6.16,1.28,3.85,0.565,3.51,0.521,3.4,0.59,1.1,1.87,44,< 0.1,4.66,1.12,,,,,,,,,150.89599999999996,7.451284455503864,6.604998377150275,0.9077019245795618,0.5236866761438682,,
149,KD-WR-193*,-73.931714,8.655921,48,Dacite tuff,Norean Fm. (San Lucas),,,,Leal-Mejía (2011),,Latest Triassic to Jurassic volcanics - Noreán Fm. (ca. 202 - 174 Ma),,0.99,74.1,13.11,0.62,0.094,0.26,1.5,3.47,3.54,0.13,0.04,,2.11,,,100.1,,4.0,< 1,8,90,< 1,< 20,< 10,< 30,14,1.1,< 5,88,122.0,21.9,111,5.4,7,< 0.5,< 0.1,< 1,6.7,1.3,1172.0,26.9,48.3,4.9,16.6,3.23,0.586,3.13,0.58,3.63,0.74,2.27,0.367,2.45,0.367,3.3,0.56,1.5,1.68,14,0.6,4.43,1.21,,,,,,,,,114.04999999999998,7.458710066305002,5.200715862627529,0.8678722121760095,0.5543383885007543,,
150,KD-WR-242,-74.144757,7.967324,1007,Porphyritic rhyodacite,Norean Fm. (San Lucas),201.6 ± 3.6,U-Pb (LA-ICP-MS),Zircon,Leal-Mejía (2011),,Latest Triassic to Jurassic volcanics - Noreán Fm. (ca. 202 - 174 Ma),,2.16,70.01,14.38,0.98,0.067,0.71,1.35,5.17,3.1,0.343,0.09,,1.14,,,99.49999999999999,,5.0,1,31,< 20,3,< 20,10,60,13,0.9,6,46,211.0,15.6,159,5.4,< 2,0.7,< 0.1,< 1,0.4,0.3,1372.0,29.5,52.2,5.26,18.4,3.2,0.875,2.56,0.41,2.5,0.52,1.58,0.256,1.81,0.313,4.3,0.38,0.8,0.3,25,< 0.1,4.06,1.08,,,,,,,,,119.38400000000001,11.07186982772688,5.756856540084388,0.9608131104739258,0.9013377173101611,201.6,3.6
151,KD-WR-243*,-74.129179,7.968207,1025,Porphyritic dacite,Norean Fm. (San Lucas),174.3 ± 2.7,U-Pb (LA-ICP-MS),Zircon,Leal-Mejía (2011),,Latest Triassic to Jurassic volcanics - Noreán Fm. (ca. 202 - 174 Ma),,0.54,69.07,16.29,1.62,0.1,0.52,0.12,2.58,5.1,0.364,0.06,,3.11,,,99.474,,4.0,2,27,< 20,6,< 20,50,440,18,1.3,6,119,121.0,23.7,253,8.8,2,1.5,< 0.1,2,1,2.9,1624.0,38.3,79.0,7.69,27.2,4.72,1.08,3.59,0.61,3.57,0.74,2.19,0.341,2.34,0.382,6.9,0.64,1.3,0.66,893,0.1,8.28,2.51,,,,,,,,,171.75300000000004,11.118864726459664,5.067224486876921,1.0422121244906055,0.7683614836587526,174.3,2.7
152,KD-WR-292,-74.101052,8.544918,n.i.,Rhyolite,Norean Fm. (San Lucas),,,,Leal-Mejía (2011),,Latest Triassic to Jurassic volcanics - Noreán Fm. (ca. 202 - 174 Ma),,1.77,74.36,13.96,0.08,0.02,0.09,0.3,4.77,3.71,0.258,0.04,,0.51,,,100.1,,4.0,< 1,12,120,1,< 20,< 10,< 30,8,1.1,< 5,62,138.0,27.1,202,8.1,11,0.7,< 0.1,1,< 0.2,0.5,1183.0,42.0,77.1,8.38,27.1,4.79,0.835,3.86,0.68,4.2,0.93,2.78,0.51,3.33,0.485,5.7,0.53,< 0.5,0.46,8,< 0.1,7.17,1.89,,,,,,,,,176.98000000000002,8.568061732618693,5.475542401099336,0.7874456735216228,0.5730576152730669,,
153,KD-WR-293*,-74.101052,8.544918,n.i.,Rhyolite,Norean Fm. (San Lucas),,,,Leal-Mejía (2011),,Latest Triassic to Jurassic volcanics - Noreán Fm. (ca. 202 - 174 Ma),,0.66,75.18,14.38,0.8,0.016,0.44,0.32,2.88,4.16,0.316,0.06,,1.65,,,100.9,,7.0,2,23,< 20,2,< 20,< 10,200,15,2.1,< 5,93,101.0,26.1,168,9.2,< 2,0.6,< 0.1,2,< 0.2,1.9,671.0,37.4,67.7,7.28,23.6,4.47,0.92,3.63,0.68,4.06,0.89,2.62,0.472,3.09,0.466,4.7,0.62,< 0.5,0.61,9,< 0.1,6.17,2.05,,,,,,,,,157.278,8.222249532314667,5.224893570828496,0.7980418663717177,0.6746371472828658,,
154,KD-WR-294*,-74.101052,8.544918,n.i.,Rhyolite,Norean Fm. (San Lucas),,,,Leal-Mejía (2011),,Latest Triassic to Jurassic volcanics - Noreán Fm. (ca. 202 - 174 Ma),,0.75,80.03,11.22,0.38,0.031,0.24,0.31,2.3,3.98,0.164,0.05,,0.99,,,100.5,,5.0,1,13,80,1,< 20,< 10,40,9,1.7,< 5,79,85.0,22.8,107,6.6,7,< 0.5,< 0.1,< 1,< 0.2,2.3,752.0,26.8,48.6,5.33,17.3,3.34,0.558,2.94,0.55,3.47,0.76,2.27,0.426,2.62,0.398,3.2,0.64,< 0.5,0.56,5,< 0.1,4.3,1.18,,,,,,,,,115.36200000000001,6.948819531677779,5.0107380176356155,0.7622958739974877,0.5308413854577795,,
155,KD-WR-295*,-74.101052,8.544918,n.i.,Rhyolite,Norean Fm. (San Lucas),,,,Leal-Mejía (2011),,Latest Triassic to Jurassic volcanics - Noreán Fm. (ca. 202 - 174 Ma),,0.75,74.52,13.1,0.84,0.02,0.26,0.29,3.07,3.81,0.319,0.05,,1.23,,,98.36,,5.0,< 1,17,< 20,3,< 20,< 10,< 30,14,2.2,8,77,95.0,26.6,221,9,< 2,0.9,< 0.1,2,< 0.2,1,698.0,33.4,61.9,7.13,25.2,4.82,1.24,4.16,0.72,4.15,0.89,2.54,0.443,2.8,0.437,5.4,0.45,< 0.5,0.54,8,< 0.1,3.54,1.31,,,,,,,,,149.83,8.10337552742616,4.327258084283137,1.009282700421941,0.8237892594315356,,
