,Sample,Reference,Unit,Location,Petrography,Rock type,East,North,sio2,tio2,al2o3,fe2o3,feo,Measured Fe,feo_tot,mno,mgo,cao,na2o,k2o,p2o5,LOI,Total,la_ppm,ce_ppm,pr_ppm,nd_ppm,sm_ppm,eu_ppm,gd_ppm,tb_ppm,dy_ppm,ho_ppm,er_ppm,tm_ppm,yb_ppm,lu_ppm,y_ppm,sc_ppm,hf_ppm,nb_ppm,ta_ppm,th_ppm,zn_ppm,co_ppm,ni_ppm,ba_ppm,cr_ppm,v_ppm,se_ppm,br_ppm,cu_ppm,sr_ppm,zr_ppm,rb_ppm,as_ppm,be_ppm,sb_ppm,sn_ppm,u_ppm,w_ppm,bi_ppm,cd_ppm,cs_ppm,ga_ppm,ge_ppm,In_ppm,mo_ppm,pb_ppm,ag_ppm,Tl,Analytical technique (element),Age (Ma) dating,±,Age (Ma) reference,age,±.1,Reference.1,Age max (Ma),±.2,Age min (Ma),±.3,Reference.2,Preferred Age max (Ma),±.4,Preferred Age min (Ma),±.5,Reference(s),Radiometric dating technique,Dated material,87Sr/86Sr,±.6,87Rb/86Sr,±.7,(87Sr/86Sr)i,147Sm/144Nd,±.8,143Nd/144Nd,±.9,eNd,(143Nd/144Nd)i,eNdi,(206Pb/204Pb)i,206Pb/204Pb,(207Pb/204Pb)i ,207Pb/204Pb,(208Pb/204Pb)i,208Pb/204Pb,208Pb/206Pb,207Pb/206Pb,Longitude,Latitude
26,BA62.3,Breitkreuz et al 1989,Chañaral Epimetamorphic complex,South of Chañaral,Basalt,V,352123.0,7072581.0,47.74,2.42,12.11,3.92,9.97,0.0,13.5,0.46,11.7,7.81,0.63,0.21,0.61,1.05,99.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,51.0,0.0,0.0,81.0,0.0,198.0,334.0,265.0,245.0,0.0,0.0,0.0,328.0,184.0,15.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,358.9,0.4,323.2,358.9,0.4,Breitkreuz et al 1989,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.48333966743058,-26.459443936462414
27,BA81,Breitkreuz et al 1989,Chañaral Epimetamorphic complex,South of Chañaral,Basalt,V,346156.0,7082789.0,51.7,1.99,13.06,3.49,5.56,0.0,8.7,0.15,8.26,10.82,3.87,0.33,0.2,2.01,102.14,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,304.0,324.0,318.0,0.0,0.0,0.0,436.0,76.0,19.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,358.9,0.4,323.2,358.9,0.4,Breitkreuz et al 1989,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.54195123589474,-26.366672003937154
28,BA82,Breitkreuz et al 1989,Chañaral Epimetamorphic complex,South of Chañaral,Basalt,V,346156.0,7082789.0,48.33,1.88,9.45,3.38,6.66,0.0,9.7,0.18,10.3,10.0,0.84,0.72,0.25,6.75,99.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,22.0,0.0,0.0,90.0,0.0,200.0,416.0,1701.0,276.0,0.0,0.0,0.0,299.0,97.0,46.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,358.9,0.4,323.2,358.9,0.4,Breitkreuz et al 1989,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.54195123589474,-26.366672003937154
29,BA83,Breitkreuz et al 1989,Chañaral Epimetamorphic complex,South of Chañaral,Basalt,V,346156.0,7082789.0,43.09,1.91,12.4,3.41,9.09,0.0,12.16,0.22,14.59,7.27,0.9,0.21,0.3,5.47,99.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,23.0,0.0,0.0,113.0,0.0,408.0,128.0,576.0,236.0,0.0,0.0,0.0,150.0,112.0,15.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,358.9,0.4,323.2,358.9,0.4,Breitkreuz et al 1989,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.54195123589474,-26.366672003937154
30,BA84,Breitkreuz et al 1989,Chañaral Epimetamorphic complex,South of Chañaral,Basalt,V,346156.0,7082789.0,47.1,2.13,12.28,3.63,10.67,0.0,13.94,0.2,9.3,7.21,3.24,0.18,0.41,1.71,99.24,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,62.0,405.0,151.0,0.0,0.0,0.0,237.0,106.0,7.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,358.9,0.4,323.2,358.9,0.4,Breitkreuz et al 1989,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.54195123589474,-26.366672003937154
31,BA85,Breitkreuz et al 1989,Chañaral Epimetamorphic complex,South of Chañaral,Basalt,V,346156.0,7082789.0,49.84,2.29,14.09,3.79,7.47,0.0,10.88,0.18,7.09,11.13,3.44,0.47,0.4,1.52,102.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,295.0,305.0,303.0,0.0,0.0,0.0,474.0,94.0,19.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,358.9,0.4,323.2,358.9,0.4,Breitkreuz et al 1989,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.54195123589474,-26.366672003937154
32,BA86a,Breitkreuz et al 1989,Chañaral Epimetamorphic complex,South of Chañaral,Basalt,V,346156.0,7082789.0,41.73,4.14,11.96,5.64,8.3,0.0,13.37,0.18,7.78,14.09,1.36,1.34,0.54,1.06,99.05,38.88,64.94,0.0,20.19,10.15,2.55,0.0,1.16,0.0,0.0,0.0,0.0,1.93,0.22,27.0,0.0,0.0,55.0,0.0,0.0,108.0,0.0,81.0,1363.0,-10.0,455.0,0.0,0.0,0.0,722.0,293.0,37.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,358.9,0.4,323.2,358.9,0.4,Breitkreuz et al 1989,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.54195123589474,-26.366672003937154
33,BA86b,Breitkreuz et al 1989,Chañaral Epimetamorphic complex,South of Chañaral,Basalt,V,346156.0,7082789.0,41.72,4.04,11.6,5.54,7.91,0.0,12.89,0.17,8.08,15.17,1.18,1.0,0.51,1.13,98.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,52.0,0.0,0.0,116.0,0.0,65.0,1033.0,-10.0,447.0,0.0,0.0,0.0,659.0,286.0,26.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,358.9,0.4,323.2,358.9,0.4,Breitkreuz et al 1989,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.54195123589474,-26.366672003937154
34,BA86c,Breitkreuz et al 1989,Chañaral Epimetamorphic complex,South of Chañaral,Basalt,V,346156.0,7082789.0,43.1,3.57,10.06,5.07,6.61,0.0,11.17,0.18,10.09,16.83,0.93,1.04,0.5,2.49,101.21,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,3714.0,225.0,225.0,0.0,0.0,0.0,1513.0,178.0,26.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,358.9,0.4,323.2,358.9,0.4,Breitkreuz et al 1989,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.54195123589474,-26.366672003937154
35,BA86d,Breitkreuz et al 1989,Chañaral Epimetamorphic complex,South of Chañaral,Basalt,V,346156.0,7082789.0,46.05,4.31,15.35,4.9,9.62,0.0,14.03,0.32,5.24,9.31,3.51,1.39,1.25,0.75,102.17,15.99,33.48,0.0,23.0,5.53,1.52,0.0,0.7,0.0,0.0,0.0,0.0,3.43,0.32,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1055.0,237.0,237.0,0.0,0.0,0.0,1493.0,242.0,31.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,358.9,0.4,323.2,358.9,0.4,Breitkreuz et al 1989,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.54195123589474,-26.366672003937154
36,BA100.1,Breitkreuz et al 1989,Chañaral Epimetamorphic complex,South of Chañaral,Basalt,V,343697.0,7041427.0,48.22,2.82,13.7,4.32,7.48,0.0,11.37,0.15,8.46,6.76,4.01,0.8,0.35,2.62,100.53,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,22.0,0.0,0.0,99.0,0.0,97.0,262.0,343.0,343.0,0.0,0.0,0.0,505.0,169.0,26.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,358.9,0.4,323.2,358.9,0.4,Breitkreuz et al 1989,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.57167328091676,-26.739728214826776
37,BA100.2,Breitkreuz et al 1989,Chañaral Epimetamorphic complex,South of Chañaral,Basalt,V,343697.0,7041427.0,49.09,2.25,10.84,3.75,7.47,0.0,10.84,0.18,11.89,7.5,2.77,0.6,0.26,2.99,100.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,15.0,0.0,0.0,111.0,0.0,647.0,182.0,258.0,258.0,0.0,0.0,0.0,224.0,133.0,22.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,358.9,0.4,323.2,358.9,0.4,Breitkreuz et al 1989,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.57167328091676,-26.739728214826776
38,BA101,Breitkreuz et al 1989,Chañaral Epimetamorphic complex,South of Chañaral,Tuff (dacitic),V,343697.0,7041427.0,64.27,0.74,16.02,2.24,3.32,0.0,5.34,0.07,3.38,1.22,6.26,-0.05,0.17,1.93,99.99,53.78,107.38,0.0,47.26,9.61,1.56,0.0,1.15,0.0,0.0,0.0,0.0,4.88,0.69,25.0,0.0,0.0,14.0,0.0,0.0,60.0,0.0,44.0,103.0,105.0,105.0,0.0,0.0,0.0,124.0,172.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,358.9,0.4,323.2,358.9,0.4,Breitkreuz et al 1989,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.57167328091676,-26.739728214826776
39,BA104,Breitkreuz et al 1989,Chañaral Epimetamorphic complex,South of Chañaral,Basalt,V,343697.0,7041427.0,47.19,2.99,14.53,4.49,9.13,0.0,13.17,0.22,6.27,7.95,3.72,0.15,0.34,2.44,100.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,23.0,0.0,0.0,116.0,0.0,29.0,185.0,396.0,396.0,0.0,0.0,0.0,433.0,167.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,358.9,0.4,323.2,358.9,0.4,Breitkreuz et al 1989,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.57167328091676,-26.739728214826776
40,AE18,Breitkreuz et al 1989,Agua Escondida Formation,Sierra Almeida,0,V,542672.0,7320675.0,66.64,0.46,14.83,1.96,0.98,0.0,2.74,0.09,1.0,2.63,3.46,4.55,0.14,2.93,99.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,14.0,0.0,0.0,45.0,0.0,-10.0,833.0,-10.0,51.0,0.0,0.0,0.0,268.0,194.0,163.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,323.2,0.4,201.3,0.2,Breitkreuz et al 1989,291.7,1.9,267.0,2.7,Solari et al 2017,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68.57972359290206,-24.226113140857745
41,AE20,Breitkreuz et al 1989,Agua Escondida Formation,Sierra Almeida,0,V,542024.0,7320984.0,75.24,0.21,12.91,1.36,0.0,0.0,1.22,0.03,0.18,0.41,3.49,5.02,0.03,0.88,99.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,16.0,0.0,0.0,35.0,0.0,-10.0,905.0,-10.0,26.0,0.0,0.0,0.0,135.0,180.0,167.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,323.2,0.4,201.3,0.2,Breitkreuz et al 1989,291.7,1.9,267.0,2.7,Solari et al 2017,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68.5861146322447,-24.223339801421503
42,AE23,Breitkreuz et al 1989,Cerros Puquios Beds,Sierra Almeida,0,V,541121.0,7320987.0,75.76,0.16,13.07,1.64,0.0,0.0,1.48,0.04,0.26,0.36,2.7,5.2,0.03,1.02,100.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,13.0,0.0,0.0,63.0,0.0,-10.0,556.0,-10.0,-15.0,0.0,0.0,0.0,116.0,152.0,190.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,323.2,0.4,201.3,0.2,Breitkreuz et al 1989,259.7,2.6,256.1,2.6,Solari et al 2017,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68.59500799572032,-24.22333661888472
43,CB2,Breitkreuz et al 1989,Cerro Rincones Beds,Salar Punta Negra,0,V,479258.0,7309775.0,69.47,0.38,15.35,1.88,0.11,0.0,1.8,0.04,-0.01,1.81,3.73,4.97,0.09,2.16,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,10.0,0.0,0.0,34.0,0.0,-10.0,937.0,52.0,45.0,0.0,0.0,0.0,231.0,174.0,142.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,323.2,0.4,201.3,0.2,Breitkreuz et al 1989,259.1,0.5,237.0,0.0,Astudillo et al 2017,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.20444703229485,-24.325003887692024
44,CB5,Breitkreuz et al 1989,Sierra de Varas Formation,Salar Punta Negra,0,V,480188.0,7309530.0,77.0,0.24,13.02,1.4,0.0,0.0,1.26,0.03,0.53,0.41,6.87,0.17,0.06,0.76,100.49,37.45,0.0,0.0,21.29,2.59,0.6,0.0,0.28,0.0,0.0,0.0,0.0,1.14,0.18,-5.0,0.0,0.0,8.0,0.0,0.0,24.0,0.0,-10.0,135.0,56.0,15.0,0.0,0.0,0.0,308.0,119.0,17.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,323.2,0.4,201.3,0.2,Breitkreuz et al 1989,211.3,2.9,211.0,9.0,Astudillo et al 2017,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.19528376310352,-24.327228759988294
45,CB7b,Breitkreuz et al 1989,Sierra de Varas Formation,Salar Punta Negra,0,V,480583.0,7309439.0,85.74,0.12,7.49,0.0,0.0,0.0,0.0,0.03,-0.01,1.57,2.46,0.97,0.03,1.81,100.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,9.0,0.0,0.0,-5.0,0.0,-10.0,225.0,133.0,-15.0,0.0,0.0,0.0,179.0,70.0,46.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,323.2,0.4,201.3,0.2,Breitkreuz et al 1989,211.3,2.9,211.0,9.0,Astudillo et al 2017,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.19139156182565,-24.32805561749663
46,CC5,Breitkreuz et al 1989,Cuyucas Beds,Salar de Atacama,Ash tuff,V,672986.0,7421367.0,77.2,0.23,11.94,1.32,0.0,0.0,1.19,0.08,0.98,1.19,3.41,1.65,0.04,2.27,100.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,13.0,0.0,0.0,108.0,0.0,-10.0,189.0,-10.0,29.0,0.0,0.0,0.0,236.0,173.0,119.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,323.2,0.4,201.3,0.2,Breitkreuz et al 1989,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67.3083338766996,-23.30805798315818
47,CB8,Breitkreuz et al 1989,La Tabla Formation,Salar Punta Negra,0,V,479432.0,7306546.0,77.52,0.23,12.87,0.98,0.0,0.0,0.88,0.03,0.71,0.65,3.2,2.23,0.04,2.16,100.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,8.0,0.0,0.0,23.0,0.0,-10.0,1088.0,-10.0,19.0,0.0,0.0,0.0,319.0,119.0,86.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,323.2,0.4,201.3,0.2,Breitkreuz et al 1989,259.1,0.5,237.0,0.0,Astudillo et al 2017,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.20277840466336,-24.35416996494017
48,CC9,Breitkreuz et al 1989,Cas Formation,Salar de Atacama,Lava,V,608213.0,7421582.0,61.49,0.75,15.71,2.25,3.4,0.0,5.42,0.08,3.58,3.92,3.15,3.91,0.18,1.92,100.72,24.82,50.75,0.0,20.88,4.41,0.94,0.0,0.59,0.0,0.0,0.0,0.0,1.45,0.28,35.0,0.0,0.0,9.0,0.0,0.0,49.0,0.0,27.0,759.0,68.0,145.0,0.0,0.0,0.0,452.0,174.0,143.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,323.2,0.4,201.3,0.2,Breitkreuz et al 1989,248.0,3.0,248.0,3.0,Breitkreuz and Van Schmus 1996,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67.941669200216,-23.311672191152113
49,CC10,Breitkreuz et al 1989,Cas Formation,Salar de Atacama,Pumice tuff,V,608213.0,7421582.0,75.63,0.22,12.81,1.35,0.0,0.0,1.21,0.03,0.2,-0.01,2.76,6.02,-0.01,0.59,99.61,39.11,70.75,0.0,24.9,5.03,0.62,0.0,0.61,0.0,0.0,0.0,0.0,2.71,0.41,51.0,0.0,0.0,16.0,0.0,0.0,18.0,0.0,-10.0,1393.0,-10.0,17.0,0.0,0.0,0.0,127.0,170.0,238.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,323.2,0.4,201.3,0.2,Breitkreuz et al 1989,248.0,3.0,248.0,3.0,Breitkreuz and Van Schmus 1996,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67.941669200216,-23.311672191152113
50,CC13,Breitkreuz et al 1989,Peine Formation,Salar de Atacama,Pumice tuff,V,601329.0,7391305.0,70.6,0.39,12.69,1.89,0.42,0.0,2.12,0.07,0.19,3.39,2.22,2.99,0.08,4.76,99.74,21.91,49.68,0.0,21.23,4.93,1.23,0.0,0.79,0.0,0.0,0.0,0.0,2.63,0.47,28.0,0.0,0.0,9.0,0.0,0.0,41.0,0.0,-10.0,571.0,-10.0,25.0,0.0,0.0,0.0,208.0,151.0,114.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,323.2,0.4,201.3,0.2,Breitkreuz et al 1989,251.9,0.02,247.2,0.0,Niemeyer et al 2013,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68.0069448950064,-23.58556114240265
51,CC20,Breitkreuz et al 1989,Peine Formation,Salar de Atacama,Lava,V,602346.0,7390898.0,50.14,2.63,13.0,4.13,9.14,0.0,12.86,0.24,3.98,5.62,4.16,0.54,0.81,4.43,99.84,32.65,75.68,0.0,54.49,10.51,2.35,0.0,1.19,0.0,0.0,0.0,0.0,7.3,0.97,52.0,0.0,0.0,15.0,0.0,0.0,110.0,0.0,-10.0,556.0,-10.0,401.0,0.0,0.0,0.0,315.0,347.0,21.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,323.2,0.4,201.3,0.2,Breitkreuz et al 1989,251.9,0.02,247.2,0.0,Niemeyer et al 2013,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67.99695122372474,-23.58917289174511
52,CC25a,Breitkreuz et al 1989,Peine Formation,Salar de Atacama,Ash tuff,V,603693.0,7392919.0,52.45,0.85,18.87,5.88,4.61,0.0,9.9,0.13,5.88,6.42,3.33,1.75,0.24,2.86,100.26,23.69,0.0,0.0,28.24,4.09,1.06,0.0,1.01,0.0,0.0,0.0,0.0,2.78,0.33,23.0,0.0,0.0,7.0,0.0,0.0,87.0,0.0,34.0,824.0,62.0,153.0,0.0,0.0,0.0,490.0,161.0,49.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,323.2,0.4,201.3,0.2,Breitkreuz et al 1989,251.9,0.02,247.2,0.0,Niemeyer et al 2013,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67.9838919763957,-23.570834733371363
