,sample,rock type,locality,lat.,long.,n°of spots,mswd,age_x,95% c.l.,method,lithology,age group,age,sio2,tio2,al2o3,fe2o3,feo,mno,mgo,cao,na2o,k2o,p2o5,so3,f_ppm,total,la_ppm,pr_ppm,ce_ppm,nd_ppm,sm_ppm,eu_ppm,gd_ppm,dy_ppm,ho_ppm,tm_ppm,er_ppm,yb_ppm,lu_ppm,sc_ppm,y_ppm,zr_ppm,nb_ppm,ta_ppm,ga_ppm,rb_ppm,sr_ppm,ba_ppm,th_ppm,hf_ppm,u_ppm,ti ,longitude,latitude
45,FO98P15,Granodiorite,Puerto Cueri Cueri,47°00.40',74°12.48',9 of 10,0.86,67.2,1,SHRIMP,Granodiorite,Pal,67.2,69.84,0.33,15.56,1.01,1.4,0.05,0.9,2.62,3.6,3.49,0.08,0.57,,99.45,24,,50,21,3.62,0.6,3.05,2.41,0.51,,1.33,1.3,0.22,5,12,154,13,,,,314,600,11,3.9,,,-74.208,-47.00666666666667
46,F00329,Granodiorite,Punta Grup,52°54.33',73°46.29,13 of 13,2,64.3,1,SHRIMP,Granodiorite,Pal,64.3,71.358,0.361,14.011,2.473,,0.065,0.712,2.047,4.26,3.078,0.091,0.018,0.028,98.50200000000001,28.057516641692626,5.26011571398003,49.36339436761735,17.822417850492272,3.3411553156666973,0.7063162734543414,2.770609155356437,2.837177792531367,0.5933069593124201,0.2980386289746373,1.8598562644216805,2.1883504332204784,0.35577197011656014,6.952437500693306,18.82895221011998,240.40934222864882,13.376137018857872,1.1162965608373043,13.867839815408134,,180.0707681181123,546.2311262886976,11.251962889043341,5.276153681079483,2.3457296837981327,2206.517369705606,-73.77,-52.9055
47,CA9913,Granodiorite,Canal Adalberto,48°40.53',74°34.36',,,57.2,0.2,TIMS,Gabbro-diorite,Pal,57.2,53.6,1.57,17.09,4.99,5.24,0.16,3.7,6.8,3.93,1.05,0.3,1.46,,99.89,18,,41,23,4.96,1.6,4.59,5,0.99,,2.63,2.67,0.42,29,26,125,8,,,,510,222,1,2.6,,,-74.57266666666666,-48.6755
48,F00039,Tonalite,Canal Guadalupe,51°12.10',74°39.98',5 of 12,0.04,56.5,1,SHRIMP,Tonalite,Pal,56.5,61.658,0.925,16.664,6.278,,0.137,2.062,5.63,4.097,1.003,0.247,0.096,0.041,98.838,11.810360583556529,3.649475064366671,25.209351233397403,16.818695603727097,4.735663626999051,1.4191072453006224,5.100688695322398,5.620461166339806,1.146340865842482,0.5071589677237573,3.540775535397864,3.3745510779926504,0.5031992584421509,22.043154752063387,35.13191137525394,168.6214021669085,5.7297220039934205,0.32095723853547203,15.10936947580603,28.4,347.44973885091497,251.58346477243967,1.5030792814783716,3.91109993987271,0.39630292603057204,5945.008998048758,-74.66633333333333,-51.20166666666667
49,F00205,Gabbro,Faro Felix,52°57.97',74°04.41',14 of 17,0.48,52.7,1,SHRIMP,Gabbro-norite,Pal,52.7,51.034,0.687,21.08,7.237,,0.12,4.286,10.507,3.095,0.302,0.093,0.017,0.014,98.472,4.010554733371229,1.0718998921036205,7.472177246245064,5.078057628909764,1.4075519325956247,0.8721106753604724,1.5575328909814188,1.6262953150164456,0.3397445520976522,0.15069325696548105,1.0347191880051416,1.0658641491916812,0.15872893108092642,25.298578271999844,9.945197398682966,21.718407078457048,0.9600673962147932,0.059530087993463515,16.459300251744413,5.9,475.5911791532849,100.76155147674908,0.4780459861438932,0.6437264444983092,0.1401218689985097,4251.751980429125,-74.0735,-52.966166666666666
50,F00040,Tonalite,Canal Smythe,51°45.180',74°10.809',7 of 10,0.43,49.9,1,SHRIMP,Tonalite,Pal,49.9,63.137,0.686,16.422,5.773,,0.131,2.409,5.251,4.083,1.704,0.172,0.02,0.05,99.838,17.03190033578068,4.005655140904561,32.047054741393815,15.893171074326256,3.371754972026188,1.0233489047831301,3.101195828660563,3.032772963866121,0.6131657645048029,0.2821046885727086,1.8925858364641561,2.008502944687585,0.3088340924634184,15.050622447767003,18.726587800351666,178.9784706612298,8.11048924550211,0.5315992692427266,14.892877351729695,39.7,398.3195600563285,400.19600853158425,4.065590399283781,3.957904894588644,1.028115098946097,4172.512201338158,-74.18015,-51.753
51,F00070,Gabbro,Canal Señoret,52°06.03',74°14.11',16 of 17,0.74,40.3,1,SHRIMP,Gabbro,Pal,40.3,51.86,0.629,17.472,8.727,,0.195,5.93,9.417,3.285,0.972,0.095,0.028,0.079,98.68899999999998,12.377554902633792,3.6071174143298754,26.69369153231322,15.301984990936566,3.5371349157161838,1.356051739011898,3.1725771071320232,2.9379160332765544,0.5814032949409956,0.2577773781212905,1.7474311718182698,1.777240729153397,0.2757139261636967,30.524331161780974,17.585331626704697,70.27414641496641,1.6545451392644954,0.11647510182086389,16.18226402822293,27.3,466.86120765362125,186.33494245201157,2.0387738355836773,1.9672242272375,0.4433791154486202,3808.1673771478395,-74.23516666666667,-52.1005
52,FO98P12,Monzodiorite,Fiordo Nassau,47°55.65',74°47.11',8 of 8,0.62,25,0.3,SHRIMP,Monzodiorite,Neo,25.0,55.86,1.12,17.87,4.39,4.52,0.2,2.88,6.29,5.04,0.68,0.24,0.45,,99.54,10,,25,18,4.44,1.46,5,5.12,1.05,,2.88,2.86,0.45,25,29,151,9,,,,342,254,2,5,,,-74.78516666666667,-47.9275
53,CA9914B,Gabbro–diorite,Canal Adalberto,48°36.26',74°54.2',10 of 11,0.43,23.1,0.3,SHRIMP,Gabbro-diorite,Neo,23.1,55.469,0.787,17.115,8.257,,0.14,3.986,8.507,3.116,1.225,0.125,0.078,0.046,98.85100000000001,9.068041762856657,2.8673856400018445,19.591296911365287,13.723153553778266,3.9752555207388034,1.1068092198219173,4.427855657245488,4.878376288610295,1.0239902130030438,0.43098593172615723,3.0166166453442576,2.8306128757716085,0.41296584957071875,32.80741842624281,29.204895119889944,28.33550626188428,2.3204387650809326,0.18998531682625544,15.550934062119822,50,291.41153253245176,205.25393557340942,3.5388153034438106,1.2971320594187392,0.764736046305749,4928.852345263863,-74.90333333333334,-48.60433333333334
54,F00418,Granodiorite,Canal Artillería,50°24.91',74°33.12',10 of 11,1.08,22.6,0.3,SHRIMP,Granodiorite,Neo,22.6,70.486,0.385,14.467,3.242,,0.047,0.893,2.7,3.854,3.233,0.085,0.03,0.054,99.47600000000001,13.935359710765104,3.1353587991907546,25.786290509116494,12.717087186616688,2.9342168788871756,0.7102406203555424,2.8925091797604625,3.057670016470844,0.6456550002422554,0.3135484138478803,2.026149828505885,2.216634285894113,0.3447397702813216,7.544688570570021,20.271164886908483,198.54575537148799,5.4185444066026065,0.4404635487620909,13.660834305314111,87.9,241.60938877855656,525.6193570659619,11.600191689685294,5.14510021861791,2.513178920177479,2322.5233500844556,-74.552,-50.415166666666664
55,F00202,Gabbro–diorite,I. Manuel Rodriguez,52°40.34',73°45.61',12 of 14,1.05,21.6,0.3,SHRIMP,Gabbro-diorite,Neo,21.6,52.791,1.13,18.292,9.909,,0.2,4.078,8.436,3.398,0.822,0.271,0.031,0.022,99.38,12.248368306511338,3.661322144048629,26.743954689148865,15.601167746683531,3.6561473297522746,1.1151870870335874,3.4171931159532,3.50679378784614,0.7216656014636035,0.32621926287106623,2.1818834273224432,2.2455152594733185,0.3352668889087102,21.65686701881454,21.83610966491936,43.20338505691279,4.716386079449079,0.29224882661082624,16.80538658922916,20.9,534.2794111204768,139.8396103888036,1.9395066102586718,1.5648453021801643,0.5028084919030099,6867.0532309810815,-73.76016666666666,-52.672333333333334
56,F00211,Granodiorite,Puerto Gomez,52°58.51',72°57.17',18 of 20,1.4,20.6,0.2,SHRIMP,Granodiorite,Neo,20.6,69.83,0.291,14.888,2.335,,0.051,0.807,2.582,3.646,3.631,0.07,0.019,0.035,98.185,28.90330952079617,5.231934199119357,50.665261813758,17.10124441326456,2.896582290679549,0.6732185644945894,2.2491874191573418,2.2030507454599024,0.42830329198415307,0.20292761672876014,1.3429839445825649,1.5265535157588945,0.23823021003565253,5.924919722603502,13.859796211251291,134.14121075849513,8.278911867191523,0.7176530590582463,13.474000709073385,150.7,243.9565813152242,645.0206611294935,34.312945202730525,3.5770827737429385,4.39186007650828,1743.1038901167096,-72.95283333333333,-52.97516666666667
57,CE9924,Ultrabasic,Canal Erhart,48°44.95',74°57.38',,,20 and 120,,SHRIMP,Ultrabasic,,120.0,41.28,0.11,19.23,1.4,5.84,0.1,14.17,12.67,0.84,0.1,0.02,3.95,,99.71,1,,2.5,2,0.38,0.25,0.41,0.4,0.078,,0.21,0.2,0.03,,2,8,,,,,433,,,,,,-74.95633333333333,-48.74916666666667
58,F00023,Tonalite,Bahia Inservible,50°46.90',74°15.45',14 of 15,0.75,19.8,0.2,SHRIMP,Tonalite,Neo,19.8,61.651,0.617,14.935,5.955,,0.122,2.107,4.826,3.316,1.864,0.106,0.022,0.032,95.553,26.290343523541328,6.264748096286059,51.57392626144847,24.711508956901884,5.214265771818954,1.1887012029040311,4.504696345916629,4.2128164730076145,0.8427719169945829,0.36196930152123974,2.4780814139554352,2.4579369827647644,0.36154030722882763,17.043923469525513,25.41318375123682,171.8373549680317,10.94930247442675,0.7069162963778143,16.326524887949535,72.7,410.8742481879887,552.1001334177195,9.928334093396805,4.407164861552176,1.6269707135603138,4725.366538473267,-74.2575,-50.781666666666666
59,F00010,Granite (altered),Fiordo Asia,50°40.95',73°47.10',6 of 18,1.4,18.9,0.5,SHRIMP,Granite,Neo,18.9,74.283,0.108,13.908,1.348,,0.098,0.245,1.215,3.568,4.037,0.047,0.017,0.039,98.91300000000001,16.018501373187323,3.366241252060652,29.813303800051358,12.66783325095839,2.7983003538630653,0.4731479113998928,2.7104862460760035,3.096766835538648,0.5957483452288836,0.2825371608512902,1.8577629823017128,1.9398563733490444,0.2881712416063624,3.9398109853122163,20.546290980901247,54.62727268560915,9.39417562559857,1.2226336088031444,13.930597253716305,,123.65405207189886,576.2629068943114,10.117766526577297,1.7357728137179376,1.8203482226545478,531.1345569419396,-73.785,-50.6825
60,F00013,Granodiorite,Puerto Tillman,50°30.50',73°42.95',15 of 18,2.1,18.8,0.2,SHRIMP,Granodiorite,Neo,18.8,66.498,0.426,15.062,3.697,,0.084,1.861,4.037,3.468,2.234,0.132,0.02,0.021,97.54,25.99046915556763,4.199532274776484,41.771385155774375,14.04075315263969,2.3232020501109205,0.6805312512331539,1.8289890107525486,1.5806431840339488,0.33010682904072064,0.14152752919600492,0.9745566612621007,1.0156791046864495,0.15269788546159319,8.800702349609825,10.010865943389836,77.82830013914067,9.312102401659752,0.7973543539079416,14.911695041817902,110.2,367.0680021975921,398.4676504913188,15.407107667884983,2.2426798371162957,2.236407070731023,2638.3906278277136,-73.71583333333334,-50.50833333333333
61,F00326,Tonalite,Canal Bambach,52°25.05',73°45.59',5 of 6,0.29,18.8,0.5,SHRIMP,Tonalite,Neo,18.8,66.457,0.474,16.024,4.524,,0.111,1.838,4.543,3.886,1.634,0.124,0.019,0.044,99.678,,,,,,,,,,,,,,,,,,,,47.9,,,,,,,-73.75983333333333,-52.4175
62,F00042,Tonalite,Isla Piazzi,51°45.456',74°11.158',9 of 9,0.17,18.4,0.9,SHRIMP,Tonalite,Neo,18.4,65.202,0.503,16.082,4.741,,0.107,1.755,4.722,4.085,1.564,0.11,0.022,0.039,98.932,10.354411124972064,3.0485668705474436,21.364134049768122,13.662461507351516,3.6767216065759376,0.913974710253193,3.7033217949786263,3.9433218550504807,0.797425473060672,0.37147671410618976,2.5012102943830374,2.5781843084842735,0.39753117795033405,13.965818333142694,24.850994657288854,153.75446056322866,4.306140086025549,0.3427800748002467,14.241377877836644,38.3,350.48215917004524,293.5787192571053,7.580512554421338,4.009289777677725,2.0508697496887627,3196.916325035622,-74.18596666666667,-51.7576
63,F00352,Granodiorite,Bahia Girior,53°24.61',72°46.63',6 of 6,0.89,18,0.6,SHRIMP,Granodiorite,Neo,18.0,67.075,0.416,16.138,3.75,,0.103,1.536,3.96,4.078,2.511,0.13,0.019,0.071,99.78699999999999,16.9973968469421,3.885314615963996,33.01843022083567,14.84628263629046,3.0593244496170287,0.813978775773553,2.78149375908076,2.481363364334689,0.4914918376995346,0.21690287422719046,1.4315279829338223,1.5608955980948211,0.2372143806362114,9.63022554468902,15.14896124268101,169.81428535992876,6.589569928558874,0.5319852536482629,15.710344888779423,79.7,387.17416194356656,369.64000454841334,9.687293385392943,4.255971601568349,1.5644212012518366,2638.8419536484616,-72.77716666666667,-53.41016666666667
64,FO98P2,Tonalite,Punta Daphne,47°36.37',74°19.03',16 of 17,1.13,16.4,0.3,SHRIMP,Tonalite,Neo,16.4,66.91,0.48,17.44,1.34,1.4,0.07,1.13,4.31,4.93,1.11,0.12,0.45,,99.69,21,,48,20,2.77,0.82,2.07,1.35,0.26,,0.71,0.66,0.11,5,7,75,7,,,17.6,720,369,3,2.8,,,-74.31716666666667,-47.60616666666667
65,F00019,Dacite,Isla del Medio,50°35.33',73°45.10',12 of 31,0.54,4.9,0.1,SHRIMP,Dacite,Neo,4.94,65.798,0.306,16.376,3.532,,0.077,1.366,4.337,4.172,1.453,0.128,0.033,0.092,97.67,13.223730432733404,2.8419387016169604,24.350810734781728,10.370262933265268,2.0950371470849674,0.704076456896504,1.667553262750901,1.4564879140934355,0.29250629126083166,0.12648342865445963,0.8218379548674501,0.8999447368422027,0.14053914974925016,7.355711726961101,8.907661913456637,112.12091165969477,6.094047068892614,0.4430553782703803,15.649550220538133,26,473.4341686423721,310.034082843088,3.308283048859082,2.709002134988665,0.9587806725228283,2129.438292083262,-73.75166666666667,-50.58883333333333
