,sample,rock type,locality,lat.,long.,n°of spots,mswd,age_x,95% c.l.,method,lithology,age group,age,sio2,tio2,al2o3,fe2o3,feo,mno,mgo,cao,na2o,k2o,p2o5,so3,f_ppm,total,la_ppm,pr_ppm,ce_ppm,nd_ppm,sm_ppm,eu_ppm,gd_ppm,dy_ppm,ho_ppm,tm_ppm,er_ppm,yb_ppm,lu_ppm,sc_ppm,y_ppm,zr_ppm,nb_ppm,ta_ppm,ga_ppm,rb_ppm,sr_ppm,ba_ppm,th_ppm,hf_ppm,u_ppm,ti ,longitude,latitude
28,FO98P14,Tonalite,Fiordo Larena,47°58.18',74°18.81',,,ca 120,,SHRIMP,Tonalite,K3,120.0,65.52,0.43,16.84,1.41,3.04,0.11,1.8,4.68,3.11,1.72,0.12,0.87,,99.65,20,,39,18,4,1,3.8,4.71,1.04,,3.03,3.04,0.46,14,24,95,9,,,,290,335,8,3,,,-74.3135,-47.96966666666667
29,FO98P13,Tonalite,Canal Somerset,47°58.93',74°35.48',9 of 10,0.86,116.8,2,SHRIMP,Tonalite,K3,116.8,62.89,0.52,16.41,2.29,3.08,0.12,2.45,5.48,2.71,1.98,0.19,1.38,,99.5,14,,34,20,5.22,1.11,4.36,3.82,0.82,,2.31,2.2,0.36,17,20,142,8,,,,460,600,4,3.4,,,-74.59133333333334,-47.982166666666664
30,F00072B,Gabbro–diorite,Canal Nogueira,51°47.72',74°46.16',8,–,–,–,SHRIMP,Gabbro-diorite,K3,115.0,55.671,0.419,22.21,4.978,,0.09,2.37,8.574,3.192,1.391,0.058,0.026,0.041,99.02,8.007623285472413,1.3911479716869484,12.75922727826005,5.272853594118306,1.244555794349424,0.5504031028150959,1.1427747976648035,1.2722756322756315,0.2685460080610071,0.1239569590472927,0.8377831999046357,0.8288333521379966,0.12958781522540475,13.687787647453286,8.075458999830095,15.175970871487717,2.660112399978835,0.16370129541175835,16.235539958311797,65.4,366.47961113071227,305.256273917585,1.3002509337999395,0.5218651193046057,0.2835995584732795,2509.430067327109,-74.76933333333334,-51.79533333333333
31,F00332,Diorite,Isla Santa Ines,53°25.78',72°54.76',5 of 6,0.87,111.3,2,SHRIMP,Diorite,K3,111.3,59.219,0.524,20.017,4.807,,0.085,1.599,6.612,4.251,1.133,0.177,0.089,0.049,98.56200000000001,15.705329895214406,4.013330799705548,30.96499125127776,16.97627241552433,3.780461037306405,1.3069854037242237,2.968716936667416,1.9634315430230298,0.33035554562375674,0.11829196619381602,0.8811750433345952,0.7686694966275599,0.11500942438748112,6.29655219671023,10.15767352911813,124.87169047093536,5.541547964807612,0.2825129650672432,19.724099207027763,39.9,707.9184275388674,415.4352316488055,3.445381934439711,2.952475066961934,0.7852151145659662,3306.4031836247805,-72.91266666666667,-53.42966666666667
32,F00222B,Diorite,Isla Leucotón,52°45.86',73°34.07',13 of 19,0.82,98.9,1,SHRIMP,Diorite,K3,98.9,60.521,0.496,18.291,5.527,,0.139,2.133,6.467,3.484,1.169,0.194,0.028,0.052,98.501,13.701069691686314,3.4510565797819837,26.36826932174827,14.438068973753627,3.199811869276578,1.0112336034072034,2.7575126152524967,2.480043544439752,0.4966483891391054,0.22235445258257325,1.4993170337582855,1.5234422116158428,0.2145491008016725,10.446722503834032,15.088124446479332,112.7650042728406,5.576855025095134,0.35345742004905284,16.546577215666346,35.6,673.5359156685294,390.13746889464244,2.5210493280584427,2.8368674632244693,0.41987706091261895,3081.88114474989,-73.56783333333334,-52.76433333333333
33,F00222A,Diorite,Isla Leucotón,52°45.87',73°34.07',11,–,–,–,SHRIMP,Diorite,K3,77.0,60.243,0.53,16.956,5.403,,0.114,4.302,6.722,3.779,1.006,0.158,0.026,0.044,99.28299999999999,12.786640014702243,2.9295654249424072,23.662559328908745,11.77021668578341,2.545555968045237,0.8094215228192723,2.1872569201154115,1.9548157660841756,0.3892132251636693,0.16315305911176736,1.1234784707384284,1.164130814854481,0.17389715255375368,17.68856955615268,11.625683259441837,88.27963086375622,6.066304880415758,0.3442757258971982,16.375791850509728,28.1,842.7229940403972,372.2705959230903,3.5087281966684265,2.221875087172407,1.0530570109324413,3298.638529012825,-73.56783333333334,-52.7645
34,F00065,Gabbro–diorite,Canal Cuttler,52°06.49',73°54.14',6 of 7,0.66,94.7,2,SHRIMP,Gabbro-diorite,K3,94.7,54.291,0.758,19.314,7.705,,0.168,3.639,7.153,3.313,2.541,0.132,0.042,0.078,99.13400000000001,17.570391196262744,4.340503417159329,34.73738519424153,17.679579960778092,3.9089281875176707,0.9781496596148743,3.69481221967947,3.5971403649090075,0.7516954948399442,0.3298491476950391,2.2629384634460945,2.2959606314906256,0.34124116133355287,21.045941581253313,22.50239792780357,62.473467781848804,6.208184547605575,0.3498592226876829,17.868867412839588,79.7,454.67130657538945,590.1196686482522,5.392888721422726,1.749224478676628,1.0929480712793613,4702.259086702809,-73.90233333333333,-52.10816666666667
35,F00351A,Gabbro,Bahia Barcelo,53°30.56',72°33.53',9 of 11,1.2,94.1,2,SHRIMP,Gabbro,K3,94.1,50.698,1.072,17.568,10.661,,0.209,4.315,9.276,2.977,1.198,0.312,0.022,0.043,98.35100000000001,16.156921458204337,4.111854576457978,31.47115297812359,17.749008275184845,4.109230931069799,1.2390458860683082,3.8603493619911275,3.3743106702574464,0.6681196185670362,0.27033585097499657,1.896679607458194,1.8083250759152278,0.2698156456945398,24.79715929129575,19.418562938256123,73.66725651153843,5.732224041286757,0.3063022313548328,18.559140947695717,44.4,557.590434947332,327.5485981674077,4.2482900527524405,1.9448769958158407,1.0529020224805292,6787.7765646694725,-72.55883333333334,-53.50933333333333
36,F00219A,Granodiorite,Puerto Arturo,52°41.96',73°16.12',21,,∼ 91,+1/−4,SHRIMP,Granodiorite,K3,91.0,67.332,0.354,16.685,2.557,,0.056,0.886,2.988,4.839,2.09,0.139,0.159,0.033,98.118,44.840663198829276,6.680078459474609,68.34904934848724,21.568871916867064,3.1113072268856348,0.8842634238493415,2.1408361036584314,1.6970314118262682,0.33544383067018696,0.16254732632932323,1.027497141645411,1.229644920524134,0.18936735764881282,5.532042286443542,10.503806061977505,185.66761209272607,13.822392929881598,0.7111234951307674,17.64081839483249,50.9,827.6641818642826,1038.5005421028695,25.15370180548753,4.618718338542526,2.345122041162039,2103.6035114578485,-73.26866666666666,-52.699333333333335
37,FO98P10,Gabbro,Fiordo Nassau,47°56.35',74°49.68',13 of 16,0.61,85.7,1,SHRIMP,Gabbro,K3,85.7,51.97,1.09,19.12,3.22,5.2,0.14,5.24,8.96,3.36,0.37,0.28,0.64,,99.59,8,,20,15,3.97,1.22,3.22,2.3,0.5,,1.2,1.18,0.19,24,11,51,8,,,3.8,849,188,3,2.2,,,-74.828,-47.939166666666665
38,F00350A,Diorite,Punta Arauz,53°31.96',72°21.16',5 of 6,0.83,84.9,1,SHRIMP,Diorite,K3,84.9,62.954,0.292,19.151,3.46,,0.095,1.036,5.923,4.016,2.16,0.145,0.03,0.054,99.316,12.573965899268607,2.905173481074497,23.904264684263467,11.700317289766707,2.5563116872367613,0.8626405638857805,2.2412008671129375,2.165789329063967,0.4418952273152171,0.20173363472201733,1.3622416712393255,1.4446279877202706,0.2278889265657381,7.064373220755662,13.522390801326438,114.45629170883916,4.793142286077134,0.3191342159494088,16.596208279308314,61.8,796.9265453411687,635.696591856722,4.471137867910699,2.821230705114458,1.1506019044437206,1778.4874904998205,-72.35266666666666,-53.532666666666664
39,F00331A,Granodiorite,Isla Desolacion E,53°20.70',73°06.21',5 of 6,0.98,84.7,1,SHRIMP,Granodiorite,K3,84.7,67.49,0.197,18.194,1.677,,0.055,0.54,4.109,5.042,1.498,0.072,0.021,0.046,98.94100000000003,10.658078470964574,2.349636245980561,19.509322211640505,9.055939291370303,1.7855078183285418,0.6336178803480524,1.3258248118707556,1.055108219369662,0.20639846958360997,0.08381203074547057,0.5764462784631683,0.6294377546841002,0.09673450255040061,4.04875546173711,6.453287803887389,79.68274088920872,4.749976162028845,0.321595781489026,17.541425374744875,32.2,919.1398792467689,575.2785693690967,3.3037654224768893,2.125996857748462,0.7314918128565324,1081.2413541252483,-73.1035,-53.345
40,FO98P28,Gabbro,Canal Montalva,47°48.67',73°31.91',11 of 11,0.55,84,1,SHRIMP,Gabbro,K3,84.0,48.68,1.56,17.32,2.03,7.32,0.15,6.6,8.72,3.42,0.95,0.35,2.36,,99.46,15,,36,21,4.77,1.35,4.91,4.45,0.86,,2.24,2.27,0.34,27,23,128,17,,,,460,210,3,4.4,,,-73.53183333333334,-47.811166666666665
41,F00207,Granite,Punta Havana,53°09.40',73°17.61',27,–,–,–,SHRIMP,Granite,K3,83.0,73.185,0.112,15.348,0.832,,0.045,0.271,1.356,5.436,2.37,0.054,0.017,0.032,99.05799999999998,2.3519945625722127,0.45823499152723607,3.582528087599526,1.9052815309247277,0.6072273768334996,0.12678068059060174,0.8708456549598411,1.3789238444708707,0.3054281007631864,0.1788194998293355,1.0953813387236444,1.2567333788916661,0.19649826500677436,2.9399545490836125,11.031099093394365,31.941220767629968,3.6241391157828162,0.3730646698704591,14.70318429951871,84.4,472.5819480879527,1021.6034876750754,0.8801085256489459,1.0979685901808909,0.34129653815479194,495.1712999702714,-73.2935,-53.156666666666666
42,F00333A,Granodiorite,Punta Tilly,53°34.20',72°24.19',5 of 18,0.58,81.1,1,SHRIMP,Granodiorite,K3,81.1,66.965,0.311,16.06,4.176,,0.066,0.651,3.893,3.922,1.767,0.079,0.017,0.063,97.97,21.579183207863522,4.756300221663943,40.404784812822335,17.543937982243442,4.11811470180982,0.9285050488986559,4.193712845061505,5.155953693104932,1.1035411436939162,0.525575586311188,3.4239843193102124,3.8034337613711973,0.5817098683896407,14.283860802568308,34.4808774085436,161.15858180633973,9.703653794672972,0.9202259318498752,17.629690556510333,78.2,209.9745909820879,475.1043158623513,10.723414321199435,4.572959253259,2.9757606057272055,1928.3345400963801,-72.40316666666666,-53.57
43,FO98P27,Granite,Canal Gunter,47°50.94',73°26.33',8 of 10,0.54,78.7,1,SHRIMP,Granite,K3,78.7,74.82,0.18,13.08,1.13,0.72,0.18,0.17,0.62,3.72,4.8,0.01,0.54,,99.97,47,,98,38,7.21,0.56,6.25,6.07,1.23,,3.64,3.54,0.6,3,36,139,19,,,,73,475,12,4.6,,,-73.43883333333333,-47.849
44,F00216,Diorite,Canal Silvia,52°58.45',73°28.49',9 of 19,0.35,77.9,1,SHRIMP,Diorite,K3,77.9,60.427,0.792,16.586,6.561,,0.126,3.039,5.845,3.698,2.277,0.228,0.021,0.063,99.66300000000001,29.91436350665617,7.013673391386408,58.52622272025508,26.74886793209152,5.431736509340995,1.3315805412677353,4.584462905020648,3.8362276464827247,0.7656630231441424,0.3162001219224512,2.2464208998906607,2.2323377533863873,0.3281958189080386,15.896771600405271,23.195482269063557,182.9367687982672,13.723424660155521,0.835425984068219,17.32045773370862,67.8,490.9701618029899,659.8559045159419,10.191707980640427,4.528059203125922,1.956600843916545,5085.332797424391,-73.47483333333334,-52.97416666666667
